surface_kind,vertical_source,normal_source,vertical_surface_tilt_p95_deg,normal_alignment_error_p95_deg,vertical_force_error_p95_n,normal_force_error_p95_n,vertical_raw_force_max_n,normal_raw_force_max_n,vertical_removal_mean_um,normal_removal_mean_um,vertical_coverage,normal_coverage,checks_passed,checks_total,pair_pass
flat,/home/rokey/cacadaca/learning/rl/robot/results/gate_f4_remediation_flat_cross_20260831_154100,/home/rokey/cacadaca/learning/rl/robot/results/gate_f5r_normal_flat_cross_20260831_171300,0.0,0.540914288163185,0.0648928642272949,0.0644006252288818,7.595695495605469,7.549964427947998,0.21163535660017324,0.21185714122713997,0.9601,0.9604,29,29,True
cylinder,/home/rokey/cacadaca/learning/rl/robot/results/gate_f4_remediation_cylinder_r0p60_cross_20260831_154600,/home/rokey/cacadaca/learning/rl/robot/results/gate_f5r_normal_cylinder_r0p60_cross_20260831_171600,9.15669366384315,0.1251145452260971,1.2403164863586422,0.6549829959869379,9.55787181854248,9.433789253234863,0.20992118584764421,0.2116204141374909,0.9607,0.9606,27,27,True
sphere,/home/rokey/cacadaca/learning/rl/robot/results/gate_f4_remediation_sphere_r0p60_cross_20260831_154900,/home/rokey/cacadaca/learning/rl/robot/results/gate_f5r_normal_sphere_r0p60_cross_20260831_171900,12.04113315928627,0.12354069948196411,1.3112799644470188,0.3337646484374998,13.538667678833008,9.039581298828125,0.21140714603156066,0.21158358851532366,0.9627,0.9607,27,27,True
freeform,/home/rokey/cacadaca/learning/rl/robot/results/gate_f4_remediation_freeform_s0_cross_20260831_154300,/home/rokey/cacadaca/learning/rl/robot/results/gate_f5r_normal_freeform_seed0_cross_20260831_171000,2.1828464738740636,0.31506160646676995,1.128217554092407,1.0881237030029296,10.586599349975586,12.120829582214355,0.21106091199604438,0.2119136500654902,0.9604,0.9605,27,27,True
