surface_kind,direction_mode,surface_profile,env,profile_seed,tile_i,tile_j,cell_count,local_gu_mean,local_ra_mean_um,local_rz_mean_um,gu_pass_area_pct,ra_pass_area_pct,rz_pass_area_pct,scratch_pass_area_pct,all4_pass_area_pct,clearcoat_pass_area_pct,temperature_pass_area_pct
cylinder,same_xx,factory_prepolish,2,31000,0,0,400,77.86073670013843,0.02959106274576462,0.09981574853656103,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,0,1,400,77.93773550964848,0.02457632840291892,0.08230336775803453,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,0,2,400,77.99999999337658,0.0334363648546264,0.11228994028624761,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,0,3,400,77.99999999337658,0.028177307190712108,0.09572432652460973,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,0,4,400,77.99999999337658,0.02674343682895979,0.08987570747635738,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,1,0,400,77.75385391707746,0.02266564794610215,0.07707968790134061,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,1,1,400,77.90220366970651,0.03208178621340588,0.10828511167520294,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,1,2,400,77.99999998715593,0.029647836806738014,0.10039787089569824,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,1,3,400,77.99999998715593,0.026932695253020455,0.09024541080966259,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,1,4,400,77.99999998715593,0.027992742088932987,0.09485874237614712,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,2,0,400,77.71240720088684,0.02228245775201788,0.07419880659986221,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,2,1,400,77.89553955095255,0.02238581889886044,0.07586258307165876,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,2,2,400,77.99999998753138,0.027156248107790208,0.09081371236127858,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,2,3,400,77.99999998753138,0.03034115140531915,0.10216742911466416,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,2,4,400,77.99999998753138,0.02173089318543979,0.07303186348938023,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,same_xx,factory_prepolish,2,31000,3,0,400,77.73303975371647,0.023894110285063847,0.08092592938294069,100.0,100.0,100.0,100.0,100.0,100.0,100.0
