surface_profile,direction_mode,inspection_stage,feature_name,n,mean,std,min,max
factory_prepolish,cross_xy,initial,tile_under_fraction_x2_y2_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x2_y3_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x2_y4_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x3_y0_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x3_y1_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x3_y2_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x3_y3_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x3_y4_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x4_y0_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x4_y1_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x4_y2_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x4_y3_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_under_fraction_x4_y4_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x0_y0_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x0_y1_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x0_y2_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x0_y3_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x0_y4_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x1_y0_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x1_y1_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x1_y2_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x1_y3_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x1_y4_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x2_y0_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x2_y1_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x2_y2_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x2_y3_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x2_y4_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x3_y0_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x3_y1_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x3_y2_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x3_y3_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x3_y4_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x4_y0_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x4_y1_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x4_y2_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x4_y3_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,initial,tile_over_fraction_x4_y4_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,after_pass,inspection_pass_norm,16,1.0,0.0,1.0,1.0
factory_prepolish,cross_xy,after_pass,gu_gap_norm,16,-0.4658063780516386,0.26136799592710735,-0.7356293201446533,0.22311195731163025
factory_prepolish,cross_xy,after_pass,ra_gap_norm,16,-0.5356819536536932,0.039607713459822586,-0.6078112125396729,-0.4704928696155548
factory_prepolish,cross_xy,after_pass,rz_gap_norm,16,-0.5946229808032513,0.050776737701477205,-0.6933677792549133,-0.4890478253364563
factory_prepolish,cross_xy,after_pass,clearcoat_margin_norm,16,0.6231117099523544,0.043976831316462524,0.5313952565193176,0.6951302289962769
factory_prepolish,cross_xy,after_pass,center_edge_removal_delta_norm,16,0.05796940275467932,0.025296229466065794,0.018513228744268417,0.106361985206604
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x0_y0_norm,16,0.028765007853507996,0.07643706753821042,0.0,0.2502487599849701
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x0_y1_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x0_y2_norm,16,0.007742916699498892,0.029988187428230506,0.0,0.12388666719198227
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x0_y3_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x0_y4_norm,16,0.009025036357343197,0.03495381551090665,0.0,0.14440058171749115
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x1_y0_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x1_y1_norm,16,0.0057398793287575245,0.0222304570495181,0.0,0.09183806926012039
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x1_y2_norm,16,0.0033359918743371964,0.012920240972391228,0.0,0.05337586998939514
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x1_y3_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x1_y4_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x2_y0_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x2_y1_norm,16,0.005809403024613857,0.022499721165736467,0.0,0.09295044839382172
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x2_y2_norm,16,0.01839630538597703,0.049553863895915505,0.0,0.1734941303730011
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x2_y3_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x2_y4_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x3_y0_norm,16,0.033148967660963535,0.0634759398972523,0.0,0.2170853614807129
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x3_y1_norm,16,0.004610296338796616,0.017855600941240318,0.0,0.07376474142074585
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x3_y2_norm,16,0.03828412503935397,0.07204108311335718,0.0,0.19569599628448486
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x3_y3_norm,16,0.023817877285182476,0.0636776674477527,0.0,0.21643608808517456
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x3_y4_norm,16,0.001409526215866208,0.0054590715600925845,0.0,0.02255241945385933
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x4_y0_norm,16,0.018861272372305393,0.0509008467505996,0.0,0.17926806211471558
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x4_y1_norm,16,0.019095218740403652,0.05065830876725154,0.0,0.16329649090766907
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x4_y2_norm,16,0.02661358704790473,0.0557695304818895,0.0,0.15886177122592926
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x4_y3_norm,16,0.013094168156385422,0.050713495202120214,0.0,0.20950669050216675
factory_prepolish,cross_xy,after_pass,tile_scratch_max_um_x4_y4_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x0_y0_norm,16,0.012089606141671538,0.005065305753456855,0.009591101668775082,0.0298553928732872
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x0_y1_norm,16,0.026584922103211284,0.0064105759979101815,0.02259129472076893,0.05086209252476692
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x0_y2_norm,16,0.02977969986386597,0.0019372920433750054,0.02716941572725773,0.036560043692588806
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x0_y3_norm,16,0.030515620368532836,0.0025834358201452592,0.027889687567949295,0.03910673037171364
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x0_y4_norm,16,0.027769267209805548,0.006232286751628642,0.024250121787190437,0.05155923217535019
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x1_y0_norm,16,0.02406680618878454,0.0050631290031054104,0.02069283463060856,0.04014076292514801
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x1_y1_norm,16,0.03628841368481517,0.003439940003239142,0.032381605356931686,0.04406403750181198
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x1_y2_norm,16,0.03863728768192232,0.0025786813549951576,0.03371670842170715,0.04309449344873428
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x1_y3_norm,16,0.036387050757184625,0.002285432098655791,0.032099876552820206,0.04146728292107582
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x1_y4_norm,16,0.03202382195740938,0.0019318182010778881,0.029531920328736305,0.03769580274820328
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x2_y0_norm,16,0.03012990253046155,0.004186648840010259,0.026104489341378212,0.04371121898293495
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x2_y1_norm,16,0.03918523550964892,0.003674877761907686,0.034697528928518295,0.04757983610033989
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x2_y2_norm,16,0.0443589654751122,0.009367462742147788,0.03546734154224396,0.06659872829914093
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x2_y3_norm,16,0.041212583892047405,0.008146763751048702,0.03301634639501572,0.0621449314057827
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x2_y4_norm,16,0.032710869680158794,0.003594936195871335,0.02774462290108204,0.04368637874722481
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x3_y0_norm,16,0.033873572130687535,0.011645345275592085,0.02788619138300419,0.07871520519256592
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x3_y1_norm,16,0.041816063690930605,0.011796004710484597,0.03304722532629967,0.08223145455121994
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x3_y2_norm,16,0.04666359187103808,0.014210541898727032,0.034474849700927734,0.0797702744603157
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x3_y3_norm,16,0.04482189263217151,0.013841751037294037,0.034984346479177475,0.08462180942296982
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x3_y4_norm,16,0.0338154569035396,0.007143784499731938,0.027206502854824066,0.05522245168685913
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x4_y0_norm,16,0.030866713379509747,0.014049899187034618,0.025118304416537285,0.0850038006901741
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x4_y1_norm,16,0.03636312473099679,0.016311489153426634,0.02614612877368927,0.0967307761311531
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x4_y2_norm,16,0.03990075865294784,0.012160515550266515,0.03015485778450966,0.07148343324661255
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x4_y3_norm,16,0.03897658979985863,0.009636359130882288,0.03069460205733776,0.06639742851257324
factory_prepolish,cross_xy,after_pass,tile_removal_mean_um_x4_y4_norm,16,0.029901446076110005,0.004136687028798176,0.026103148236870766,0.040889546275138855
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x0_y0_norm,16,0.9643750004470348,0.07123081616562073,0.7174999713897705,1.0
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x0_y1_norm,16,0.5773437505122274,0.198032252941379,0.057500001043081284,0.8949999809265137
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x0_y2_norm,16,0.4140625,0.15069856931569778,0.16249999403953552,0.7950000166893005
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x0_y3_norm,16,0.3612499930895865,0.24085783444516928,0.03999999910593033,0.8424999713897705
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x0_y4_norm,16,0.5345312412828207,0.22610875593570076,0.0,0.9350000023841858
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x1_y0_norm,16,0.6793750040233135,0.1975148333937903,0.0,0.9725000262260437
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x1_y1_norm,16,0.15875000215601176,0.13644481787384946,0.009999999776482582,0.612500011920929
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x1_y2_norm,16,0.08703125026659109,0.07849770536878341,0.0,0.2775000035762787
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x1_y3_norm,16,0.14578124752733856,0.14675584839164643,0.02250000089406967,0.5174999833106995
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x1_y4_norm,16,0.2937500011175871,0.1758061851204504,0.11249999701976776,0.7225000262260437
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x2_y0_norm,16,0.39703124947845936,0.14561083059037705,0.18000000715255737,0.7599999904632568
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x2_y1_norm,16,0.06406250057625584,0.06482473487624767,0.007499999832361937,0.24250000715255737
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x2_y2_norm,16,0.039999999513383955,0.055922657278603266,0.0,0.22499999403953552
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x2_y3_norm,16,0.06765624997206032,0.08951024849219387,0.0,0.38499999046325684
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x2_y4_norm,16,0.27859375113621354,0.17144142812472887,0.09000000357627869,0.800000011920929
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x3_y0_norm,16,0.3039062460884452,0.16576990513902615,0.0,0.762499988079071
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x3_y1_norm,16,0.05578125029569492,0.03903843017786478,0.0,0.11500000208616257
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x3_y2_norm,16,0.043125000840518624,0.056156172931011876,0.0,0.19750000536441803
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x3_y3_norm,16,0.05046875000698492,0.055143412034491954,0.0,0.20749999582767487
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x3_y4_norm,16,0.27484374947380275,0.138508993917242,0.029999999329447746,0.625
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x4_y0_norm,16,0.48281249683350325,0.20548698553175263,0.0,0.875
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x4_y1_norm,16,0.24578124936670065,0.11508733011425071,0.0,0.5325000286102295
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x4_y2_norm,16,0.12984375123050995,0.09117920636917058,0.0,0.26750001311302185
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x4_y3_norm,16,0.12187500041909516,0.06944253592352632,0.017500000074505806,0.2775000035762787
factory_prepolish,cross_xy,after_pass,tile_under_fraction_x4_y4_norm,16,0.40796874929219484,0.12696338761778875,0.23999999463558197,0.7549999952316284
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x0_y0_norm,16,0.004531250160653144,0.016303248741979946,0.0,0.06750000268220901
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x0_y1_norm,16,0.08187500026542693,0.07579011038474591,0.0,0.27250000834465027
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x0_y2_norm,16,0.11749999836320058,0.08238154208142665,0.0,0.25999999046325684
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x0_y3_norm,16,0.13640624977415428,0.11495232816742038,0.0,0.4124999940395355
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x0_y4_norm,16,0.09703124850057065,0.19754986703804045,0.0,0.8374999761581421
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x1_y0_norm,16,0.043593749549472705,0.12173218569149442,0.0,0.5099999904632568
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x1_y1_norm,16,0.3040625003632158,0.1762674535549148,0.0,0.6675000190734863
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x1_y2_norm,16,0.3923437447811011,0.18050161669754047,0.0024999999441206455,0.6324999928474426
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x1_y3_norm,16,0.31890624901279807,0.17547250409173237,0.0,0.5425000190734863
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x1_y4_norm,16,0.13687499961815774,0.11095994427042591,0.0,0.3774999976158142
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x2_y0_norm,16,0.10578125074971467,0.09505639286871656,0.0,0.33000001311302185
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x2_y1_norm,16,0.4020312475040555,0.13123576728140834,0.12999999523162842,0.5924999713897705
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x2_y2_norm,16,0.5770312519744039,0.18966297872316476,0.16500000655651093,0.9375
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x2_y3_norm,16,0.47796874959021807,0.18849573015381277,0.0,0.8475000262260437
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x2_y4_norm,16,0.17640625080093741,0.0789430629260201,0.0,0.33000001311302185
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x3_y0_norm,16,0.18921874987427145,0.21332508573409253,0.0,0.9474999904632568
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x3_y1_norm,16,0.4671874977648258,0.17953254337489233,0.2475000023841858,1.0
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x3_y2_norm,16,0.6153124962002039,0.2054337523967063,0.3174999952316284,0.9900000095367432
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x3_y3_norm,16,0.5381250008940697,0.20364164766547233,0.1875,0.9649999737739563
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x3_y4_norm,16,0.20265624928288162,0.12929939893113399,0.0,0.4724999964237213
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x4_y0_norm,16,0.13359375024447218,0.22550286148691287,0.0,0.9750000238418579
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x4_y1_norm,16,0.2126562495250255,0.2250528913913655,0.05249999836087227,0.9950000047683716
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x4_y2_norm,16,0.3907812498509884,0.22651006616478164,0.125,0.9624999761581421
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x4_y3_norm,16,0.36078125331550837,0.16276833305051294,0.07500000298023224,0.7524999976158142
factory_prepolish,cross_xy,after_pass,tile_over_fraction_x4_y4_norm,16,0.0918749994598329,0.08431479271390757,0.0,0.25
factory_prepolish,same_xx,initial,inspection_pass_norm,16,0.0,0.0,0.0,0.0
factory_prepolish,same_xx,initial,gu_gap_norm,16,-0.2069033847656101,0.32365269688233816,-0.6647359132766724,0.39944037795066833
factory_prepolish,same_xx,initial,ra_gap_norm,16,-0.4382392391562462,0.029878795380979938,-0.49722424149513245,-0.4010472297668457
factory_prepolish,same_xx,initial,rz_gap_norm,16,-0.5476636532694101,0.047935105317051745,-0.6327769160270691,-0.4593517482280731
factory_prepolish,same_xx,initial,clearcoat_margin_norm,16,0.6312772743403912,0.04421192981332131,0.5443573594093323,0.7188140749931335
factory_prepolish,same_xx,initial,center_edge_removal_delta_norm,16,0.0,0.0,0.0,0.0
