path,sha256
/home/rokey/cacadaca/learning/rl/robot/results/gate_f10_vehicle_geometry_20260901_155000/waypoint_geometry.csv,92789881dbb601ba9e83b74202cf7d3f3903e69eb5df0d485aa51fd86f343a10
/home/rokey/cacadaca/learning/rl/robot/results/gate_f10_curvature_safety_20260901_165500/decision.json,40cc4c4cd9c7e5af7d3be31c2ea710d409673fb072aa8d7081ec040e93336242
