region_id,target_cells,target_area_m2,i_min,i_max,j_min,j_max,path_points,path_length_m,changed_cells,rework_affected_locked_cells,barrier_hit,plan_state,nominal_time_s
1,7225,0.0289,35,119,35,119,14,1.344,18655,11430,False,READY_CPU_ONLY,173.5
