surface_profile,seed,design_status,legacy_exact_match,base_micro_ra_um,base_micro_rz_um,initial_total_ra_um,initial_total_rz_um,individual_scratch_count,individual_scratch_count_design_min,individual_scratch_count_design_max,individual_scratch_max_um,individual_scratch_affected_fraction,mar_density_mean,mar_density_max,mar_severity_mean,mar_severity_max,q_mar_mean,initial_gu_mean,initial_gu_p10,initial_gu_min,clearcoat_min_um,clearcoat_mean_um,clearcoat_max_um,all_finite,state_fingerprint_sha256
legacy_stress,5,ESTABLISHED_GENERATOR_UNCHANGED,True,0.07952523084595081,0.6344792988210457,0.14292501957422576,2.2379913644021974,,4,12,1.8449716495849167,0.1323,0.0,0.0,0.0,0.0,1.0,49.53952578378816,28.856878393603118,25.432614170925397,42.91674322084072,45.90728431740028,49.113604999889475,True,84cfda82ce3d660749b11e35a639e72dfdcdf60ea2c0309684d39aca62861440
new_car_mild,5,PT-DESIGN_NO_MEASURED_DISTRIBUTION,,0.060692133908832976,0.5221723306638739,0.06074372293781029,0.5224104743817282,1,0,3,0.15335731960408194,0.0022,0.03061216159174983,0.0442882393418936,0.062405058521870706,0.09067435998299483,0.9848771571773739,86.28486916670069,88.65845456137735,27.017871091251234,42.12783560570391,44.545616015783594,49.3216069594305,True,92068e0981cd9bf49d15f21231d308c5b1dab567add891c6ca6f3c22cdb69a06
legacy_stress,6,ESTABLISHED_GENERATOR_UNCHANGED,True,0.0788835503129947,0.6537857679105854,0.13638358123000943,2.255099490514972,,4,12,1.985852800595866,0.1075,0.0,0.0,0.0,0.0,1.0,53.21667983851294,37.11273114636726,33.68316434888702,40.0,43.82037270695487,46.89452061119736,True,0a574a423d8eaf46f7fa326eb9dbf272b51d3d2396410d412895550d1a80aba2
new_car_mild,6,PT-DESIGN_NO_MEASURED_DISTRIBUTION,,0.03859728372019611,0.29916889386719725,0.039029476898742754,0.3605832706944758,3,0,3,0.1718663618221499,0.01,0.07225856848142204,0.1050406875203198,0.15580014814045479,0.22646115352686258,0.9143359396091948,74.98194158437569,26.989360244727216,26.965275428581784,41.94782683965082,44.909385589300875,49.15536262702975,True,8ed585634376991251283bcc810417ecc6a5e12c459fd23eb48d751b0e999067
legacy_stress,7,ESTABLISHED_GENERATOR_UNCHANGED,True,0.07930339674617899,0.6524668483388095,0.08719302045216876,1.1961907365589068,,4,12,0.7929247124054521,0.0467,0.0,0.0,0.0,0.0,1.0,60.992670047178244,25.52923498669048,25.49832948822262,40.600307731476676,44.94447892084788,48.33551781847782,True,61714f52dd44d5495f44e8cae844b702e8eb535780a4a8ed3d8075d118b381a2
new_car_mild,7,PT-DESIGN_NO_MEASURED_DISTRIBUTION,,0.04487150296186436,0.3495822815807067,0.045034360781964995,0.38044132671206243,3,0,3,0.18823902174675453,0.0076,0.06839140103066185,0.0991475802018139,0.1333271450956067,0.19358307798929786,0.9294498631769064,80.1517600796748,58.39858905495938,26.966181498729345,41.54833740557483,46.223706358677035,50.0,True,f8435ea504bd544bed78a2f245178c229c782038fca52590f0b647145b7a1d96
legacy_stress,8,ESTABLISHED_GENERATOR_UNCHANGED,True,0.07997854425157894,0.6631768519787636,0.13898778069419448,2.1658479549537915,,4,12,1.8136237673598796,0.1364,0.0,0.0,0.0,0.0,1.0,49.76147619154923,29.927719356116995,25.53,45.7813186262841,48.95791641776636,50.0,True,cd4d9769d7ddda01be7b6bebc55779821c0576f5759bb7a6af07ca6026bd874c
new_car_mild,8,PT-DESIGN_NO_MEASURED_DISTRIBUTION,,0.053064514790778686,0.4142984871892289,0.053403251082140925,0.4394706197134495,1,0,3,0.16208621442471224,0.0045,0.07415890834880076,0.10792086884734686,0.12539238076304163,0.1821065609621073,0.9288165149726767,82.97333895358874,87.4228184490747,26.976398482333778,40.0,42.34625883170944,46.07694187526759,True,3e152375784440bc776f8a253aa5255c2d323b217c099b0ee2c39066059ac93e
legacy_stress,9,ESTABLISHED_GENERATOR_UNCHANGED,True,0.07970893647864809,0.6248217293054439,0.1168775985998116,1.8807733381858385,,4,12,1.5431176872036796,0.1255,0.0,0.0,0.0,0.0,1.0,52.72496979770318,38.61636991468522,25.52933122483331,40.933967785438774,44.34402840709133,49.07136355588447,True,fa1d87c7f8f25c6a7acdc8ca77fea3dd5ab812121716a9f737d6cae5c9387646
new_car_mild,9,PT-DESIGN_NO_MEASURED_DISTRIBUTION,,0.04984717518399345,0.4066887789318809,0.04984717518399345,0.4066887789318809,0,0,3,0.0,0.0,0.0476622859333941,0.06892313452956929,0.1560842858970505,0.22691401720509027,0.9429828092336474,88.06680565945717,87.85051836357817,87.74769828588656,40.0,42.35310859358137,47.519946380249806,True,7cd2ab9475e05c3f6f9fa8ae3ebbd509cb0242a0bcc9e6425898d2f00c88e177
