stage,policy_label,direction_mode,sequences,safety_pass,quality_pass,sensor_fault_steps,mean_gu_final,mean_ra_final_um,mean_rz_final_um,mean_scratch_final_um,mean_clearcoat_min_um,mean_temperature_peak_c,mean_control_steps,mean_final_gu_pass_area_pct,mean_final_ra_pass_area_pct,mean_final_rz_pass_area_pct,mean_final_scratch_pass_area_pct,mean_final_all4_pass_area_pct,mean_tile_gu_pass_area_pct_min,mean_tile_gu_pass_area_pct_p10,mean_tile_ra_pass_area_pct_min,mean_tile_ra_pass_area_pct_p10,mean_tile_rz_pass_area_pct_min,mean_tile_rz_pass_area_pct_p10,mean_tile_scratch_pass_area_pct_min,mean_tile_scratch_pass_area_pct_p10,mean_tile_all4_pass_area_pct_min,mean_tile_all4_pass_area_pct_p10,mean_tile_clearcoat_pass_area_pct_min,mean_tile_clearcoat_pass_area_pct_p10,mean_tile_temperature_pass_area_pct_min,mean_tile_temperature_pass_area_pct_p10
screen,control_14976,same_xx,8,8,6,0,72.09446490523334,0.10586467381404888,1.1875399655161722,0.7766470743617166,42.20205682770061,27.61665258705112,3337.875,94.46374999999999,98.36749999999998,100.0,99.96000000000001,94.46374999999999,72.0,88.8,91.125,95.96875,100.0,100.0,99.3125,99.9625,72.0,88.8,100.0,100.0,100.0,100.0
screen,control_30528,same_xx,8,8,6,0,72.21772786374382,0.1028725310698109,1.1779719515471685,0.7764644923392088,42.173917966631784,27.80046372073808,3426.125,94.55999999999999,98.36875,100.0,99.9625,94.55999999999999,72.0,88.93124999999999,91.0625,95.9875,100.0,100.0,99.34375,99.9625,72.0,88.93124999999999,100.0,100.0,100.0,100.0
screen,control_46080,same_xx,8,8,6,0,72.49766266533948,0.0960807660297914,1.1402400554199956,0.766617086028152,42.09658238606176,28.30702156217087,3920.125,94.64375000000001,98.415,100.0,99.965,94.64375000000001,72.09375,89.16875,91.375,96.09375,100.0,100.0,99.375,99.98125,72.09375,89.16875,100.0,100.0,100.0,100.0
screen,candidate_15360,same_xx,8,8,6,0,72.1032471411462,0.10641760234517308,1.186590090370105,0.7705877215166513,42.205447953935064,27.55511685224315,3420.25,94.38375,98.40124999999999,100.0,99.9625,94.38375,72.03125,88.19375,91.3125,96.025,100.0,100.0,99.375,99.94375,72.03125,88.19375,100.0,100.0,100.0,100.0
screen,candidate_30720,same_xx,8,8,6,0,72.17370822764407,0.10139316233869071,1.1644412009388383,0.7815805748444159,42.177695880810006,27.642745337997376,3601.375,94.54625000000001,98.33499999999998,100.0,99.95875000000001,94.54625000000001,71.96875,88.89999999999999,91.125,95.91875,100.0,100.0,99.3125,99.9625,71.96875,88.89999999999999,100.0,100.0,100.0,100.0
screen,candidate_46080,same_xx,8,8,6,0,72.18114602929248,0.0986525372889818,1.1492579240944123,0.7857498881605723,42.16119404126773,27.675717836085944,3686.125,94.525,98.29749999999999,100.0,99.96125,94.525,71.84375,89.05625,91.0625,95.85625,100.0,100.0,99.375,99.9625,71.84375,89.05625,100.0,100.0,100.0,100.0
