path,sha256
/home/rokey/cacadaca/learning/rl/robot/results/gate_f10_vehicle_geometry_20260901_155000/waypoint_geometry.csv,92789881dbb601ba9e83b74202cf7d3f3903e69eb5df0d485aa51fd86f343a10
/home/rokey/cacadaca/learning/rl/robot/results/gate_f10a_time_baseline_v2_20260901_150000/rail_time_baseline.csv,a87f8506fa1f31b8362749b3a401549db69a737106246f4ce0e91e54d341804b
