policy_label,observation_dim,direction_mode,surface_profile,env,profile_seed,tile_i,tile_j,cell_count,local_gu_mean,local_ra_mean_um,local_rz_mean_um,gu_pass_area_pct,ra_pass_area_pct,rz_pass_area_pct,scratch_pass_area_pct,all4_pass_area_pct,clearcoat_pass_area_pct,temperature_pass_area_pct
champion,14,same_xx,factory_prepolish,8,26000,0,0,400,77.83770517291264,0.03271686824559511,0.10873400896655867,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,0,1,400,77.7692777845588,0.019067148365119854,0.06459801176840127,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,0,2,400,77.69688973587228,0.02291200055535728,0.07674314758261587,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,0,3,400,77.67791539351471,0.021147413427647338,0.07120442403943911,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,0,4,400,77.70648518984737,0.025608308376122702,0.08553176181323378,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,1,0,400,77.76072406474434,0.026740128431917965,0.0904260934360973,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,1,1,400,77.66003473230282,0.020879916137183874,0.07090811830525252,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,1,2,400,77.64103623075476,0.023871414357398157,0.08001928168513388,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,1,3,400,77.58284567086338,0.02679877661610142,0.09179397569064905,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,1,4,400,77.67054420908651,0.02361841341793073,0.07972477352345005,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,2,0,400,77.6767829973799,0.022059874311270322,0.0745165779777112,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,2,1,400,77.5884950592775,0.024011212754279355,0.0811141867312536,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,2,2,400,77.71768347024086,0.01479135363652899,0.049794552092195306,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,2,3,400,77.6713103369674,0.01956798874408505,0.06547753842222306,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,2,4,400,77.7099204526644,0.019532562214577224,0.06606898799058832,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,3,0,400,77.67531489928272,0.022507367203192404,0.07529885812711049,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,3,1,400,70.40553659896763,0.031887503419618816,0.10721631253142493,65.0,100.0,100.0,99.75,65.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,3,2,400,71.24552538715325,0.02442271451250945,0.08257364073491712,69.5,100.0,100.0,98.0,69.5,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,3,3,400,76.48304821147254,0.02268007853578623,0.07745630722893129,96.0,100.0,100.0,100.0,96.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,3,4,400,77.62773564367008,0.026172079266946587,0.089061049170131,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,4,0,400,77.74772706778951,0.018616972067311978,0.0630935980870808,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,4,1,400,73.34569553249679,0.026715780028710244,0.0907633915603242,78.5,100.0,100.0,99.25,78.5,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,4,2,400,66.19150089159162,0.029000054308369685,0.0976946821234435,62.74999999999999,100.0,100.0,97.25,62.74999999999999,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,4,3,400,75.07103039503279,0.02804611017087709,0.09425471172044751,84.0,100.0,100.0,100.0,84.0,100.0,100.0
champion,14,same_xx,factory_prepolish,8,26000,4,4,400,77.70743178725003,0.023252901256716973,0.07837052849491691,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,0,0,400,77.84739923015974,0.025409363074292125,0.08588232761059675,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,0,1,400,77.70464580499436,0.023886007876335512,0.0807038167786315,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,0,2,400,77.68267879389182,0.025960405010140564,0.08749627966557229,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,0,3,400,70.74845079592254,0.026119078690034773,0.08936859529139025,80.75,100.0,100.0,98.75,80.75,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,0,4,400,77.70892489624016,0.026750301362233754,0.09017864894922266,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,1,0,400,77.74063926644637,0.023300111541178815,0.07889949696667346,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,1,1,400,77.68531783321004,0.015510278591300329,0.052278945200724805,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,1,2,400,77.64855270805835,0.021201739586678512,0.07149204558507984,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,1,3,400,72.70063692656814,0.02301415188500341,0.07764606308020187,76.5,100.0,100.0,99.5,76.5,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,1,4,400,76.2069930453272,0.028735747161926336,0.09662774608422527,93.75,100.0,100.0,100.0,93.75,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,2,0,400,77.63358919361917,0.02524394474118344,0.08572640141820016,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,2,1,400,77.58327292840976,0.024256156139460895,0.08169808163041523,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,2,2,400,77.55609380763632,0.023701772372483592,0.08001529511168591,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,2,3,400,77.6383096494907,0.025382927026742087,0.0851318759908214,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,2,4,400,77.6821545566808,0.022880604698238365,0.07795294309754894,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,3,0,400,77.67042663777336,0.023888137510541477,0.08112925403241601,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,3,1,400,77.67424889267814,0.020038483431890165,0.06770804365272548,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,3,2,400,77.53005719128355,0.026585322153889285,0.08993674805578909,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,3,3,400,77.63869219531628,0.020253518404427524,0.06869367413977881,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,3,4,400,77.64106176897641,0.023458298371041027,0.07860951551346122,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,4,0,400,77.7269698272773,0.021514107440958847,0.07314807806887788,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,4,1,400,77.69119117047147,0.02535923421962967,0.08611122865677177,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,4,2,400,77.68948426139507,0.02120325735258894,0.0706572736876426,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,4,3,400,77.61718185771723,0.026499066940804613,0.08945039569387743,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,9,26097,4,4,400,77.68767930674093,0.02499561432205509,0.08406582450175425,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,0,0,400,77.8436548793161,0.02748530721811159,0.09326511078941126,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,0,1,400,77.6777096652815,0.02786862633700059,0.09443542353065594,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,0,2,400,77.68890106190769,0.02915378952503657,0.09861666432884675,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,0,3,400,77.65601963947987,0.02641404527362931,0.09126333547617364,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,0,4,400,77.73947069970085,0.025157803794855483,0.08456151460047845,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,1,0,400,77.75109725129968,0.026804434829142156,0.0906498444209885,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,1,1,400,77.66593988107587,0.020952757944199776,0.07088998676952393,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,1,2,400,77.58029466769048,0.025898731066691036,0.08765043320487646,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,1,3,400,77.62109557128151,0.02332890607294896,0.07788972450923864,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,1,4,400,77.69792658731939,0.02197093834659682,0.07478925801329046,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,2,0,400,77.70973128851932,0.022446938264171414,0.07625369481211175,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,2,1,400,77.55937489311788,0.02820160909152644,0.0967237841816753,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,2,2,400,77.6592045796735,0.02266910466079046,0.07751040521460859,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,2,3,400,77.61763015477536,0.02241164023369657,0.076063884871269,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,2,4,400,77.64511747646162,0.02510871078982978,0.08504100261096462,100.0,100.0,100.0,100.0,100.0,100.0,100.0
champion,14,same_xx,factory_prepolish,10,26194,3,0,400,77.66969813128038,0.024681095771934104,0.0851264151964279,100.0,100.0,100.0,100.0,100.0,100.0,100.0
