epoch,train_mse,validation_mse,validation_mae
0,0.03437912972417616,0.0064528873190283775,0.0439041443169117
1,0.002924478412413828,0.00573949608951807,0.03489277884364128
2,0.0027453080634383224,0.005600229371339083,0.03437125310301781
3,0.0027082798516225412,0.005815611686557531,0.035294435918331146
4,0.0026826500160401015,0.006453775335103273,0.03786734119057655
5,0.0026709697031676843,0.0066708410158753395,0.03830365464091301
6,0.0026545363945265623,0.006475914269685745,0.03646049648523331
7,0.0026406929885929007,0.006333067547529936,0.03534073382616043
8,0.002629360886921603,0.0069681135937571526,0.03754695504903793
