teacher,direction_mode,surface_profile,env,profile_seed,checkpoint,outcome,passes,gu_before,gu_final,ra_before_um,ra_final_um,rz_before_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_min_um,temperature_peak_c,quality_ok,safety_ok,control_steps,contact_steps,sensor_fault_steps,force_action_mean,feed_action_mean,pass1_champion_steps,later_finish_steps,later_protect_steps,later_defect_champion_steps
spatial_guarded,cross_xy,factory_prepolish,4,42,model_bc_robot_tesla12p7.pt,success,1,75.3912296120912,77.1676130149283,0.10689556660956501,0.08547101387257024,0.804469017878618,0.6963506947531743,0.0,0.0,42.31067868000704,26.126564741205765,True,True,2664,2567,0,-0.29004870234309016,0.48346042610682527,2664,0,0,0
spatial_guarded,cross_xy,factory_prepolish,7,333,model_bc_robot_tesla12p7.pt,success,1,73.60900699444439,75.99602373483687,0.1150854155965834,0.10101856023651737,0.9512547161844889,0.9032765828807188,0.5119893071807349,0.39021789995371625,43.04964592342289,28.930193282113024,True,True,2913,2816,0,-0.10530683403873706,0.2708701958801179,2913,0,0,0
spatial_guarded,cross_xy,factory_prepolish_deep_defect,8,42,model_bc_robot_tesla12p7.pt,success,1,71.25928820905311,74.93321547007491,0.10914180531128084,0.09674268931817837,0.990255750615746,0.9231230021202084,0.7013491255563639,0.6201818694872565,42.3102303043677,29.01012209556622,True,True,3054,2957,0,-0.014510132584625706,0.16628554407275417,3054,0,0,0
spatial_guarded,cross_xy,factory_prepolish_deep_stress,12,42,model_bc_robot_tesla12p7.pt,success,1,71.52691962949095,74.67282098904785,0.11073377955241044,0.09910878406405418,1.1522200540402132,1.0916558236178169,1.1028619970707352,1.0076299486088287,42.31024277626941,29.02050196598415,True,True,3056,2959,0,-0.012903464967823778,0.16478398119474894,3056,0,0,0
spatial_guarded,cross_xy,factory_prepolish,6,236,model_bc_robot_tesla12p7.pt,success,1,67.50958508642633,72.80013113297943,0.12253720026101132,0.10316066693587522,1.0873902313400208,0.9596421301891069,0.5306411210783062,0.4347368631286627,42.78661311109272,29.681694947150582,True,True,3131,3034,0,0.031767085532493314,0.11279401545306053,3131,0,0,0
spatial_guarded,cross_xy,factory_prepolish,5,139,model_bc_robot_tesla12p7.pt,success,1,69.98941302667497,74.14003167263886,0.10243811924636098,0.09441427865428594,0.9314749788546506,0.8457385005575788,0.5204314006785608,0.36728918592852977,42.24089366530891,28.588374686998975,True,True,3177,3079,0,0.058778375155020705,0.08210967816963562,3177,0,0,0
spatial_guarded,cross_xy,factory_prepolish_deep_defect,11,333,model_bc_robot_tesla12p7.pt,success,1,71.08564622754722,74.52824526195887,0.11671487147466,0.10617417024279475,1.102331598434575,1.1075378702469325,0.7271183440182207,0.6245114561532265,43.049562732468225,29.26169196473122,True,True,3286,3189,0,0.11882209554496002,0.01305194760939731,3286,0,0,0
spatial_guarded,cross_xy,factory_prepolish_deep_stress,15,333,model_bc_robot_tesla12p7.pt,success,1,70.93007617123241,74.1611276910879,0.1183279693951039,0.10861018345446369,1.42551266460328,1.4267394742738504,1.1363491246853263,1.024899215342068,43.04970926266567,29.258172335874978,True,True,3292,3195,0,0.12212037181262185,0.009388114600685648,3292,0,0,0
spatial_guarded,cross_xy,factory_prepolish_deep_defect,10,236,model_bc_robot_tesla12p7.pt,success,1,64.41177876626942,71.1293450253826,0.12480068243437777,0.11853128929415427,1.164106009490332,1.065085441661214,0.5635218864170326,0.4470571310322464,42.78656522465956,29.62937824744193,True,True,3592,3495,0,0.2672945226051063,-0.15817889053880638,3592,0,0,0
spatial_guarded,cross_xy,factory_prepolish_deep_stress,14,236,model_bc_robot_tesla12p7.pt,success,1,64.0742883276257,70.66735030252454,0.12646369760005122,0.12376847575345605,1.3265176073418625,1.2494798175785753,0.9097679454077359,0.7638296682141323,42.78683351166305,29.62726131052096,True,True,3655,3558,0,0.2952968395645087,-0.19011115609131823,3655,0,0,0
spatial_guarded,cross_xy,factory_prepolish_deep_defect,9,139,model_bc_robot_tesla12p7.pt,success,1,66.16032139351948,72.02623404064595,0.10492553502548299,0.10385609639850202,1.0992632857524285,1.0636067239196152,0.648089096741403,0.5309759090083771,42.263263481490085,29.251557942178632,True,True,3678,3580,0,0.3047636840948273,-0.20109838500108454,3678,0,0,0
spatial_guarded,cross_xy,factory_prepolish_deep_stress,13,139,model_bc_robot_tesla12p7.pt,success,1,66.0643713191124,71.56736140395134,0.10666286934226032,0.10644623392728142,1.3388670591113687,1.301304460429252,1.0688412663173528,0.9259668685550907,42.2661587032985,29.290535178712,True,True,3681,3583,0,0.30666201653177083,-0.202842795073225,3681,0,0,0
spatial_guarded,cross_xy,legacy_stress,2,236,model_bc_robot_tesla12p7.pt,fail_max_passes,2,60.166522239546815,66.82523992900116,0.11572313324659472,0.11954109493188778,2.19041165600761,2.229543365782116,1.7596479951666288,1.5774436520248887,41.134227963670284,29.57948358550979,False,True,7208,7013,0,0.018017840645090984,-0.1645997327552916,4562,0,2646,0
