policy_label,direction_mode,sequences,safety_pass,quality_pass,sensor_fault_steps,mean_gu_final,mean_ra_final_um,mean_rz_final_um,mean_scratch_final_um,mean_clearcoat_min_um,mean_temperature_peak_c,mean_control_steps,mean_final_all4_pass_area_pct,tiles_total,tiles_all4_area_100pct,tiles_all4_area_ge95pct,tiles_all4_area_ge90pct,tiles_all4_area_ge80pct,all4_cells_pass,surface_cells_total,all4_cell_area_pct
champion,same_xx,32,32,24,0,71.35343898601639,0.10718029648534752,1.297703667252087,0.8083756683296645,42.75007370503715,28.402860586619077,3505.71875,93.77343750000001,800,570,613,635,684,300075,320000,93.7734375
champion,cross_xy,32,32,24,0,71.38863672234382,0.10624249534050843,1.3006597983152526,0.8079808727190212,42.757109853239136,28.656913855590066,3490.34375,93.79499999999999,800,571,612,638,686,300144,320000,93.795
candidate,same_xx,32,32,24,0,71.8797145687266,0.09953079157624907,1.2544462774996599,0.7938225683211227,42.717229674212184,29.140079371212906,4043.46875,94.01437499999999,800,575,617,642,695,300846,320000,94.014375
candidate,cross_xy,32,32,24,0,71.90835446778452,0.098472328264405,1.2566714985908862,0.7932975441046166,42.72136695858846,29.206181260313308,4038.0,94.04218749999997,800,574,621,644,696,300935,320000,94.0421875
