path,sha256
/home/rokey/cacadaca/learning/rl/robot/results/gate_f10g_trace_curvature_freeform_cross_seed40000_20260901_174500/substep_trace.csv,41d2e7198efa2acc3da88b0ac9d8c4bdeba565734eeace55c8969f2fee090cf1
/home/rokey/cacadaca/learning/rl/robot/results/gate_f10g_trace_curvature_freeform_same_seed40000_20260901_174500/substep_trace.csv,e4d43697522da0efe6b2e4c743caa34eae4c719c7e97e8819b02f79b52ac24f5
