shield_mode,surface_kind,direction_mode,surface_profile,env,profile_seed,tile_i,tile_j,cell_count,local_gu_mean,local_ra_mean_um,local_rz_mean_um,gu_pass_area_pct,ra_pass_area_pct,rz_pass_area_pct,scratch_pass_area_pct,all4_pass_area_pct,clearcoat_pass_area_pct,temperature_pass_area_pct
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,1,0,400,77.38040077907445,0.014667648775283997,0.0501813663859163,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,1,1,400,75.29275322692465,0.016362141637387122,0.05592041033405117,84.5,100.0,100.0,100.0,84.5,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,1,2,400,75.59144757302568,0.014234687625722282,0.048327140194350665,89.25,100.0,100.0,100.0,89.25,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,1,3,400,77.46752144894143,0.017235915850871558,0.05777557469682787,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,1,4,400,77.62175488581487,0.01711827382413278,0.05749126954971967,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,2,0,400,74.12032196620093,0.026954444539006844,0.09065364589922621,82.5,100.0,100.0,100.0,82.5,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,2,1,400,75.85206625589757,0.01650189910014374,0.056388487266380787,91.25,100.0,100.0,100.0,91.25,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,2,2,400,77.35544931198106,0.014678793492865862,0.04982481050863353,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,2,3,400,77.49962757494916,0.02118074542553163,0.0719408513751191,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,2,4,400,77.63943091327432,0.018115762389458806,0.060767538228014374,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,3,0,400,77.30560304067116,0.01649804560033933,0.05579981031803682,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,3,1,400,77.41009912882778,0.018288470995680314,0.06225929710649602,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,3,2,400,77.56337050219891,0.015178761785584726,0.051612872401282664,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,3,3,400,77.60520473697805,0.016152674983762827,0.05469932681026762,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,3,4,400,77.62539479725409,0.01996090989795949,0.0679266936321215,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,4,0,400,77.55778651785677,0.02107533022551735,0.07145610914579971,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,4,1,400,77.4977335278416,0.02282432758171398,0.0764662271762475,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,4,2,400,77.63221992613593,0.020203715481044302,0.06831031544048052,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,4,3,400,77.62630582828005,0.019097000799280627,0.06428945510318154,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_defect,2,41000,4,4,400,77.6533575852396,0.021037328475365505,0.07138011608075732,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,0,0,400,77.61204474950503,0.026516759445641896,0.0874616343545605,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,0,1,400,77.45760675169998,0.016786305166348832,0.05712346700189288,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,0,2,400,77.47163872990188,0.017334149419924626,0.058189365454466,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,0,3,400,77.56244869299985,0.018010745923564744,0.059835640274342655,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,0,4,400,77.68977835541929,0.02009724889621532,0.06780787681158841,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,1,0,400,77.40373594016111,0.015345635487425522,0.05246123350601308,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,1,1,400,75.27829307478996,0.017118883537033235,0.05841270467636775,83.5,100.0,100.0,100.0,83.5,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,1,2,400,75.55508760457165,0.014417836722218897,0.04893656750811419,89.25,100.0,100.0,100.0,89.25,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,1,3,400,77.46838442206602,0.017250448070559327,0.05782343015256152,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,1,4,400,77.62150895831722,0.0171128202140041,0.05747448628839715,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,2,0,400,72.41125084260949,0.041138997033394326,0.13816541634547497,79.25,95.25,100.0,100.0,79.25,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,2,1,400,75.02724735057679,0.022930636667345274,0.07860929614829662,89.25,98.75,100.0,100.0,89.25,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,2,2,400,77.36819789221849,0.014989214711632677,0.05085644805918641,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,2,3,400,77.49964947555257,0.021179112841198937,0.07193900550712497,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,2,4,400,77.63944460124587,0.018116273690583027,0.060767840312273495,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,3,0,400,77.34184560740347,0.017232778728671582,0.058235766971682146,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,3,1,400,77.43542278485015,0.01889746138981069,0.06431803162252091,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,3,2,400,77.56730279408777,0.015262130804576368,0.05187687332519244,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,3,3,400,77.60555600231544,0.01615679731254747,0.05470818113245039,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,3,4,400,77.62557382793409,0.01996737685256725,0.06795347133882053,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,4,0,400,77.56182485589179,0.02116746440922482,0.07176305580998432,100.0,100.0,100.0,100.0,100.0,100.0,100.0
static_cap,flat,cross_xy,factory_prepolish_deep_stress,3,41000,4,1,400,77.50278344779838,0.022930783154040863,0.07681323338621089,100.0,100.0,100.0,100.0,100.0,100.0,100.0
