env,control_step,substep,force_sensor_raw_n,force_sensor_filt_n,force_model_n,force_used_n,force_cmd_n,pad_gap_m,pad_in_patch,normal_alignment_error_deg,sensor_fault,parent_force_action,executed_force_action,executed_feed_action,hard_latched_before,hard_latched_after,latch_event,shield_mode,surface_kind,direction_mode,surface_seed_base,surface_profile,profile_seed
0,0,0,0.0,0.0,0.0,0.0,6.678844451904297,0.5138368606567383,0,35.178497314453125,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,0,0,0.0,0.0,0.0,0.0,6.678844451904297,0.5138368606567383,0,35.178497314453125,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,0,0,0.0,0.0,0.0,0.0,6.678844451904297,0.5138369202613831,0,35.17848205566406,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,0,0,0.0,0.0,0.0,0.0,6.678844451904297,0.5138369202613831,0,35.17848205566406,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,0,1,0.0,0.0,0.23100002110004425,0.0,6.678844451904297,0.49589866399765015,0,37.35371398925781,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,0,1,0.0,0.0,0.23100002110004425,0.0,6.678844451904297,0.49589866399765015,0,37.35371398925781,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,0,1,0.0,0.0,0.23100002110004425,0.0,6.678844451904297,0.4958987832069397,0,37.353702545166016,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,0,1,0.0,0.0,0.23100002110004425,0.0,6.678844451904297,0.4958987832069397,0,37.353702545166016,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,0,2,0.0,0.0,0.3349500298500061,0.0,6.678844451904297,0.47242748737335205,0,39.84434509277344,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,0,2,0.0,0.0,0.3349500298500061,0.0,6.678844451904297,0.47242748737335205,0,39.84434509277344,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,0,2,0.0,0.0,0.3349500298500061,0.0,6.678844451904297,0.4724276065826416,0,39.84432601928711,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,0,2,0.0,0.0,0.3349500298500061,0.0,6.678844451904297,0.4724276065826416,0,39.84432601928711,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,0,3,0.0,0.0,0.38172751665115356,0.0,6.678844451904297,0.4470371603965759,0,42.12431716918945,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,0,3,0.0,0.0,0.38172751665115356,0.0,6.678844451904297,0.4470371603965759,0,42.12431716918945,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,0,3,0.0,0.0,0.38172751665115356,0.0,6.678844451904297,0.4470371603965759,0,42.12431716918945,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,0,3,0.0,0.0,0.38172751665115356,0.0,6.678844451904297,0.4470371603965759,0,42.12431716918945,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,0,4,0.0,0.0,0.40277740359306335,0.0,6.678844451904297,0.42283231019973755,0,43.96142578125,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,0,4,0.0,0.0,0.40277740359306335,0.0,6.678844451904297,0.42283231019973755,0,43.96142578125,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,0,4,0.0,0.0,0.40277740359306335,0.0,6.678844451904297,0.42283231019973755,0,43.96142578125,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,0,4,0.0,0.0,0.40277740359306335,0.0,6.678844451904297,0.42283231019973755,0,43.96142578125,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,0,5,0.0,0.0,0.4122498631477356,0.0,6.678844451904297,0.3993171155452728,0,45.65808868408203,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,0,5,0.0,0.0,0.4122498631477356,0.0,6.678844451904297,0.3993171155452728,0,45.65808868408203,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,0,5,0.0,0.0,0.4122498631477356,0.0,6.678844451904297,0.3993171155452728,0,45.65808868408203,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,0,5,0.0,0.0,0.4122498631477356,0.0,6.678844451904297,0.3993171155452728,0,45.65808868408203,0,0.5196982026100159,0.5196982026100159,-0.3662063181400299,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,1,0,0.0,0.0,0.41651245951652527,0.0,7.511399745941162,0.3771286606788635,0,47.241455078125,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,1,0,0.0,0.0,0.41651245951652527,0.0,7.511399745941162,0.3771286606788635,0,47.241455078125,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,1,0,0.0,0.0,0.41651245951652527,0.0,7.511399745941162,0.3771287500858307,0,47.24143600463867,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,1,0,0.0,0.0,0.41651245951652527,0.0,7.511399745941162,0.3771287500858307,0,47.24143600463867,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,1,1,0.0,0.0,0.4184306263923645,0.0,7.511399745941162,0.35606271028518677,0,48.727352142333984,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,1,1,0.0,0.0,0.4184306263923645,0.0,7.511399745941162,0.35606271028518677,0,48.727352142333984,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,1,1,0.0,0.0,0.4184306263923645,0.0,7.511399745941162,0.35606271028518677,0,48.727352142333984,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,1,1,0.0,0.0,0.4184306263923645,0.0,7.511399745941162,0.35606271028518677,0,48.727352142333984,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,1,2,0.0,0.0,0.4192937910556793,0.0,7.511399745941162,0.33595511317253113,0,50.12713623046875,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,1,2,0.0,0.0,0.4192937910556793,0.0,7.511399745941162,0.33595511317253113,0,50.12713623046875,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,1,2,0.0,0.0,0.4192937910556793,0.0,7.511399745941162,0.3359552025794983,0,50.12713623046875,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,1,2,0.0,0.0,0.4192937910556793,0.0,7.511399745941162,0.3359552025794983,0,50.12713623046875,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,1,3,0.0,0.0,0.41968220472335815,0.0,7.511399745941162,0.3134669065475464,0,50.65017318725586,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,1,3,0.0,0.0,0.41968220472335815,0.0,7.511399745941162,0.3134669065475464,0,50.65017318725586,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,1,3,0.0,0.0,0.41968220472335815,0.0,7.511399745941162,0.3134668469429016,0,50.65016174316406,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,1,3,0.0,0.0,0.41968220472335815,0.0,7.511399745941162,0.3134668469429016,0,50.65016174316406,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,1,4,0.0,0.0,0.4198570251464844,0.0,7.511399745941162,0.2857113182544708,0,48.73265838623047,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,1,4,0.0,0.0,0.4198570251464844,0.0,7.511399745941162,0.2857113182544708,0,48.73265838623047,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,1,4,0.0,0.0,0.4198570251464844,0.0,7.511399745941162,0.2857113182544708,0,48.73265838623047,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,1,4,0.0,0.0,0.4198570251464844,0.0,7.511399745941162,0.2857113182544708,0,48.73265838623047,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,1,5,0.0,0.0,0.4199356734752655,0.0,7.511399745941162,0.2573035657405853,0,45.99912643432617,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,1,5,0.0,0.0,0.4199356734752655,0.0,7.511399745941162,0.2573035657405853,0,45.99912643432617,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,1,5,0.0,0.0,0.4199356734752655,0.0,7.511399745941162,0.25730350613594055,0,45.99913787841797,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,1,5,0.0,0.0,0.4199356734752655,0.0,7.511399745941162,0.25730350613594055,0,45.99913787841797,0,1.0,1.0,-0.9184787273406982,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,2,0,0.0,0.0,0.4199710488319397,0.0,7.511399745941162,0.23030349612236023,0,43.153072357177734,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,2,0,0.0,0.0,0.4199710488319397,0.0,7.511399745941162,0.23030349612236023,0,43.153072357177734,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,2,0,0.0,0.0,0.4199710488319397,0.0,7.511399745941162,0.23030441999435425,0,43.153133392333984,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,2,0,0.0,0.0,0.4199710488319397,0.0,7.511399745941162,0.23030441999435425,0,43.153133392333984,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,2,1,0.0,0.0,0.4199869930744171,0.0,7.511399745941162,0.21062153577804565,0,41.272216796875,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,2,1,0.0,0.0,0.4199869930744171,0.0,7.511399745941162,0.21062153577804565,0,41.272216796875,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,2,1,0.0,0.0,0.4199869930744171,0.0,7.511399745941162,0.21062645316123962,0,41.272552490234375,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,2,1,0.0,0.0,0.4199869930744171,0.0,7.511399745941162,0.21062645316123962,0,41.272552490234375,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,2,2,0.0,0.0,0.41999417543411255,0.0,7.511399745941162,0.1993526816368103,0,42.285274505615234,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,2,2,0.0,0.0,0.41999417543411255,0.0,7.511399745941162,0.1993526816368103,0,42.285274505615234,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,2,2,0.0,0.0,0.41999417543411255,0.0,7.511399745941162,0.1993616223335266,0,42.28596115112305,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
3,2,2,0.0,0.0,0.41999417543411255,0.0,7.511399745941162,0.1993616223335266,0,42.28596115112305,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_stress,43000
0,2,3,0.0,0.0,0.4199973940849304,0.0,7.511399745941162,0.19189193844795227,0,43.6027946472168,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,legacy_stress,43000
1,2,3,0.0,0.0,0.4199973940849304,0.0,7.511399745941162,0.19189193844795227,0,43.6027946472168,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish,43000
2,2,3,0.0,0.0,0.4199973940849304,0.0,7.511399745941162,0.1919003427028656,0,43.6034049987793,0,1.0,1.0,-1.0,0,0,0,control,cylinder,cross_xy,43000,factory_prepolish_deep_defect,43000
