surface_kind,curvature_radius_m,freeform_seed,direction_mode,surface_profile,env,profile_seed,outcome,quality_ok,safety_ok,force_hard_violated,thermal_hard_violated,unstable_hard_violated,control_steps,contact_steps,sensor_fault_steps,raw_force_max_n,normal_alignment_error_max_deg,force_action_mean,feed_action_mean,gu_before,gu_final,ra_before_um,ra_final_um,rz_before_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_min_um,temperature_peak_c,before_gu_pass_area_pct,before_tile_gu_pass_area_pct_mean,before_tile_gu_pass_area_pct_min,before_tile_gu_pass_area_pct_p10,before_ra_pass_area_pct,before_tile_ra_pass_area_pct_mean,before_tile_ra_pass_area_pct_min,before_tile_ra_pass_area_pct_p10,before_rz_pass_area_pct,before_tile_rz_pass_area_pct_mean,before_tile_rz_pass_area_pct_min,before_tile_rz_pass_area_pct_p10,before_scratch_pass_area_pct,before_tile_scratch_pass_area_pct_mean,before_tile_scratch_pass_area_pct_min,before_tile_scratch_pass_area_pct_p10,before_all4_pass_area_pct,before_tile_all4_pass_area_pct_mean,before_tile_all4_pass_area_pct_min,before_tile_all4_pass_area_pct_p10,before_clearcoat_pass_area_pct,before_tile_clearcoat_pass_area_pct_mean,before_tile_clearcoat_pass_area_pct_min,before_tile_clearcoat_pass_area_pct_p10,before_temperature_pass_area_pct,before_tile_temperature_pass_area_pct_mean,before_tile_temperature_pass_area_pct_min,before_tile_temperature_pass_area_pct_p10,final_gu_pass_area_pct,final_tile_gu_pass_area_pct_mean,final_tile_gu_pass_area_pct_min,final_tile_gu_pass_area_pct_p10,final_ra_pass_area_pct,final_tile_ra_pass_area_pct_mean,final_tile_ra_pass_area_pct_min,final_tile_ra_pass_area_pct_p10,final_rz_pass_area_pct,final_tile_rz_pass_area_pct_mean,final_tile_rz_pass_area_pct_min,final_tile_rz_pass_area_pct_p10,final_scratch_pass_area_pct,final_tile_scratch_pass_area_pct_mean,final_tile_scratch_pass_area_pct_min,final_tile_scratch_pass_area_pct_p10,final_all4_pass_area_pct,final_tile_all4_pass_area_pct_mean,final_tile_all4_pass_area_pct_min,final_tile_all4_pass_area_pct_p10,final_clearcoat_pass_area_pct,final_tile_clearcoat_pass_area_pct_mean,final_tile_clearcoat_pass_area_pct_min,final_tile_clearcoat_pass_area_pct_p10,final_temperature_pass_area_pct,final_tile_temperature_pass_area_pct_mean,final_tile_temperature_pass_area_pct_min,final_tile_temperature_pass_area_pct_p10
cylinder,0.6,0,same_xx,factory_prepolish_deep_stress,7,31097,success,True,True,False,False,False,3605,3505,0,13.701105117797852,48.52811050415039,0.5466026024931677,-0.16474246090063605,72.17172907036243,75.40736503764201,0.12136776673397782,0.13104276827958125,1.2488817665516687,1.1888564545905864,1.081684901658073,0.8578660719166188,40.78979452970254,29.127341491248693,97.78999999999999,97.79,66.75,97.9,99.52,99.52,88.0,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,97.78999999999999,97.79,66.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.92999999999999,97.93,68.75,98.05,99.89,99.89,97.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.92999999999999,97.93,68.75,98.05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,0.6,0,same_xx,legacy_stress,1,31097,fail_force_overload,False,False,True,False,False,3798,3698,0,15.584991455078125,48.52811050415039,0.9767581300497087,-0.9498605628484657,43.89134546048661,51.50642494260344,0.18205527414567396,0.15853607805163228,2.3447286941824435,2.243104780387383,1.9306753005759099,1.760023411550959,44.004263417297864,29.589065707243773,61.95,61.95,29.75,33.55,83.58,83.58,52.0,58.599999999999994,100.0,100.0,100.0,100.0,99.36,99.36,96.75,98.25,61.95,61.95,29.75,33.55,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,62.59,62.59,30.25,33.9,87.15,87.15,54.25,65.75,100.0,100.0,100.0,100.0,99.96000000000001,99.96,99.5,99.85,62.59,62.59,30.25,33.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,0.6,0,same_xx,factory_prepolish_deep_stress,6,31000,success,True,True,False,False,False,4028,3928,0,11.60715389251709,48.528297424316406,0.7005387160579314,-0.3574221821736763,67.81553034635728,72.5697387828583,0.11596058118144167,0.11764997145057567,1.6722526126712407,1.6547080437080606,1.1784688893888984,0.9829763046666924,42.9835338823917,29.251730176404994,93.96,93.96,42.75,79.60000000000001,98.33,98.33,83.5,93.9,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,93.96,93.96,42.75,79.60000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.45,94.45,50.0,80.9,99.28,99.28,92.5,97.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.45,94.45,50.0,80.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,0.6,0,same_xx,legacy_stress,0,31000,fail_max_passes,False,True,False,False,False,4825,4725,0,11.628347396850586,48.528297424316406,0.82753595200845,-0.629267966614486,56.14374882566469,65.7239406996004,0.10436793892229047,0.12601711867204884,2.0046725115739297,1.9878031794715576,1.7144875162515547,1.472189184794928,43.2383354972336,29.60852287253506,87.28,87.28,54.25,62.75000000000001,95.25,95.25,70.75,77.60000000000001,100.0,100.0,100.0,100.0,99.47,99.47,97.0,97.95,87.28,87.28,54.25,62.75000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.21,88.21,58.5,64.85,95.75,95.75,73.75,78.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.21,88.21,58.5,64.85,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,0.6,0,cross_xy,factory_prepolish,2,31000,fail_force_overload,False,False,True,False,False,473,373,0,10.872207641601562,48.528297424316406,0.9744079049999568,-0.5789892418235225,72.75308062734142,73.17194184837246,0.1097307693050428,0.10848810430152282,0.8456373003843545,0.8325991863543503,0.4290214107790902,0.4290214107790902,43.24156339916211,27.194526931886934,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,0.6,0,cross_xy,factory_prepolish_deep_defect,4,31000,fail_force_overload,False,False,True,False,False,1581,1481,0,10.98414134979248,48.52817916870117,0.9692244415302808,-0.7401282644060727,68.25885555901026,71.55003372217838,0.11298395000241573,0.11032348192662086,1.208169859703724,1.1712451404995305,0.7570453964220997,0.6621143536782363,43.17301187619422,29.147722492437524,94.1,94.1,42.75,80.15,99.59,99.59,95.25,98.8,100.0,100.0,100.0,100.0,99.87,99.87,98.25,99.85,94.1,94.1,42.75,80.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.22,94.22,44.0,80.8,99.92,99.92,98.0,100.0,100.0,100.0,100.0,100.0,99.97,99.97,99.5,100.0,94.22,94.22,44.0,80.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,0.6,0,cross_xy,factory_prepolish,3,31097,success,True,True,False,False,False,3176,3076,0,11.42685604095459,48.5289192199707,0.43539521988406216,0.08307988832585082,73.64148238075227,76.38218895085946,0.11987626283895714,0.09840348613690594,0.9903408314687232,0.8360067405482743,0.12752690960282664,0.08904832395227924,40.786750643317916,28.00178464487647,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.32,99.32,83.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.32,99.32,83.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,0.6,0,cross_xy,factory_prepolish_deep_defect,5,31097,success,True,True,False,False,False,3578,3478,0,12.576072692871094,48.5289192199707,0.5373980889025016,-0.15089718328737858,72.2871679841536,75.596996529535,0.12035377734851908,0.12463928082383059,1.080907678256999,1.0086502830883888,0.6691882163625448,0.464934989439727,40.78714771918415,28.98194803247618,97.83,97.83,67.75,97.9,99.97,99.97,99.25,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,97.83,97.83,67.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.11999999999999,98.12,73.25,98.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.11999999999999,98.12,73.25,98.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,0.6,0,cross_xy,factory_prepolish_deep_stress,7,31097,success,True,True,False,False,False,3602,3502,0,13.701105117797852,48.52811050415039,0.5434528873216719,-0.16343180835040194,72.17172907036243,75.43524792566139,0.12136776673397782,0.12768471260392175,1.2488817665516687,1.1775340890174941,1.081684901658073,0.8568094806842586,40.787145176776676,28.982951949744425,97.78999999999999,97.79,66.75,97.9,99.52,99.52,88.0,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,97.78999999999999,97.79,66.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.95,97.95,69.0,98.05,99.88,99.88,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.95,97.95,69.0,98.05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,0.6,0,cross_xy,factory_prepolish_deep_stress,6,31000,success,True,True,False,False,False,4140,4040,0,11.60715389251709,48.528297424316406,0.730726092427537,-0.4021163606746257,67.81553034635728,72.60221853839184,0.11596058118144167,0.11508366042374082,1.6722526126712407,1.6582664672782466,1.1784688893888984,0.986887428912149,42.99254755024882,29.160424263647332,93.96,93.96,42.75,79.60000000000001,98.33,98.33,83.5,93.9,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,93.96,93.96,42.75,79.60000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.53,94.53,50.5,81.0,99.28,99.28,92.5,97.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.53,94.53,50.5,81.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,0.6,0,cross_xy,legacy_stress,0,31000,fail_max_passes,False,True,False,False,False,4855,4755,0,11.628347396850586,48.528297424316406,0.836874279786519,-0.6372111223630385,56.14374882566469,65.55147357734639,0.10436793892229047,0.12251719503430736,2.0046725115739297,1.9882267833804577,1.7144875162515547,1.4791361646223313,43.16701335076625,30.021512203288083,87.28,87.28,54.25,62.75000000000001,95.25,95.25,70.75,77.60000000000001,100.0,100.0,100.0,100.0,99.47,99.47,97.0,97.95,87.28,87.28,54.25,62.75000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.48,88.48,59.25,64.7,95.76,95.76,74.0,78.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.48,88.48,59.25,64.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
cylinder,0.6,0,cross_xy,legacy_stress,1,31097,fail_max_passes,False,True,False,False,False,6356,6256,0,11.749226570129395,48.52811050415039,0.9802460858048584,-0.9592906442207687,43.89134546048661,55.49216711055979,0.18205527414567396,0.16214942547416752,2.3447286941824435,2.261678235464002,1.9306753005759099,1.677727885736303,43.765884585580416,29.85587522756257,61.95,61.95,29.75,33.55,83.58,83.58,52.0,58.599999999999994,100.0,100.0,100.0,100.0,99.36,99.36,96.75,98.25,61.95,61.95,29.75,33.55,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.73,63.73,33.0,34.85,89.41,89.41,54.75,69.65,100.0,100.0,100.0,100.0,99.98,99.98,99.75,100.0,63.73,63.73,33.0,34.85,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,same_xx,factory_prepolish,3,31097,success,True,True,False,False,False,3170,3070,0,8.818354606628418,53.34624481201172,0.4334091366442032,0.08692719432457764,73.64148238075227,76.39597707490503,0.11987626283895714,0.0988862402536165,0.9903408314687232,0.8344254373136739,0.12752690960282664,0.08821271937046082,40.78997205610457,28.052755090210344,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.36,99.36,84.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.36,99.36,84.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,same_xx,factory_prepolish,2,31000,success,True,True,False,False,False,3486,3386,0,9.321178436279297,53.34648132324219,0.5960484978519017,-0.10227376876940723,72.75308062734142,75.82183587245373,0.1097307693050428,0.08660186228106197,0.8456373003843545,0.7483310996574593,0.4290214107790902,0.285982497488943,43.167677652579776,28.841423739539582,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.54,97.54,50.74999999999999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.54,97.54,50.74999999999999,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,same_xx,factory_prepolish_deep_defect,5,31097,success,True,True,False,False,False,3507,3407,0,8.94364070892334,53.34624481201172,0.513065168851286,-0.11355431318720725,72.2871679841536,75.56183955814197,0.12035377734851908,0.12093116941936057,1.080907678256999,1.008495581542241,0.6691882163625448,0.489905119223521,40.79008900304014,29.096079315112636,97.83,97.83,67.75,97.9,99.97,99.97,99.25,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,97.83,97.83,67.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.11999999999999,98.12,73.25,98.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.11999999999999,98.12,73.25,98.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,same_xx,factory_prepolish_deep_stress,7,31097,success,True,True,False,False,False,3602,3502,0,9.148276329040527,53.34638595581055,0.54342628925261,-0.163329365951263,72.17172907036243,75.40064382249881,0.12136776673397782,0.1314813086443351,1.2488817665516687,1.1905870106453778,1.081684901658073,0.8575813693752208,40.790068873644444,29.12807663500841,97.78999999999999,97.79,66.75,97.9,99.52,99.52,88.0,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,97.78999999999999,97.79,66.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.91,97.91,68.75,98.05,99.89,99.89,97.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.91,97.91,68.75,98.05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,same_xx,factory_prepolish_deep_defect,4,31000,success,True,True,False,False,False,4021,3921,0,11.991551399230957,53.34626007080078,0.699745645835992,-0.35449916308709145,68.25885555901026,73.35664834227134,0.11298395000241573,0.1132349214893477,1.208169859703724,1.1824962995611412,0.7570453964220997,0.5787744840429396,42.98953252452105,29.20282475086655,94.1,94.1,42.75,80.15,99.59,99.59,95.25,98.8,100.0,100.0,100.0,100.0,99.87,99.87,98.25,99.85,94.1,94.1,42.75,80.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.69,94.69,50.0,81.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.69,94.69,50.0,81.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,same_xx,factory_prepolish_deep_stress,6,31000,success,True,True,False,False,False,4027,3927,0,11.80652141571045,53.34648132324219,0.6997345829438506,-0.3569959867454238,67.81553034635728,72.56924562145564,0.11596058118144167,0.11748093560259765,1.6722526126712407,1.654086486968588,1.1784688893888984,0.9831488081174886,42.984662304442665,29.215948019173346,93.96,93.96,42.75,79.60000000000001,98.33,98.33,83.5,93.9,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,93.96,93.96,42.75,79.60000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.45,94.45,50.0,80.9,99.28,99.28,92.5,97.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.45,94.45,50.0,80.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,same_xx,legacy_stress,0,31000,fail_max_passes,False,True,False,False,False,4840,4740,0,9.441047668457031,53.34648132324219,0.8310906342515522,-0.6335398768598198,56.14374882566469,65.72900983926725,0.10436793892229047,0.1261248236029504,2.0046725115739297,1.9881372024519588,1.7144875162515547,1.4717224748256066,43.23526011065685,29.610643204707383,87.28,87.28,54.25,62.75000000000001,95.25,95.25,70.75,77.60000000000001,100.0,100.0,100.0,100.0,99.47,99.47,97.0,97.95,87.28,87.28,54.25,62.75000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.4,88.4,59.25,64.85,95.74000000000001,95.74,73.75,78.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.4,88.4,59.25,64.85,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,same_xx,legacy_stress,1,31097,fail_max_passes,False,True,False,False,False,6351,6251,0,9.981966972351074,53.34638595581055,0.9811078263333775,-0.9584793023010761,43.89134546048661,55.477171201994395,0.18205527414567396,0.16165622315549352,2.3447286941824435,2.2637961801868425,1.9306753005759099,1.6890948256100462,43.78205428945869,29.59483576094311,61.95,61.95,29.75,33.55,83.58,83.58,52.0,58.599999999999994,100.0,100.0,100.0,100.0,99.36,99.36,96.75,98.25,61.95,61.95,29.75,33.55,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.65,63.65,33.0,34.85,89.42,89.42,55.00000000000001,69.55,100.0,100.0,100.0,100.0,99.98,99.98,99.75,100.0,63.65,63.65,33.0,34.85,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,cross_xy,factory_prepolish,3,31097,success,True,True,False,False,False,3169,3069,0,8.818354606628418,53.34624481201172,0.43257259080493893,0.08755512855436832,73.64148238075227,76.3768102453751,0.11987626283895714,0.09850197293051967,0.9903408314687232,0.8364079576844698,0.12752690960282664,0.08933491608750294,40.78877577416061,28.052755090210344,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.31,99.31,82.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.31,99.31,82.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,cross_xy,factory_prepolish,2,31000,success,True,True,False,False,False,3548,3448,0,9.299870491027832,53.34648132324219,0.6221789701798723,-0.13524712977265224,72.75308062734142,75.82623247108896,0.1097307693050428,0.08582612210615957,0.8456373003843545,0.7492279275406467,0.4290214107790902,0.27857902716993227,43.17982077058661,28.841423739539582,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.61,97.61,52.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.61,97.61,52.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,cross_xy,factory_prepolish_deep_defect,5,31097,success,True,True,False,False,False,3581,3481,0,9.841856956481934,53.34624481201172,0.5375875375667653,-0.15258454016486017,72.2871679841536,75.59305447522858,0.12035377734851908,0.12539881669811612,1.080907678256999,1.0110469452407396,0.6691882163625448,0.4632278222652082,40.788653052599365,28.980846256875648,97.83,97.83,67.75,97.9,99.97,99.97,99.25,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,97.83,97.83,67.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.11999999999999,98.12,73.25,98.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.11999999999999,98.12,73.25,98.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,cross_xy,factory_prepolish_deep_stress,7,31097,success,True,True,False,False,False,3592,3492,0,10.127608299255371,53.34638595581055,0.5377400644799748,-0.15830850237897517,72.17172907036243,75.42863826433913,0.12136776673397782,0.12794280722688228,1.2488817665516687,1.1789423159561645,1.081684901658073,0.856869577220228,40.788771199736686,28.980998481382848,97.78999999999999,97.79,66.75,97.9,99.52,99.52,88.0,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,97.78999999999999,97.79,66.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.94,97.94,69.0,98.05,99.88,99.88,97.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.94,97.94,69.0,98.05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,cross_xy,factory_prepolish_deep_defect,4,31000,success,True,True,False,False,False,4136,4036,0,11.682697296142578,53.34626007080078,0.7310652334037699,-0.4002820012741497,68.25885555901026,73.39159557597222,0.11298395000241573,0.11066560218181903,1.208169859703724,1.184519709620234,0.7570453964220997,0.5844019218289447,42.99398825600711,29.153978739511857,94.1,94.1,42.75,80.15,99.59,99.59,95.25,98.8,100.0,100.0,100.0,100.0,99.87,99.87,98.25,99.85,94.1,94.1,42.75,80.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.72,94.72,51.0,81.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.72,94.72,51.0,81.8,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,cross_xy,factory_prepolish_deep_stress,6,31000,success,True,True,False,False,False,4140,4040,0,11.531051635742188,53.34648132324219,0.7305214372396037,-0.402372452294553,67.81553034635728,72.60316886696671,0.11596058118144167,0.11509150731148589,1.6722526126712407,1.6584598030560012,1.1784688893888984,0.9869457949015757,42.99330880113933,29.15711104673421,93.96,93.96,42.75,79.60000000000001,98.33,98.33,83.5,93.9,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,93.96,93.96,42.75,79.60000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.53,94.53,50.5,81.0,99.28,99.28,92.5,97.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.53,94.53,50.5,81.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,cross_xy,legacy_stress,0,31000,fail_max_passes,False,True,False,False,False,4868,4768,0,9.695208549499512,53.34648132324219,0.8405788520621955,-0.6410965830410602,56.14374882566469,65.56773416954881,0.10436793892229047,0.12232866680338778,2.0046725115739297,1.9875322115040945,1.7144875162515547,1.4785555786836313,43.16357467601983,30.017467120794965,87.28,87.28,54.25,62.75000000000001,95.25,95.25,70.75,77.60000000000001,100.0,100.0,100.0,100.0,99.47,99.47,97.0,97.95,87.28,87.28,54.25,62.75000000000001,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.49000000000001,88.49,59.75,64.7,95.76,95.76,74.0,78.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,88.49000000000001,88.49,59.75,64.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
sphere,0.6,0,cross_xy,legacy_stress,1,31097,fail_max_passes,False,True,False,False,False,6362,6262,0,9.981966972351074,53.34638595581055,0.9812876429644181,-0.960219999775876,43.89134546048661,55.49969149655691,0.18205527414567396,0.16209532713417588,2.3447286941824435,2.261358847615765,1.9306753005759099,1.6775610274744404,43.765594558846956,29.86267184459075,61.95,61.95,29.75,33.55,83.58,83.58,52.0,58.599999999999994,100.0,100.0,100.0,100.0,99.36,99.36,96.75,98.25,61.95,61.95,29.75,33.55,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.739999999999995,63.74,33.0,34.85,89.42,89.42,54.75,69.65,100.0,100.0,100.0,100.0,99.98,99.98,99.75,100.0,63.739999999999995,63.74,33.0,34.85,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,same_xx,factory_prepolish,3,31097,fail_force_overload,False,False,True,False,False,640,540,0,14.402109146118164,88.2453384399414,0.8706306030740961,-0.4813140306447167,73.64148238075227,74.24136722497002,0.11987626283895714,0.11659247217182617,0.9903408314687232,0.9690646534127918,0.12752690960282664,0.12752690960282664,40.916836722114034,27.55260290580897,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.26,99.26,81.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,same_xx,factory_prepolish,2,31000,fail_force_overload,False,False,True,False,False,649,549,0,14.207618713378906,88.2453384399414,0.9029590254778671,-0.5016114676058384,72.75308062734142,73.43921188503423,0.1097307693050428,0.10716574046018709,0.8456373003843545,0.8224837409184002,0.4290214107790902,0.4043290081148082,43.240978401475765,27.69515992167583,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.88,99.88,98.25,100.0,97.22,97.22,42.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.19,97.19,42.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.91,99.91,98.75,100.0,97.19,97.19,42.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
freeform,0.6,0,same_xx,factory_prepolish_deep_defect,5,31097,success,True,True,False,False,False,3516,3416,0,13.556809425354004,88.2453384399414,0.5168311219086046,-0.11871425468216103,72.2871679841536,75.5618690827316,0.12035377734851908,0.12069521475415532,1.080907678256999,1.0034854244689564,0.6691882163625448,0.4903205759641297,40.78844407658093,29.02270093648107,97.83,97.83,67.75,97.9,99.97,99.97,99.25,100.0,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,97.83,97.83,67.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.13,98.13,73.25,98.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.13,98.13,73.25,98.2,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
