evidence_source,surface_profile,n,profile_gu_mean_cross_minus_same_mean,roi_total_ra_um_cross_minus_same_mean,roi_total_rz_um_cross_minus_same_mean,roi_fine_ra_um_cross_minus_same_mean,roi_fine_rz_um_cross_minus_same_mean,roi_removal_std_um_cross_minus_same_mean,roi_removal_cv_cross_minus_same_mean,roi_removal_waviness_ra_um_cross_minus_same_mean,roi_removal_waviness_std_um_cross_minus_same_mean,roi_center_edge_delta_um_cross_minus_same_mean,roi_center_edge_ratio_cross_minus_same_mean,roi_coverage_fraction_cross_minus_same_mean,roi_scratch_max_um_cross_minus_same_mean,force_used_max_n_cross_minus_same_mean
preserved_legacy_gate_c,legacy_stress,16,-0.0636803152355907,-0.0017818807495423592,0.002015611682338672,-0.00014125264834555793,-0.000271481513375145,-0.0010100826719467784,-0.002610945768354335,-0.00115455551814284,-0.0007983030526803828,0.004165974220299632,0.010349728788477702,0.00035625000000000934,-0.0006768641546754592,0.15425831079483032
corrected_factory_gate_c,factory_prepolish,16,-0.022320254937906014,0.0005152791610570501,0.0011946063232649365,-6.996591612315126e-05,0.0005456964127409716,0.0006704546264167765,0.0018467548109029897,0.00033686285042363456,0.0008158056777233472,0.0009036913039802471,0.0052403810379143545,-8.125000000001187e-05,-0.00012486715199534065,-0.0525813102722168
corrected_factory_gate_c,factory_prepolish_deep_defect,16,0.03796390219656143,0.0005764313342389348,0.0037730007326311696,-0.0002387281776494478,0.000318196905790373,0.0005087986026471696,-8.056281640016899e-05,0.000748357923253062,0.0005552669831479281,0.00277326595192782,0.014329264622482865,0.0004749999999999824,-0.0005758437320636765,0.14930599927902222
corrected_factory_gate_c,factory_prepolish_deep_stress,16,0.09240340542385983,0.0011954577505372856,0.005177548832314666,-0.0003563799670566331,-0.001696481103782066,0.0024245123221131376,0.00384960650728193,0.0017669912261724287,0.00250867062453236,0.0046301955636221005,0.01830447275679628,0.0004750000000000032,-0.0029114948909670993,0.17272603511810303
