mode,split,n,mse,mae,force_mae,feed_mae
normal17,train,13440,0.0005275552393868566,0.008508425205945969,0.014025270938873291,0.0029915771447122097
normal17,validation,2880,0.0004699193814303726,0.008235755376517773,0.013430758379399776,0.0030407514423131943
normal17,test,2880,0.0007915179012343287,0.009075308218598366,0.015087313950061798,0.003063303418457508
