env,stage,pass,tile_x,tile_y,removal_mean_um,removal_std_um,total_ra_um,total_rz_um,fine_ra_um,fine_rz_um,waviness_std_um,scratch_mean_um,scratch_max_um,clearcoat_min_um,under_fraction,over_fraction,coverage_fraction,base_micro_ra_um,base_micro_rz_um,individual_scratch_initial_max_um,mar_density_mean,mar_severity_initial_mean,mar_severity_remaining_mean,q_mar_mean,profile_gu
14,initial,0,1,4,0.0,0.0,0.03985212390575352,0.15202279763837423,0.03542390933953718,0.14273163409572537,0.0,0.0,0.0,43.95096791748428,0.0,0.0,0.0,0.03985212390575352,0.15202279763837423,0.0,0.0765005643870707,0.07473903340147864,0.07473903340147864,0.9553064704156259,88.27259605696406
14,initial,0,2,0,0.0,0.0,0.042751334644965146,0.1849078458495637,0.0388952757804664,0.17029943756845206,0.0,0.0,0.0,44.73808105741336,0.0,0.0,0.0,0.042751334644965146,0.1849078458495637,0.0,0.11667887667569068,0.0839682408885749,0.0839682408885749,0.9249360729440607,87.76360829835873
14,initial,0,2,1,0.0,0.0,0.051961620811221326,0.20036650798744607,0.046979463644298794,0.1899671641965495,0.0,0.0,0.0,43.21598200357485,0.0,0.0,0.0,0.051961620811221326,0.20036650798744607,0.0,0.12099369421423627,0.08830091370676682,0.08830091370676682,0.9185708613176409,87.65534708811748
14,initial,0,2,2,0.0,0.0,0.04392534770866218,0.16507713013908848,0.035797767656677616,0.14296956968036195,0.0,0.0,0.0,42.08723632916272,0.0,0.0,0.0,0.04392534770866218,0.16507713013908848,0.0,0.10181826538707903,0.08549779339529387,0.08549779339529387,0.9338681732293037,87.91458955009797
14,initial,0,2,3,0.0,0.0,0.05203504718924543,0.19444133372521052,0.046798690370614876,0.18680247522087998,0.0,0.0,0.0,42.020321299401274,0.0,0.0,0.0,0.05203504718924543,0.19444133372521052,0.0,0.09514614400736797,0.06382689762650016,0.06382689762650016,0.9521936407648905,88.22099012112953
14,initial,0,2,4,0.0,0.0,0.03563895597224795,0.17047046656543435,0.033251046048031405,0.1623168764800051,0.0,0.0,0.0,42.5662703966436,0.0,0.0,0.0,0.03563895597224795,0.17047046656543435,0.0,0.08456408002293925,0.08473585093325202,0.08473585093325202,0.9443379195962261,88.09018940735871
14,initial,0,3,0,0.0,0.0,0.04713487759378482,0.19849636457734654,0.04173122721381564,0.18286874974505668,0.0,0.0,0.0,44.693048778233845,0.0,0.0,0.0,0.04713487759378482,0.19849636457734654,0.0,0.09211849962534086,0.07938028104019733,0.07938028104019733,0.9430273206751444,88.06828808350892
14,initial,0,3,1,0.0,0.0,0.03399110839754592,0.1258602213005325,0.030026615754774357,0.12071251478152782,0.0,0.0,0.0,43.16404008228389,0.0,0.0,0.0,0.03399110839754592,0.1258602213005325,0.0,0.09013168816817498,0.060202195216537004,0.060202195216537004,0.9568633207504854,88.29835894624964
14,initial,0,3,2,0.0,0.0,0.03442893329774602,0.12780687358612328,0.03154208390512134,0.12441987812485927,0.0,0.0,0.0,41.81851750918058,0.0,0.0,0.0,0.03442893329774602,0.12780687358612328,0.0,0.11091364736151911,0.0674989451063722,0.0674989451063722,0.9418770871149118,88.0490477962379
14,initial,0,3,3,0.0,0.0,0.059308372973879406,0.3085933389168799,0.047892419401852585,0.18147549920351866,0.0,0.0,0.0,41.64845505076892,0.0,0.0,0.0,0.059308372973879406,0.3085933389168799,0.0,0.1262701216456681,0.06807381470274704,0.06807381470274704,0.9334112699841435,87.90689275826773
14,initial,0,3,4,0.0,0.0,0.046807083408113126,0.14501154781972703,0.041482685261344854,0.13969291058173738,0.0,0.0,0.0,42.192085101393666,0.0,0.0,0.0,0.046807083408113126,0.14501154781972703,0.0,0.11015527813452076,0.10127870702005863,0.10127870702005863,0.914884919325421,87.59239813245003
14,initial,0,4,0,0.0,0.0,0.04098196346842557,0.17853562806208706,0.03608940022339515,0.1614603767206172,0.0,0.0,0.0,45.080965179808565,0.0,0.0,0.0,0.04098196346842557,0.17853562806208706,0.0,0.08990781612954532,0.08212285708388176,0.08212285708388176,0.9434213864216325,88.07487568651216
14,initial,0,4,1,0.0,0.0,0.04289011211353911,0.16636015722767278,0.03859911620193384,0.16554994082402313,0.0,0.0,0.0,43.60009881282717,0.0,0.0,0.0,0.04289011211353911,0.16636015722767278,0.0,0.10386533105209404,0.056487534965282214,0.056487534965282214,0.9538537622141087,88.24852810488107
14,initial,0,4,2,0.0,0.0,0.0342010540372425,0.1472880704106907,0.02851038009526615,0.13073054671669315,0.0,0.0,0.0,41.9982635525047,0.0,0.0,0.0,0.0342010540372425,0.1472880704106907,0.0,0.08680240562737554,0.06440939362034728,0.06440939362034728,0.9569312806763345,88.29948283644364
14,initial,0,4,3,0.0,0.0,0.05225338911492552,0.20357892928978316,0.04612339709528895,0.19040613796111927,0.0,0.0,0.0,41.741245000991356,0.0,0.0,0.0,0.05225338911492552,0.20357892928978316,0.0,0.08716775567197427,0.06573340685212271,0.06573340685212271,0.9549354330194139,88.26645145308215
14,initial,0,4,4,0.0,0.0,0.04343495239216353,0.19532328736492824,0.04186240808991693,0.19359908137619541,0.0,0.0,0.0,42.236187224820156,0.0,0.0,0.0,0.04343495239216353,0.19532328736492824,0.0,0.07963727101088432,0.08885553959804302,0.08885553959804302,0.9446453844976713,88.09532412939683
15,initial,0,0,0,0.0,0.0,0.041058974113509734,0.1663223132297662,0.0376972438682763,0.15431927695794334,0.0,0.0,0.0,46.734153987512904,0.0,0.0,0.0,0.041058974113509734,0.1663223132297662,0.0,0.03925750702360423,0.09400940085514015,0.09400940085514015,0.9712556490149149,88.53504815521319
15,initial,0,0,1,0.0,0.0,0.05736263369527924,0.26220341617015547,0.0480885940750943,0.2008702860032697,0.0,0.0,0.0,45.17626010960938,0.0,0.0,0.0,0.05736263369527924,0.26220341617015547,0.0,0.03947700930324578,0.08957375534028712,0.08957375534028712,0.9722962409963978,88.55205899978876
15,initial,0,0,2,0.0,0.0,0.039576293782013446,0.1633588309396392,0.03482880112492362,0.15439510666767256,0.0,0.0,0.0,44.10090973606964,0.0,0.0,0.0,0.039576293782013446,0.1633588309396392,0.0,0.030878947758135756,0.08242260723890647,0.08242260723890647,0.9800099572560379,88.67773335695564
