step_over_ratio,edge_mode,direction_mode,tile_x,tile_y,exposure_norm
0.4,legacy_start,cross_xy,1,4,1.0031393520570404
0.4,legacy_start,cross_xy,2,0,0.9101442320984148
0.4,legacy_start,cross_xy,2,1,1.1572475986207433
0.4,legacy_start,cross_xy,2,2,1.16151877391769
0.4,legacy_start,cross_xy,2,3,1.1561575955702934
0.4,legacy_start,cross_xy,2,4,1.0069177754447716
0.4,legacy_start,cross_xy,3,0,0.9051872362029159
0.4,legacy_start,cross_xy,3,1,1.1520314339031292
0.4,legacy_start,cross_xy,3,2,1.1561575955702934
0.4,legacy_start,cross_xy,3,3,1.1509236833158503
0.4,legacy_start,cross_xy,3,4,1.0018055611604533
0.4,legacy_start,cross_xy,4,0,0.7840853600054762
0.4,legacy_start,cross_xy,4,1,1.0031393520570404
0.4,legacy_start,cross_xy,4,2,1.0069177754447716
0.4,legacy_start,cross_xy,4,3,1.0018055611604533
0.4,legacy_start,cross_xy,4,4,0.8586962650933552
0.4,balanced,same_xx,0,0,0.7967203987959054
0.4,balanced,same_xx,0,1,0.8856286383045439
0.4,balanced,same_xx,0,2,0.8853687082124668
0.4,balanced,same_xx,0,3,0.8859614208977211
0.4,balanced,same_xx,0,4,0.7968368727035176
0.4,balanced,same_xx,1,0,1.0316487521585713
0.4,balanced,same_xx,1,1,1.142048419920283
0.4,balanced,same_xx,1,2,1.1416886949923526
0.4,balanced,same_xx,1,3,1.1423812025134603
0.4,balanced,same_xx,1,4,1.0318151434551601
0.4,balanced,same_xx,2,0,1.0377245950824807
0.4,balanced,same_xx,2,1,1.1480860617904474
0.4,balanced,same_xx,2,2,1.1477495649750535
0.4,balanced,same_xx,2,3,1.1484188443836247
0.4,balanced,same_xx,2,4,1.037807790730775
0.4,balanced,same_xx,3,0,1.0316737108530598
0.4,balanced,same_xx,3,1,1.1419818634016474
0.4,balanced,same_xx,3,2,1.1416886949923526
0.4,balanced,same_xx,3,3,1.1423146459948248
0.4,balanced,same_xx,3,4,1.0318151434551601
0.4,balanced,same_xx,4,0,0.7968119140090292
0.4,balanced,same_xx,4,1,0.8855620817859085
0.4,balanced,same_xx,4,2,0.8855267799442261
0.4,balanced,same_xx,4,3,0.8858948643790859
0.4,balanced,same_xx,4,4,0.796845192268347
0.4,balanced,cross_xy,0,0,0.7967203987959053
0.4,balanced,cross_xy,0,1,0.9586386952315575
0.4,balanced,cross_xy,0,2,0.9615466516474737
0.4,balanced,cross_xy,0,3,0.9588175658753904
0.4,balanced,cross_xy,0,4,0.7968243933562733
0.4,balanced,cross_xy,1,0,0.9586386952315573
0.4,balanced,cross_xy,1,1,1.1420484199202827
0.4,balanced,cross_xy,1,2,1.1448873783913998
0.4,balanced,cross_xy,1,3,1.1421815329575538
0.4,balanced,cross_xy,1,4,0.9586886126205342
0.4,balanced,cross_xy,2,0,0.9615466516474734
0.4,balanced,cross_xy,2,1,1.1448873783913998
0.4,balanced,cross_xy,2,2,1.147749564975053
0.4,balanced,cross_xy,2,3,1.1450537696879886
0.4,balanced,cross_xy,2,4,0.9616672853375006
0.4,balanced,cross_xy,3,0,0.9588175658753901
0.4,balanced,cross_xy,3,1,1.1421815329575538
0.4,balanced,cross_xy,3,2,1.1450537696879886
0.4,balanced,cross_xy,3,3,1.1423146459948246
0.4,balanced,cross_xy,3,4,0.9588550039171229
0.4,balanced,cross_xy,4,0,0.7968243933562732
0.4,balanced,cross_xy,4,1,0.9586886126205342
0.4,balanced,cross_xy,4,2,0.9616672853375003
0.4,balanced,cross_xy,4,3,0.9588550039171228
0.4,balanced,cross_xy,4,4,0.7968451922683469
0.4,balanced_extend5,same_xx,0,0,0.8316895017563022
0.4,balanced_extend5,same_xx,0,1,0.9244524336369024
0.4,balanced_extend5,same_xx,0,2,0.9240700427818149
0.4,balanced_extend5,same_xx,0,3,0.9244524336369025
0.4,balanced_extend5,same_xx,0,4,0.8316895017563024
0.4,balanced_extend5,same_xx,1,0,1.0101130359579817
0.4,balanced_extend5,same_xx,1,1,1.1175333619157954
0.4,balanced_extend5,same_xx,1,2,1.1170225673793037
0.4,balanced_extend5,same_xx,1,3,1.1175333619157954
0.4,balanced_extend5,same_xx,1,4,1.010113035957982
0.4,balanced_extend5,same_xx,2,0,1.0123524278577596
0.4,balanced_extend5,same_xx,2,1,1.119461932655916
0.4,balanced_extend5,same_xx,2,2,1.1190327255824888
0.4,balanced_extend5,same_xx,2,3,1.119461932655916
0.4,balanced_extend5,same_xx,2,4,1.01235242785776
0.4,balanced_extend5,same_xx,3,0,1.0101130359579817
0.4,balanced_extend5,same_xx,3,1,1.1175333619157954
0.4,balanced_extend5,same_xx,3,2,1.117022567379304
0.4,balanced_extend5,same_xx,3,3,1.1175333619157954
0.4,balanced_extend5,same_xx,3,4,1.0101130359579817
0.4,balanced_extend5,same_xx,4,0,0.8316895017563023
0.4,balanced_extend5,same_xx,4,1,0.9244524336369025
0.4,balanced_extend5,same_xx,4,2,0.924070042781815
0.4,balanced_extend5,same_xx,4,3,0.9244524336369025
0.4,balanced_extend5,same_xx,4,4,0.8316895017563026
0.4,balanced_extend5,cross_xy,0,0,0.8316895017563022
0.4,balanced_extend5,cross_xy,0,1,0.9672827347974419
0.4,balanced_extend5,cross_xy,0,2,0.9682112353197871
0.4,balanced_extend5,cross_xy,0,3,0.9672827347974419
0.4,balanced_extend5,cross_xy,0,4,0.8316895017563022
0.4,balanced_extend5,cross_xy,1,0,0.9672827347974419
0.4,balanced_extend5,cross_xy,1,1,1.117533361915795
0.4,balanced_extend5,cross_xy,1,2,1.1182422500176097
0.4,balanced_extend5,cross_xy,1,3,1.1175333619157952
0.4,balanced_extend5,cross_xy,1,4,0.967282734797442
0.4,balanced_extend5,cross_xy,2,0,0.9682112353197871
0.4,balanced_extend5,cross_xy,2,1,1.1182422500176097
0.4,balanced_extend5,cross_xy,2,2,1.1190327255824883
0.4,balanced_extend5,cross_xy,2,3,1.1182422500176097
0.4,balanced_extend5,cross_xy,2,4,0.9682112353197873
0.4,balanced_extend5,cross_xy,3,0,0.9672827347974419
0.4,balanced_extend5,cross_xy,3,1,1.117533361915795
0.4,balanced_extend5,cross_xy,3,2,1.1182422500176097
0.4,balanced_extend5,cross_xy,3,3,1.1175333619157952
0.4,balanced_extend5,cross_xy,3,4,0.9672827347974422
0.4,balanced_extend5,cross_xy,4,0,0.8316895017563022
0.4,balanced_extend5,cross_xy,4,1,0.967282734797442
0.4,balanced_extend5,cross_xy,4,2,0.9682112353197873
0.4,balanced_extend5,cross_xy,4,3,0.9672827347974422
0.4,balanced_extend5,cross_xy,4,4,0.8316895017563024
