candidate_id,control_step,sim_time_s,force_cmd_n,force_sensor_raw_n,force_sensor_filtered_n,force_model_n,force_used_n,sensor_matrix_n,sensor_fault,force_hard_limit_n,pad_u_m,pad_v_m,pad_gap_m,command_clearance_m,surface_normal_x,surface_normal_y,surface_normal_z
freeform_s0_cross,1,0.05000000074505806,5.7779998779296875,0.0,0.0,0.4122498631477356,0.0,0.0,False,14.0,-0.29846805334091187,0.12451519072055817,0.2337740957736969,0.06149999052286148,-2.6487934068342156e-10,-1.942831659440536e-11,1.0
freeform_s0_cross,2,0.10000000149011612,5.7779998779296875,0.0,0.0,0.4199356734752655,0.0,0.0,False,14.0,-0.19135138392448425,0.10308392345905304,0.19258534908294678,0.06089998036623001,-3.253287104598712e-06,-6.060678856556478e-07,1.0
freeform_s0_cross,3,0.15000002086162567,5.7779998779296875,0.0,0.0,0.41999948024749756,0.0,0.0,False,14.0,-0.10991406440734863,0.08280110359191895,0.12579095363616943,0.06029997020959854,-0.0003180090570822358,-0.00012258067727088928,0.9999999403953552
freeform_s0_cross,4,0.20000006258487701,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,-0.0765354335308075,0.07607102394104004,0.1064542829990387,0.05969996005296707,-0.0011172752128913999,-0.0005799967329949141,0.9999992251396179
freeform_s0_cross,5,0.25000008940696716,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,-0.05037260055541992,0.07450690120458603,0.11682063341140747,0.0590999498963356,-0.0024986884091049433,-0.0015912653179839253,0.9999955892562866
freeform_s0_cross,6,0.30000004172325134,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,-0.025242924690246582,0.08062929660081863,0.13505437970161438,0.05849993973970413,-0.00517154298722744,-0.0036722426302731037,0.9999799132347107
freeform_s0_cross,7,0.3499999940395355,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,-0.006088137626647949,0.08016012609004974,0.15253356099128723,0.05789992958307266,-0.007151659578084946,-0.005810524336993694,0.9999575614929199
freeform_s0_cross,8,0.3999999463558197,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.011587589979171753,0.07681009918451309,0.13745850324630737,0.05729991942644119,-0.00865141861140728,-0.00779005466029048,0.9999322295188904
freeform_s0_cross,9,0.4499998986721039,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.030466169118881226,0.07361407577991486,0.10610300302505493,0.05669990926980972,-0.01039170753210783,-0.009454920887947083,0.999901294708252
freeform_s0_cross,10,0.49999985098838806,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.046742409467697144,0.0690682902932167,0.07566115260124207,0.05609989911317825,-0.011669395491480827,-0.010081741958856583,0.9998810887336731
freeform_s0_cross,11,0.5499998331069946,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.059939831495285034,0.07101550698280334,0.05920186638832092,0.05549988895654678,-0.011753709986805916,-0.009908684529364109,0.9998818039894104
freeform_s0_cross,12,0.5999997854232788,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.06677648425102234,0.07542409002780914,0.05373197793960571,0.054899878799915314,-0.010543115437030792,-0.009110421873629093,0.9999029040336609
freeform_s0_cross,13,0.649999737739563,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.06847333908081055,0.07513304054737091,0.05239143967628479,0.054299868643283844,-0.010224469006061554,-0.008948048576712608,0.9999076724052429
freeform_s0_cross,14,0.6999996900558472,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.06901887059211731,0.0742475688457489,0.051719099283218384,0.053699858486652374,-0.010202276520431042,-0.008965686894953251,0.9999077320098877
freeform_s0_cross,15,0.7499996423721313,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.0695154070854187,0.07339604198932648,0.051118403673172,0.053099848330020905,-0.010182997211813927,-0.00898973923176527,0.9999077320098877
freeform_s0_cross,16,0.7999995946884155,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.06873491406440735,0.07245263457298279,0.050616055727005005,0.052499838173389435,-0.010455083101987839,-0.009159247390925884,0.9999033808708191
freeform_s0_cross,17,0.8499995470046997,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.06795379519462585,0.07193590700626373,0.05012178421020508,0.051899828016757965,-0.010664328932762146,-0.009281071834266186,0.9999000430107117
freeform_s0_cross,18,0.8999994993209839,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.06775462627410889,0.0717056393623352,0.04955315589904785,0.051299817860126495,-0.010724079795181751,-0.009319402277469635,0.9998990893363953
freeform_s0_cross,19,0.9499994516372681,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.06797701120376587,0.0716060996055603,0.04894575476646423,0.050699807703495026,-0.010690449737012386,-0.00930760893970728,0.9998995065689087
freeform_s0_cross,20,0.9999994039535522,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.06842488050460815,0.07156297564506531,0.04832959175109863,0.050099797546863556,-0.010605815798044205,-0.009269751608371735,0.9999008178710938
freeform_s0_cross,21,1.0499993562698364,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.06897896528244019,0.07154452800750732,0.047714799642562866,0.049499787390232086,-0.0104929618537426,-0.009218581020832062,0.9999024271965027
freeform_s0_cross,22,1.0999993085861206,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.06957989931106567,0.07153712213039398,0.0471036434173584,0.048899777233600616,-0.010363028384745121,-0.009160258807241917,0.9999043345451355
freeform_s0_cross,23,1.1499992609024048,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07020062208175659,0.0715344101190567,0.04649507999420166,0.04829976707696915,-0.010221242904663086,-0.009097680449485779,0.9999063611030579
freeform_s0_cross,24,1.199999213218689,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07082962989807129,0.0715334564447403,0.04588785767555237,0.04769975692033768,-0.01006988249719143,-0.009032143279910088,0.9999085068702698
freeform_s0_cross,25,1.2499991655349731,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07146167755126953,0.07153374701738358,0.045281291007995605,0.04709974676370621,-0.009909909218549728,-0.008964184671640396,0.9999107122421265
freeform_s0_cross,26,1.2999991178512573,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07209500670433044,0.07153414189815521,0.044674962759017944,0.04649973660707474,-0.009741667658090591,-0.008894096128642559,0.9999129772186279
freeform_s0_cross,27,1.3499990701675415,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07272899150848389,0.07153470814228058,0.044069111347198486,0.04589972645044327,-0.009565146639943123,-0.008821939118206501,0.999915361404419
freeform_s0_cross,28,1.3999990224838257,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07336321473121643,0.07153523713350296,0.04346299171447754,0.0452997162938118,-0.009380334056913853,-0.00874779000878334,0.99991774559021
freeform_s0_cross,29,1.4499989748001099,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07399716973304749,0.0715361163020134,0.04285731911659241,0.04469970613718033,-0.009187204763293266,-0.008671671152114868,0.9999201893806458
freeform_s0_cross,30,1.499998927116394,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07463154196739197,0.0715368241071701,0.0422515869140625,0.04409969598054886,-0.008985482156276703,-0.008593574166297913,0.9999226927757263
freeform_s0_cross,31,1.5499988794326782,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.0752657949924469,0.0715373307466507,0.041645437479019165,0.04349968582391739,-0.008775217458605766,-0.00851358100771904,0.9999252557754517
freeform_s0_cross,32,1.5999988317489624,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07589980959892273,0.07153812050819397,0.04103976488113403,0.04289967566728592,-0.008556276559829712,-0.008431659080088139,0.999927818775177
freeform_s0_cross,33,1.6499987840652466,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07653412222862244,0.07153891026973724,0.04043412208557129,0.04229966551065445,-0.008328397758305073,-0.008347786031663418,0.9999305009841919
freeform_s0_cross,34,1.6999987363815308,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07716834545135498,0.07153946161270142,0.039827942848205566,0.04169965535402298,-0.008091640658676624,-0.008262060582637787,0.999933123588562
freeform_s0_cross,35,1.749998688697815,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07780244946479797,0.07154028117656708,0.03922203183174133,0.04109964519739151,-0.007845849730074406,-0.008174431510269642,0.9999358057975769
freeform_s0_cross,36,1.7999986410140991,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07843655347824097,0.0715409368276596,0.0386163592338562,0.04049963504076004,-0.007590943016111851,-0.008084956556558609,0.9999384880065918
freeform_s0_cross,37,1.8499985933303833,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.07907086610794067,0.07154181599617004,0.03801044821739197,0.03989962488412857,-0.007326686754822731,-0.007993565872311592,0.9999412298202515
