checkpoint,env,sequence,outcome,disposition,passes,best_observed_pass,best_observed_gu,gu_before,gu_final,ra_final_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_min_um,temperature_peak_c,thermal_damage_peak,quality_ok,safety_ok
model_bc_robot_tesla12p7.pt,0,0,fail_max_passes,best_safe_result_current_process_limit,1,1,61.98,44.05,61.98,0.2087,1.997,1.829,1.315,37.94,39.15,0.064187,False,True
