checkpoint,env,sequence,pass,decision,base_force_n,force_cmd_mean_n,force_used_mean_n,force_used_max_n,force_action_mean,feed_cmd_mean_mm_s,feed_action_mean,fallback_steps,gu_before,gu_after,ra_before_um,ra_after_um,rz_before_um,rz_after_um,scratch_before_um,scratch_after_um,clearcoat_before_um,clearcoat_after_um,clearcoat_removed_um,clearcoat_budget_um,temperature_peak_c,thermal_damage_peak,shortfall_ratio,removal_per_force_um_n,desired_extra_force_n,max_extra_force_n,next_base_force_n,quality_ok,safety_ok,tile_gu_mean,tile_gu_min,tile_gu_fail_count,tile_rework_candidate_count,tile_stop_count,tile_optimistic_ceiling_gu_mean,tile_optimistic_ceiling_gu_min,tile_min_baseline_ceiling_blocked_count,tile_cellwise_ceiling_blocked_count,tile_ceiling_blocked_count,tile_plausible_rework_count,tile_budget_stop_count,tile_fail_indices,tile_rework_indices,tile_stop_indices,tile_ceiling_blocked_indices,tile_plausible_rework_indices,tile_budget_stop_indices,tile_limiter_counts_json,tile_gu_map_json,tile_gu_min_baseline_map_json,tile_gu_cellwise_worst_map_json,tile_optimistic_ceiling_gu_map_json,tile_optimistic_ceiling_min_baseline_map_json,tile_optimistic_ceiling_cellwise_worst_map_json,tile_q_clearcoat_current_map_json,tile_q_clearcoat_min_baseline_map_json,tile_q_clearcoat_cellwise_worst_map_json,tile_limiter_map_json,tile_cc_min_map_json,tile_cc_initial_min_map_json,tile_cc_initial_mean_map_json
model_bc_robot_tesla12p7.pt,0,0,1,fail_max_passes,5.7779998779296875,7.447257041931152,7.280595779418945,8.694000244140625,0.9630085229873657,6.614827550947666,-0.9582979679107666,0,44.05445542080665,61.97528775581709,0.24843911861113557,0.20874166999267257,2.2405000130120296,1.997178246920495,1.8293398482433674,1.3153885359865483,40.0,37.940054058791986,2.0599459412080137,7.940054058791986,39.15023463191854,0.06418666950033441,0.11463874634547011,0.28293645240285753,,,,False,True,61.97528775581709,42.498295592118936,18,18,0,77.75861740176632,75.8646291698189,0,0,0,18,0,0:0;0:1;0:2;0:3;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:4;3:0;3:1;3:2;3:4;4:3;4:4,0:0;0:1;0:2;0:3;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:4;3:0;3:1;3:2;3:4;4:3;4:4,,,0:0;0:1;0:2;0:3;1:0;1:1;1:2;1:3;1:4;2:0;2:1;2:4;3:0;3:1;3:2;3:4;4:3;4:4,,"{""q_ra"": 7, ""q_scratch"": 11, ""q_thermal"": 0, ""q_uniformity"": 0}","[[42.498, 54.545, 59.432, 61.411, 74.872], [49.615, 52.13, 62.591, 52.703, 66.659], [54.207, 48.075, 71.784, 71.708, 54.691], [67.415, 62.473, 66.263, 70.352, 63.594], [75.268, 75.67, 70.711, 54.689, 66.026]]","[[42.498, 54.545, 59.432, 61.411, 74.872], [49.615, 52.13, 62.591, 52.703, 66.659], [54.207, 48.075, 71.784, 71.708, 54.691], [67.415, 62.473, 66.263, 70.352, 63.594], [75.268, 75.67, 70.711, 54.689, 66.026]]","[[42.498, 54.545, 59.432, 61.411, 74.872], [49.615, 52.13, 62.591, 52.703, 66.659], [54.207, 48.075, 71.784, 71.708, 54.691], [67.415, 62.473, 66.263, 70.352, 63.594], [75.268, 75.67, 70.711, 54.689, 66.026]]","[[78.0, 77.99, 78.0, 77.995, 77.949], [78.0, 77.968, 78.0, 77.975, 77.742], [77.999, 78.0, 78.0, 77.905, 77.399], [77.994, 78.0, 78.0, 77.153, 75.865], [78.0, 78.0, 78.0, 77.393, 76.638]]","[[78.0, 77.99, 78.0, 77.995, 77.949], [78.0, 77.968, 78.0, 77.975, 77.742], [77.999, 78.0, 78.0, 77.905, 77.399], [77.994, 78.0, 78.0, 77.153, 75.865], [78.0, 78.0, 78.0, 77.393, 76.638]]","[[78.0, 77.99, 78.0, 77.995, 77.949], [78.0, 77.968, 78.0, 77.975, 77.742], [77.999, 78.0, 78.0, 77.905, 77.399], [77.994, 78.0, 78.0, 77.153, 75.865], [78.0, 78.0, 78.0, 77.393, 76.638]]","[[0.876332, 0.833336, 0.815404, 0.816597, 0.814557], [0.839978, 0.819155, 0.797804, 0.796065, 0.794005], [0.837031, 0.822488, 0.817563, 0.796232, 0.797178], [0.845762, 0.830363, 0.802504, 0.801817, 0.801566], [0.871486, 0.851015, 0.83439, 0.807721, 0.808919]]","[[0.876332, 0.833336, 0.815404, 0.816597, 0.814557], [0.839978, 0.819155, 0.797804, 0.796065, 0.794005], [0.837031, 0.822488, 0.817563, 0.796232, 0.797178], [0.845762, 0.830363, 0.802504, 0.801817, 0.801566], [0.871486, 0.851015, 0.83439, 0.807721, 0.808919]]","[[0.876332, 0.833336, 0.815404, 0.816597, 0.814557], [0.839978, 0.819155, 0.797804, 0.796065, 0.794005], [0.837031, 0.822488, 0.817563, 0.796232, 0.797178], [0.845762, 0.830363, 0.802504, 0.801817, 0.801566], [0.871486, 0.851015, 0.83439, 0.807721, 0.808919]]","[[""q_ra"", ""q_scratch"", ""q_scratch"", ""q_scratch"", ""q_uniformity""], [""q_ra"", ""q_ra"", ""q_scratch"", ""q_ra"", ""q_scratch""], [""q_scratch"", ""q_ra"", ""q_scratch"", ""q_scratch"", ""q_ra""], [""q_scratch"", ""q_scratch"", ""q_scratch"", ""q_scratch"", ""q_scratch""], [""q_uniformity"", ""q_uniformity"", ""q_scratch"", ""q_ra"", ""q_scratch""]]","[[38.763, 38.333, 38.154, 38.166, 38.146], [38.4, 38.192, 37.978, 37.961, 37.94], [38.37, 38.225, 38.176, 37.962, 37.972], [38.458, 38.304, 38.025, 38.018, 38.016], [38.715, 38.51, 38.344, 38.077, 38.089]]","[[40.0, 40.0, 40.0, 40.0, 40.0], [40.0, 40.0, 40.0, 40.0, 40.0], [40.0, 40.0, 40.0, 40.0, 40.0], [40.0, 40.0, 40.0, 40.0, 40.0], [40.0, 40.0, 40.0, 40.0, 40.0]]","[[40.0, 40.0, 40.0, 40.0, 40.0], [40.0, 40.0, 40.0, 40.0, 40.0], [40.0, 40.0, 40.0, 40.0, 40.0], [40.0, 40.0, 40.0, 40.0, 40.0], [40.0, 40.0, 40.0, 40.0, 40.0]]"
