control_step,rollout_iteration_zero_based,active_envs,reward_mean_active,reward_min_active,reward_max_active,dense_mean_active,dense_abs_mean_active,terminal_sum_active,terminal_nonzero_events
965,20,12,0.017168687656521797,-0.02401825040578842,0.1337919980287552,0.017168687656521797,0.042346011847257614,0.0,0
966,20,12,0.01660354621708393,-0.023998413234949112,0.13207556307315826,0.01660354621708393,0.04213932529091835,0.0,0
967,20,12,0.015808025375008583,-0.02410655841231346,0.1262436956167221,0.015808025375008583,0.041363317519426346,0.0,0
968,20,12,0.01512093935161829,-0.02420898526906967,0.12400928884744644,0.01512093935161829,0.04090897738933563,0.0,0
969,20,12,0.01428262609988451,-0.023931656032800674,0.1214790865778923,0.01428262609988451,0.040268365293741226,0.0,0
970,20,12,0.01355480682104826,-0.024293098598718643,0.12036938220262527,0.01355480682104826,0.04020305722951889,0.0,0
971,20,12,0.01304945070296526,-0.02424846589565277,0.11902151256799698,0.01304945070296526,0.040072765201330185,0.0,0
972,20,12,0.01204990316182375,-0.024370726197957993,0.11841314285993576,0.01204990316182375,0.04038352146744728,0.0,0
973,20,12,-0.0003046939673367888,-0.10377904027700424,0.1148173063993454,-0.0003046939673367888,0.04520794749259949,0.0,0
974,20,12,0.003625658107921481,-0.049752071499824524,0.11218217760324478,0.003625658107921481,0.04020288586616516,0.0,0
975,20,12,0.0014458849327638745,-0.061803095042705536,0.11071152240037918,0.0014458849327638745,0.04175714775919914,0.0,0
976,20,12,-0.01056364644318819,-0.10776454210281372,0.10986964404582977,-0.01056364644318819,0.046897485852241516,0.0,0
977,20,12,-0.004872167017310858,-0.05221835523843765,0.1085585430264473,-0.004872167017310858,0.04080234467983246,0.0,0
978,20,12,-0.003209715010598302,-0.06302449852228165,0.10795357823371887,-0.003209715010598302,0.03890088573098183,0.0,0
979,20,12,-0.002858887193724513,-0.05544966459274292,0.10692735016345978,-0.002858887193724513,0.037686046212911606,0.0,0
980,20,12,-0.0015920242294669151,-0.03892283886671066,0.10544653236865997,-0.0015920242294669151,0.03560779243707657,0.0,0
981,20,12,0.0010293442755937576,-0.024502143263816833,0.10433030873537064,0.0010293442755937576,0.03277859464287758,0.0,0
982,20,12,0.0007183393463492393,-0.025039443746209145,0.099492646753788,0.0007183393463492393,0.03210637718439102,0.0,0
983,20,12,0.0009855557000264525,-0.024535711854696274,0.0984305813908577,0.0009855557000264525,0.03175642713904381,0.0,0
984,20,12,0.0009374239598400891,-0.02477031573653221,0.09701375663280487,0.0009374239598400891,0.031422972679138184,0.0,0
985,20,12,0.0007803011685609818,-0.024865683168172836,0.09621130675077438,0.0007803011685609818,0.031192636117339134,0.0,0
986,20,12,0.0006387025932781398,-0.025039635598659515,0.09516821801662445,0.0006387025932781398,0.03124946914613247,0.0,0
987,20,12,0.00031034895800985396,-0.024851569905877113,0.0940876379609108,0.00031034895800985396,0.030890973284840584,0.0,0
988,20,12,-0.00023519589740317315,-0.025304565206170082,0.09038133174180984,-0.00023519589740317315,0.03043643943965435,0.0,0
989,20,12,-0.0007861939375288785,-0.024696502834558487,0.08886312693357468,-0.0007861939375288785,0.030201204121112823,0.0,0
990,20,12,-0.0013205708237364888,-0.025259550660848618,0.08789710700511932,-0.0013205708237364888,0.030028969049453735,0.0,0
991,20,12,-0.0014815641334280372,-0.025199279189109802,0.08678979426622391,-0.0014815641334280372,0.0298538189381361,0.0,0
992,20,12,-0.0020344506483525038,-0.02536693587899208,0.08578518033027649,-0.0020344506483525038,0.03002087026834488,0.0,0
993,20,12,-0.0025323934387415648,-0.025400124490261078,0.08474954217672348,-0.0025323934387415648,0.029727449640631676,0.0,0
994,20,12,-0.003310991683974862,-0.025335844606161118,0.08310575038194656,-0.003310991683974862,0.029544955119490623,0.0,0
995,20,12,-0.0038012464065104723,-0.0254600141197443,0.082465760409832,-0.0038012464065104723,0.029840951785445213,0.0,0
996,20,12,-0.004077117890119553,-0.02560478076338768,0.08132462948560715,-0.004077117890119553,0.02965172380208969,0.0,0
997,20,12,-0.00507355248555541,-0.025694236159324646,0.0799621194601059,-0.00507355248555541,0.029861345887184143,0.0,0
998,20,12,-0.005457668099552393,-0.025451622903347015,0.07948518544435501,-0.005457668099552393,0.030085338279604912,0.0,0
999,20,12,-0.005965599790215492,-0.025752410292625427,0.07794255763292313,-0.005965599790215492,0.030152328312397003,0.0,0
1000,20,12,-0.0065917037427425385,-0.025838814675807953,0.07700512558221817,-0.0065917037427425385,0.03038463182747364,0.0,0
1001,20,12,-0.006985009182244539,-0.02588401734828949,0.0756557360291481,-0.006985009182244539,0.03042401559650898,0.0,0
1002,20,12,-0.007488785777240992,-0.02603355422616005,0.07449807971715927,-0.007488785777240992,0.030572885647416115,0.0,0
1003,20,12,-0.007660093251615763,-0.025848541408777237,0.073557548224926,-0.007660093251615763,0.03042001836001873,0.0,0
1004,20,12,-0.0080466503277421,-0.02607818692922592,0.07251867651939392,-0.0080466503277421,0.030552351847290993,0.0,0
1005,20,12,-0.008347931317985058,-0.026261864230036736,0.07133059203624725,-0.008347931317985058,0.030404942110180855,0.0,0
1006,20,12,-0.008586165495216846,-0.026103362441062927,0.07020068913698196,-0.008586165495216846,0.030312905088067055,0.0,0
1007,20,12,-0.008685511536896229,-0.02621532417833805,0.06908727437257767,-0.008685511536896229,0.030051788315176964,0.0,0
1008,20,12,-0.03029966913163662,-0.28223857283592224,0.06809244304895401,-0.03029966913163662,0.05134405195713043,0.0,0
1009,21,12,-0.017610322684049606,-0.12741774320602417,0.06702229380607605,-0.017610322684049606,0.03834674879908562,0.0,0
1010,21,12,-0.011816377751529217,-0.05664433538913727,0.06623989343643188,-0.011816377751529217,0.03222038224339485,0.0,0
1011,21,12,-0.01008554082363844,-0.03190436214208603,0.06487046182155609,-0.01008554082363844,0.030184119939804077,0.0,0
1012,21,12,-0.008584731258451939,-0.024929199367761612,0.06389448046684265,-0.008584731258451939,0.028278248384594917,0.0,0
1013,21,12,-0.009042412973940372,-0.024794921278953552,0.06292179226875305,-0.009042412973940372,0.028467915952205658,0.0,0
1014,21,12,-0.00912944134324789,-0.024841461330652237,0.06143029034137726,-0.00912944134324789,0.028125658631324768,0.0,0
1015,21,12,-0.009512767195701599,-0.025065192952752113,0.06064104288816452,-0.009512767195701599,0.02822323702275753,0.0,0
1016,21,12,-0.009699302725493908,-0.024906501173973083,0.05986633896827698,-0.009699302725493908,0.02817218191921711,0.0,0
1017,21,12,-0.18876898288726807,-1.0984282493591309,-0.019056472927331924,-0.18876898288726807,0.18876898288726807,0.0,0
1018,21,12,-0.018949728459119797,-0.0310212355107069,0.03441233932971954,-0.018949728459119797,0.024685120210051537,0.0,0
1019,21,12,-0.021858295425772667,-0.0252172090113163,-0.008713808842003345,-0.021858295425772667,0.021858295425772667,0.0,0
1020,21,12,-0.021993914619088173,-0.025222549214959145,-0.012171394191682339,-0.021993914619088173,0.021993914619088173,0.0,0
1021,21,12,-0.018343543633818626,-0.025675544515252113,0.01033293642103672,-0.018343543633818626,0.021328799426555634,0.0,0
1022,21,12,-0.019705628976225853,-0.027537308633327484,0.003985267132520676,-0.019705628976225853,0.020369840785861015,0.0,0
1023,21,12,-0.019141776487231255,-0.029924927279353142,0.00888785533607006,-0.019141776487231255,0.021368401125073433,0.0,0
1024,21,12,-0.01943032257258892,-0.03237701207399368,0.008755043148994446,-0.01943032257258892,0.02163190394639969,0.0,0
1025,21,12,-0.01967327482998371,-0.03527943044900894,0.00827496126294136,-0.01967327482998371,0.02167282998561859,0.0,0
1026,21,12,-0.020215725526213646,-0.038485296070575714,0.008066436275839806,-0.020215725526213646,0.021967798471450806,0.0,0
1027,21,12,-0.021028654649853706,-0.046547092497348785,0.005812918767333031,-0.021028654649853706,0.022365594282746315,0.0,0
1028,21,12,-0.05216387286782265,-0.414897084236145,0.00446352269500494,-0.05216387286782265,0.052915606647729874,0.0,0
1029,21,12,-0.035422082990407944,-0.21213176846504211,0.0029540108516812325,-0.035422082990407944,0.03591441735625267,0.0,0
1030,21,12,-0.02133692055940628,-0.040990229696035385,0.001856023445725441,-0.02133692055940628,0.02164625935256481,0.0,0
1031,21,12,-0.01942431554198265,-0.025882873684167862,0.00040992535650730133,-0.01942431554198265,0.019492637366056442,0.0,0
1032,21,12,-0.021054057404398918,-0.03141536936163902,-0.0014021852985024452,-0.021054057404398918,0.021054057404398918,0.0,0
1033,21,12,-0.021001243963837624,-0.02618023008108139,-0.0032213483937084675,-0.021001243963837624,0.021001243963837624,0.0,0
1034,21,12,-0.02131774090230465,-0.027034537866711617,-0.004304517991840839,-0.02131774090230465,0.02131774090230465,0.0,0
1035,21,12,-0.021514594554901123,-0.026835976168513298,-0.005504890810698271,-0.021514594554901123,0.021514594554901123,0.0,0
1036,21,12,-0.021750176325440407,-0.026416167616844177,-0.006543477065861225,-0.021750176325440407,0.021750176325440407,0.0,0
1037,21,12,-0.05349118635058403,-0.40546050667762756,-0.008205816149711609,-0.05349118635058403,0.05349118635058403,0.0,0
1038,21,12,-0.03804896026849747,-0.2170865833759308,-0.00968238152563572,-0.03804896026849747,0.03804896026849747,0.0,0
1039,21,12,-0.0211417768150568,-0.02620922029018402,-0.008989243768155575,-0.0211417768150568,0.0211417768150568,0.0,0
1040,21,12,-0.05213085189461708,-0.3805450201034546,-0.010911230929195881,-0.05213085189461708,0.05213085189461708,0.0,0
1041,21,12,-0.034299906343221664,-0.18251894414424896,-0.01053361315280199,-0.034299906343221664,0.034299906343221664,0.0,0
1042,21,12,-0.02176625281572342,-0.027429619804024696,-0.012572970241308212,-0.02176625281572342,0.02176625281572342,0.0,0
1043,21,12,-0.022470206022262573,-0.03221604600548744,-0.013893316499888897,-0.022470206022262573,0.022470206022262573,0.0,0
1044,21,12,-0.02110181748867035,-0.025803908705711365,-0.012561717070639133,-0.02110181748867035,0.02110181748867035,0.0,0
1045,21,12,-0.021567821502685547,-0.02576671540737152,-0.014811299741268158,-0.021567821502685547,0.021567821502685547,0.0,0
1046,21,12,-0.021816818043589592,-0.02592979371547699,-0.014483394101262093,-0.021816818043589592,0.021816818043589592,0.0,0
1047,21,12,-0.022220341488718987,-0.025631293654441833,-0.015699617564678192,-0.022220341488718987,0.022220341488718987,0.0,0
1048,21,12,-0.02265044115483761,-0.026277313008904457,-0.017834052443504333,-0.02265044115483761,0.02265044115483761,0.0,0
1049,21,12,-0.023165157064795494,-0.026281891390681267,-0.019171103835105896,-0.023165157064795494,0.023165157064795494,0.0,0
1050,21,12,-0.02341293729841709,-0.026385078206658363,-0.019846687093377113,-0.02341293729841709,0.02341293729841709,0.0,0
1051,21,12,-0.02382071129977703,-0.028417358174920082,-0.0197837445884943,-0.02382071129977703,0.02382071129977703,0.0,0
1052,21,12,-0.024213291704654694,-0.03077484294772148,-0.019996413961052895,-0.024213291704654694,0.024213291704654694,0.0,0
1053,21,12,-0.05450281873345375,-0.38640809059143066,-0.019993361085653305,-0.05450281873345375,0.05450281873345375,0.0,0
1054,21,12,-0.0399150587618351,-0.20400972664356232,-0.019825898110866547,-0.0399150587618351,0.0399150587618351,0.0,0
1055,21,12,-0.02429303526878357,-0.0399024561047554,-0.011947022750973701,-0.02429303526878357,0.02429303526878357,0.0,0
1056,21,12,-0.040262941271066666,-0.21321424841880798,-0.020196877419948578,-0.040262941271066666,0.040262941271066666,0.0,0
1057,22,12,-0.041778337210416794,-0.24294045567512512,-0.012190454639494419,-0.041778337210416794,0.041778337210416794,0.0,0
1058,22,12,-0.028830813243985176,-0.08146192878484726,-0.014841632917523384,-0.028830813243985176,0.028830813243985176,0.0,0
1059,22,12,-0.02844582498073578,-0.09826961159706116,-0.015521395951509476,-0.02844582498073578,0.02844582498073578,0.0,0
1060,22,12,-0.05386178195476532,-0.39250266551971436,-0.016924438998103142,-0.05386178195476532,0.05386178195476532,0.0,0
1061,22,12,-0.03427129238843918,-0.15374469757080078,-0.018006477504968643,-0.03427129238843918,0.03427129238843918,0.0,0
1062,22,12,-0.02403385378420353,-0.030141571536660194,-0.01997276395559311,-0.02403385378420353,0.02403385378420353,0.0,0
1063,22,12,-0.02332165837287903,-0.02671409584581852,-0.019477656111121178,-0.02332165837287903,0.02332165837287903,0.0,0
1064,22,12,-0.024288812652230263,-0.028990374878048897,-0.020409926772117615,-0.024288812652230263,0.024288812652230263,0.0,0
1065,22,12,-0.02424532175064087,-0.02666928432881832,-0.020316848531365395,-0.02424532175064087,0.02424532175064087,0.0,0
1066,22,12,-0.024340368807315826,-0.026661645621061325,-0.020240936428308487,-0.024340368807315826,0.024340368807315826,0.0,0
1067,22,12,-0.055828824639320374,-0.1514011025428772,-0.020341644063591957,-0.055828824639320374,0.055828824639320374,0.0,0
1068,22,12,-0.0601639449596405,-0.16821429133415222,-0.020431671291589737,-0.0601639449596405,0.0601639449596405,0.0,0
1069,22,12,-0.04413457587361336,-0.10349969565868378,-0.02021251618862152,-0.04413457587361336,0.04413457587361336,0.0,0
1070,22,12,-0.0253604706376791,-0.03665538877248764,-0.02056480385363102,-0.0253604706376791,0.0253604706376791,0.0,0
1071,22,12,-0.023128755390644073,-0.04057250916957855,-0.017396245151758194,-0.023128755390644073,0.023128755390644073,0.0,0
1072,22,12,-0.04830347001552582,-0.3522260785102844,-0.013902682811021805,-0.04830347001552582,0.04830347001552582,0.0,0
1073,22,12,-0.03453191742300987,-0.18590404093265533,-0.014574775472283363,-0.03453191742300987,0.03453191742300987,0.0,0
1074,22,12,-0.021316073834896088,-0.02478099800646305,-0.015893135219812393,-0.021316073834896088,0.021316073834896088,0.0,0
1075,22,12,-0.020955337211489677,-0.024639854207634926,-0.014701267704367638,-0.020955337211489677,0.020955337211489677,0.0,0
1076,22,12,-0.022817036136984825,-0.03173390403389931,-0.018819961696863174,-0.022817036136984825,0.022817036136984825,0.0,0
1077,22,12,-0.022557459771633148,-0.025165338069200516,-0.02034793794155121,-0.022557459771633148,0.022557459771633148,0.0,0
1078,22,12,-0.023249126970767975,-0.027573559433221817,-0.020739898085594177,-0.023249126970767975,0.023249126970767975,0.0,0
1079,22,12,-0.023424938321113586,-0.02653728611767292,-0.020414505153894424,-0.023424938321113586,0.023424938321113586,0.0,0
1080,22,12,-0.02405930496752262,-0.0266196820884943,-0.020834501832723618,-0.02405930496752262,0.02405930496752262,0.0,0
1081,22,12,-0.024502700194716454,-0.02769085019826889,-0.020710334181785583,-0.024502700194716454,0.024502700194716454,0.0,0
1082,22,12,-0.024960556998848915,-0.029710732400417328,-0.020660553127527237,-0.024960556998848915,0.024960556998848915,0.0,0
1083,22,12,-0.025607118383049965,-0.032234154641628265,-0.02086540311574936,-0.025607118383049965,0.025607118383049965,0.0,0
1084,22,12,-0.02626960165798664,-0.03504234552383423,-0.020839843899011612,-0.02626960165798664,0.02626960165798664,0.0,0
1085,22,12,-0.027025660499930382,-0.038099825382232666,-0.020863303914666176,-0.027025660499930382,0.027025660499930382,0.0,0
1086,22,12,-0.028167909011244774,-0.04275737702846527,-0.02079978957772255,-0.028167909011244774,0.028167909011244774,0.0,0
1087,22,12,-0.11520743370056152,-0.3910937011241913,-0.020877037197351456,-0.11520743370056152,0.11520743370056152,0.0,0
1088,22,12,-0.08457564562559128,-0.2685534358024597,-0.0209689699113369,-0.08457564562559128,0.08457564562559128,0.0,0
1089,22,12,-0.02892819046974182,-0.04577281326055527,-0.020967446267604828,-0.02892819046974182,0.02892819046974182,0.0,0
1090,22,12,-0.021132012829184532,-0.02503295987844467,-0.014457585290074348,-0.021132012829184532,0.021132012829184532,0.0,0
1091,22,12,-0.025892207399010658,-0.033435411751270294,-0.021105729043483734,-0.025892207399010658,0.025892207399010658,0.0,0
1092,22,12,-0.023691589012742043,-0.025245148688554764,-0.02089572884142399,-0.023691589012742043,0.023691589012742043,0.0,0
1093,22,12,-0.024348238483071327,-0.02728459984064102,-0.021123085170984268,-0.024348238483071327,0.024348238483071327,0.0,0
1094,22,12,-0.024257780984044075,-0.026958048343658447,-0.021029243245720863,-0.024257780984044075,0.024257780984044075,0.0,0
1095,22,12,-0.02413218282163143,-0.026527557522058487,-0.021240387111902237,-0.02413218282163143,0.02413218282163143,0.0,0
1096,22,12,-0.024051928892731667,-0.025910912081599236,-0.02103305794298649,-0.024051928892731667,0.024051928892731667,0.0,0
1097,22,12,-0.023862672969698906,-0.02554832398891449,-0.02105594612658024,-0.023862672969698906,0.023862672969698906,0.0,0
1098,22,12,-0.02389344573020935,-0.025439605116844177,-0.021345291286706924,-0.02389344573020935,0.02389344573020935,0.0,0
1099,22,12,-0.023828133940696716,-0.025605544447898865,-0.021204527467489243,-0.023828133940696716,0.023828133940696716,0.0,0
1100,22,12,-0.023732498288154602,-0.025748787447810173,-0.02141910418868065,-0.023732498288154602,0.023732498288154602,0.0,0
1101,22,12,-0.023779258131980896,-0.02572837844491005,-0.02131858840584755,-0.023779258131980896,0.023779258131980896,0.0,0
1102,22,12,-0.023736437782645226,-0.0257207490503788,-0.021441422402858734,-0.023736437782645226,0.023736437782645226,0.0,0
1103,22,12,-0.023714981973171234,-0.02575279213488102,-0.02147766202688217,-0.023714981973171234,0.023714981973171234,0.0,0
1104,22,12,-0.023723497986793518,-0.025999221950769424,-0.021382102742791176,-0.023723497986793518,0.023723497986793518,0.0,0
1105,23,12,-0.0236744973808527,-0.025950774550437927,-0.021484527736902237,-0.0236744973808527,0.0236744973808527,0.0,0
1106,23,12,-0.023769432678818703,-0.025948677211999893,-0.021579895168542862,-0.023769432678818703,0.023769432678818703,0.0,0
1107,23,12,-0.023672906681895256,-0.02610240876674652,-0.02137523517012596,-0.023672906681895256,0.023672906681895256,0.0,0
1108,23,12,-0.02368512935936451,-0.02622886747121811,-0.021709594875574112,-0.02368512935936451,0.02368512935936451,0.0,0
1109,23,12,-0.02370099164545536,-0.02616973966360092,-0.02164493501186371,-0.02370099164545536,0.02370099164545536,0.0,0
1110,23,12,-0.03396115079522133,-0.15002381801605225,-0.021450767293572426,-0.03396115079522133,0.03396115079522133,0.0,0
1111,23,12,-0.03526651859283447,-0.16513574123382568,-0.021853789687156677,-0.03526651859283447,0.03526651859283447,0.0,0
1112,23,12,-0.02998482622206211,-0.10200276970863342,-0.021565016359090805,-0.02998482622206211,0.02998482622206211,0.0,0
1113,23,12,-0.02727055363357067,-0.06990562379360199,-0.02159973233938217,-0.02727055363357067,0.02727055363357067,0.0,0
1114,23,12,-0.045100580900907516,-0.2927440404891968,-0.017142152413725853,-0.045100580900907516,0.045100580900907516,0.0,0
1115,23,12,-0.03351840749382973,-0.15749488770961761,-0.013742844574153423,-0.03351840749382973,0.03351840749382973,0.0,0
1116,23,12,-0.021950839087367058,-0.024677809327840805,-0.014384804293513298,-0.021950839087367058,0.021950839087367058,0.0,0
1117,23,12,-0.022306131199002266,-0.02446361631155014,-0.015480957925319672,-0.022306131199002266,0.022306131199002266,0.0,0
1118,23,12,-0.017776556313037872,-0.024709472432732582,-0.008016915060579777,-0.017776556313037872,0.017776556313037872,0.0,0
1119,23,12,-0.01868939772248268,-0.024844322353601456,-0.01063014380633831,-0.01868939772248268,0.01868939772248268,0.0,0
1120,23,12,-0.01866501197218895,-0.024643097072839737,-0.009698817506432533,-0.01866501197218895,0.01866501197218895,0.0,0
1121,23,12,-0.01874474063515663,-0.024892006069421768,-0.009018114767968655,-0.01874474063515663,0.01874474063515663,0.0,0
1122,23,12,-0.0177778210490942,-0.0245853029191494,-0.0041796620935201645,-0.0177778210490942,0.0177778210490942,0.0,0
1123,23,12,-0.016581499949097633,-0.025073204189538956,0.0016851089894771576,-0.016581499949097633,0.017344994470477104,0.0,0
1124,23,12,-0.017358137294650078,-0.027151260524988174,7.062219083309174e-06,-0.017358137294650078,0.017359314486384392,0.0,0
1125,23,12,-0.01661383919417858,-0.029429778456687927,0.004210867919027805,-0.01661383919417858,0.018602339550852776,0.0,0
1126,23,12,-0.017643777653574944,-0.03199859708547592,0.001490083523094654,-0.017643777653574944,0.018312769010663033,0.0,0
1127,23,12,-0.016576575115323067,-0.03472992032766342,0.007310336455702782,-0.016576575115323067,0.02020566165447235,0.0,0
1128,23,12,-0.01609448902308941,-0.037673912942409515,0.010770434513688087,-0.01609448902308941,0.021444523707032204,0.0,0
1129,23,12,-0.017368771135807037,-0.04255367070436478,0.00834708847105503,-0.017368771135807037,0.021526934579014778,0.0,0
1130,23,12,-0.045067328959703445,-0.3882254362106323,0.01364598236978054,-0.045067328959703445,0.05185166373848915,0.0,0
1131,23,12,-0.03607398644089699,-0.2668677270412445,0.010116420686244965,-0.03607398644089699,0.041058678179979324,0.0,0
1132,23,12,-0.01697784662246704,-0.04645901173353195,0.014467287808656693,-0.01697784662246704,0.024103529751300812,0.0,0
1133,23,12,-0.042986031621694565,-0.39557701349258423,0.017479000613093376,-0.042986031621694565,0.051672596484422684,0.0,0
1134,23,12,-0.02979099191725254,-0.21181784570217133,0.015378279611468315,-0.02979099191725254,0.0374690406024456,0.0,0
1135,23,12,-0.013941742479801178,-0.035429131239652634,0.017558803781867027,-0.013941742479801178,0.02268756926059723,0.0,0
1136,23,12,-0.013176060281693935,-0.02723710425198078,0.015219973400235176,-0.013176060281693935,0.020700979977846146,0.0,0
1137,23,12,-0.01374561246484518,-0.03388739377260208,0.018059836700558662,-0.01374561246484518,0.02274949848651886,0.0,0
1138,23,12,-0.0123555026948452,-0.026390228420495987,0.02072145976126194,-0.0123555026948452,0.022607902064919472,0.0,0
1139,23,12,-0.013003499247133732,-0.027593400329351425,0.019253840669989586,-0.013003499247133732,0.022540589794516563,0.0,0
1140,23,12,-0.012114088051021099,-0.02662426233291626,0.02179006300866604,-0.012114088051021099,0.022960280999541283,0.0,0
1141,23,12,-0.012797027826309204,-0.026474151760339737,0.01932775042951107,-0.012797027826309204,0.022440290078520775,0.0,0
1142,23,12,-0.011888466775417328,-0.026263007894158363,0.022155923768877983,-0.011888466775417328,0.022942712530493736,0.0,0
1143,23,12,-0.011202874593436718,-0.026096496731042862,0.025107713416218758,-0.011202874593436718,0.02367592602968216,0.0,0
1144,23,12,-0.011633678339421749,-0.026380501687526703,0.023334475234150887,-0.011633678339421749,0.02324308641254902,0.0,0
1145,23,12,-0.010820135474205017,-0.0259940717369318,0.026225460693240166,-0.010820135474205017,0.023877466097474098,0.0,0
1146,23,12,-0.013467217795550823,-0.07023273408412933,0.02403991110622883,-0.013467217795550823,0.025425495579838753,0.0,0
1147,23,12,-0.03235073760151863,-0.2935480773448944,0.026977544650435448,-0.03235073760151863,0.04580293223261833,0.0,0
1148,23,12,-0.019520042464137077,-0.15844684839248657,0.029472487047314644,-0.019520042464137077,0.034210070967674255,0.0,0
1149,23,12,-0.008731178008019924,-0.02462516725063324,0.02810475043952465,-0.008731178008019924,0.02268819510936737,0.0,0
1150,23,12,-0.008322825655341148,-0.024612389504909515,0.03103397600352764,-0.008322825655341148,0.02376352809369564,0.0,0
1151,23,12,-0.006294907536357641,-0.02432762086391449,0.03317742794752121,-0.006294907536357641,0.02285286970436573,0.0,0
1152,23,12,-0.007396722678095102,-0.024570807814598083,0.030979054048657417,-0.007396722678095102,0.022791562601923943,0.0,0
1153,24,12,-0.006333045661449432,-0.024386176839470863,0.03470670431852341,-0.006333045661449432,0.02361115626990795,0.0,0
1154,24,12,-0.006396630313247442,-0.024203263223171234,0.034980617463588715,-0.006396630313247442,0.02387210540473461,0.0,0
1155,24,12,-0.006245241034775972,-0.024274596944451332,0.03577890247106552,-0.006245241034775972,0.02410060167312622,0.0,0
1156,24,12,-0.005215577315539122,-0.02398429811000824,0.03865363448858261,-0.005215577315539122,0.024507855996489525,0.0,0
1157,24,12,-0.005781469866633415,-0.02435832843184471,0.03852511942386627,-0.005781469866633415,0.024981936439871788,0.0,0
1158,24,12,-0.00516495481133461,-0.02413536049425602,0.04031970351934433,-0.00516495481133461,0.025302782654762268,0.0,0
1159,24,12,-0.005924316588789225,-0.025338705629110336,0.03965190052986145,-0.005924316588789225,0.025706211104989052,0.0,0
1160,24,12,-0.004838450346142054,-0.026763305068016052,0.04254724085330963,-0.004838450346142054,0.026103317737579346,0.0,0
1161,24,12,-0.004373828414827585,-0.02937961556017399,0.044324129819869995,-0.004373828414827585,0.02650272287428379,0.0,0
1162,24,12,-0.004934798460453749,-0.03159862756729126,0.044384315609931946,-0.004934798460453749,0.027071461081504822,0.0,0
1163,24,12,-0.004313184414058924,-0.03447738662362099,0.04650936275720596,-0.004313184414058924,0.027483487501740456,0.0,0
1164,24,12,-0.005089453887194395,-0.037409745156764984,0.04614557325839996,-0.005089453887194395,0.02805953659117222,0.0,0
1165,24,12,-0.004382286220788956,-0.041476406157016754,0.04852541536092758,-0.004382286220788956,0.028612026944756508,0.0,0
1166,24,12,-0.03352697938680649,-0.4005226492881775,0.05062983185052872,-0.03352697938680649,0.059041474014520645,0.0,0
1167,24,12,-0.018083972856402397,-0.20805615186691284,0.049748703837394714,-0.018083972856402397,0.043051064014434814,0.0,0
1168,24,12,-0.0025119937490671873,-0.03339427337050438,0.052485391497612,-0.0025119937490671873,0.029087647795677185,0.0,0
1169,24,12,-0.0013804371701553464,-0.023768195882439613,0.05106122046709061,-0.0013804371701553464,0.02746787667274475,0.0,0
1170,24,12,-0.002195962006226182,-0.03370380401611328,0.05401311814785004,-0.002195962006226182,0.02964065968990326,0.0,0
1171,24,12,-0.0007534197648055851,-0.024888649582862854,0.056011490523815155,-0.0007534197648055851,0.029373938217759132,0.0,0
1172,24,12,-0.0010530533036217093,-0.027578525245189667,0.05620556324720383,-0.0010530533036217093,0.029648950323462486,0.0,0
1173,24,12,-0.00021716735500376672,-0.02673698589205742,0.0586429238319397,-0.00021716735500376672,0.03031730093061924,0.0,0
1174,24,12,-8.600267028668895e-05,-0.02650371566414833,0.05881181359291077,-8.600267028668895e-05,0.030415533110499382,0.0,0
1175,24,12,0.0006643445231020451,-0.026048049330711365,0.06134053319692612,0.0006643445231020451,0.03107026033103466,0.0,0
1176,24,12,0.0012583838542923331,-0.025692710652947426,0.06280110031366348,0.0012583838542923331,0.03161105141043663,0.0,0
1177,24,12,0.0019478000467643142,-0.02534233033657074,0.06523272395133972,0.0019478000467643142,0.032236892729997635,0.0,0
1178,24,12,0.0027112222742289305,-0.02498966082930565,0.06756098568439484,0.0027112222742289305,0.03289893642067909,0.0,0
1179,24,12,0.0034188926219940186,-0.02471690997481346,0.06979867815971375,0.0034188926219940186,0.03355716913938522,0.0,0
1180,24,12,0.0040843854658305645,-0.024974975734949112,0.07189416885375977,0.0040843854658305645,0.03423585742712021,0.0,0
1181,24,12,0.0045877438969910145,-0.024482879787683487,0.073298878967762,0.0045877438969910145,0.03476277366280556,0.0,0
1182,24,12,-0.06268462538719177,-0.7995295524597168,0.07566067576408386,-0.06268462538719177,0.10047245025634766,0.0,0
1183,24,12,-7.345108315348625e-05,-0.05183609575033188,0.0774521678686142,-7.345108315348625e-05,0.03874509409070015,0.0,0
1184,24,12,0.0031213555485010147,-0.024394378066062927,0.07969201356172562,0.0031213555485010147,0.036686673760414124,0.0,0
1185,24,12,0.008342280052602291,-0.024562224745750427,0.08210168033838272,0.008342280052602291,0.03794214501976967,0.0,0
1186,24,12,0.007774465251713991,-0.02470928058028221,0.08314041048288345,0.007774465251713991,0.037944063544273376,0.0,0
1187,24,12,0.008653677068650723,-0.024312935769557953,0.08549033850431442,0.008653677068650723,0.03851453587412834,0.0,0
1188,24,12,0.009434611536562443,-0.024717673659324646,0.08577973395586014,0.009434611536562443,0.039189163595438004,0.0,0
1189,24,12,0.009092026390135288,-0.024669799953699112,0.08472400158643723,0.009092026390135288,0.03922067582607269,0.0,0
1190,24,12,0.010723307728767395,-0.024658165872097015,0.08736380934715271,0.010723307728767395,0.040059644728899,0.0,0
1191,24,12,0.008756246417760849,-0.024737320840358734,0.08123614639043808,0.008756246417760849,0.03908408805727959,0.0,0
