surface_profile,n,profile_gu_mean_cross_minus_same_mean,profile_gu_mean_cross_better_count,roi_total_ra_um_cross_minus_same_mean,roi_total_ra_um_cross_better_count,roi_total_rz_um_cross_minus_same_mean,roi_total_rz_um_cross_better_count,roi_fine_ra_um_cross_minus_same_mean,roi_fine_ra_um_cross_better_count,roi_fine_rz_um_cross_minus_same_mean,roi_fine_rz_um_cross_better_count,roi_removal_mean_um_cross_minus_same_mean,roi_removal_mean_um_cross_better_count,roi_removal_std_um_cross_minus_same_mean,roi_removal_std_um_cross_better_count,roi_removal_cv_cross_minus_same_mean,roi_removal_cv_cross_better_count,roi_removal_waviness_ra_um_cross_minus_same_mean,roi_removal_waviness_ra_um_cross_better_count,roi_removal_waviness_std_um_cross_minus_same_mean,roi_removal_waviness_std_um_cross_better_count,roi_center_edge_delta_um_cross_minus_same_mean,roi_center_edge_delta_um_cross_better_count,roi_center_edge_ratio_cross_minus_same_mean,roi_center_edge_ratio_cross_better_count,roi_coverage_fraction_cross_minus_same_mean,roi_coverage_fraction_cross_better_count,roi_scratch_max_um_cross_minus_same_mean,roi_scratch_max_um_cross_better_count,roi_clearcoat_min_um_cross_minus_same_mean,roi_clearcoat_min_um_cross_better_count,profile_mar_severity_remaining_mean_cross_minus_same_mean,profile_mar_severity_remaining_mean_cross_better_count,profile_q_mar_mean_cross_minus_same_mean,profile_q_mar_mean_cross_better_count,force_used_mean_n_cross_minus_same_mean,force_used_mean_n_cross_better_count,force_used_max_n_cross_minus_same_mean,force_used_max_n_cross_better_count,feed_cmd_mean_mm_s_cross_minus_same_mean,feed_cmd_mean_mm_s_cross_better_count,fallback_steps_cross_minus_same_mean,fallback_steps_cross_better_count
legacy_stress,16,-0.0636803152355907,7,-0.0017818807495423592,10,0.002015611682338672,7,-0.00014125264834555793,9,-0.000271481513375145,8,0.0006591887108211673,9,-0.0010100826719467784,10,-0.002610945768354335,8,-0.00115455551814284,8,-0.0007983030526803828,10,0.004165974220299632,7,0.010349728788477702,7,0.00035625000000000934,7,-0.0006768641546754592,10,0.0075859349724409775,11,0.0,0,0.0,0,-0.0027798712253570557,10,0.15425831079483032,3,0.010637013474479318,6,0.0,0
new_car_mild,16,0.017417113494813563,12,9.843731894590923e-05,9,-0.0003333190719344171,8,-4.299541096516369e-06,6,-0.0007234960416334941,8,-2.0882077825662426e-05,10,-0.00033178649228398326,16,-0.0021159331436506196,16,-0.00011430897073767734,12,-0.00022286186428697183,13,0.000670852067160773,0,0.005364248695750584,1,2.4999999999990308e-05,6,-0.0006157228688837297,5,0.0006193180421534272,9,-9.216120795409524e-06,10,4.690805786682073e-06,9,-0.0001621544361114502,15,-0.13109090924263,16,-0.0004206085577607155,1,0.0,0
