surface_profile,env,profile_seed,profile_gu_mean_cross,profile_gu_mean_same,profile_gu_mean_cross_minus_same,roi_total_ra_um_cross,roi_total_ra_um_same,roi_total_ra_um_cross_minus_same,roi_total_rz_um_cross,roi_total_rz_um_same,roi_total_rz_um_cross_minus_same,roi_fine_ra_um_cross,roi_fine_ra_um_same,roi_fine_ra_um_cross_minus_same,roi_fine_rz_um_cross,roi_fine_rz_um_same,roi_fine_rz_um_cross_minus_same,roi_removal_mean_um_cross,roi_removal_mean_um_same,roi_removal_mean_um_cross_minus_same,roi_removal_std_um_cross,roi_removal_std_um_same,roi_removal_std_um_cross_minus_same,roi_removal_cv_cross,roi_removal_cv_same,roi_removal_cv_cross_minus_same,roi_removal_waviness_ra_um_cross,roi_removal_waviness_ra_um_same,roi_removal_waviness_ra_um_cross_minus_same,roi_removal_waviness_std_um_cross,roi_removal_waviness_std_um_same,roi_removal_waviness_std_um_cross_minus_same,roi_center_edge_delta_um_cross,roi_center_edge_delta_um_same,roi_center_edge_delta_um_cross_minus_same,roi_center_edge_ratio_cross,roi_center_edge_ratio_same,roi_center_edge_ratio_cross_minus_same,roi_coverage_fraction_cross,roi_coverage_fraction_same,roi_coverage_fraction_cross_minus_same,roi_scratch_max_um_cross,roi_scratch_max_um_same,roi_scratch_max_um_cross_minus_same,roi_clearcoat_min_um_cross,roi_clearcoat_min_um_same,roi_clearcoat_min_um_cross_minus_same,profile_mar_severity_remaining_mean_cross,profile_mar_severity_remaining_mean_same,profile_mar_severity_remaining_mean_cross_minus_same,profile_q_mar_mean_cross,profile_q_mar_mean_same,profile_q_mar_mean_cross_minus_same,force_used_mean_n_cross,force_used_mean_n_same,force_used_mean_n_cross_minus_same,force_used_max_n_cross,force_used_max_n_same,force_used_max_n_cross_minus_same,feed_cmd_mean_mm_s_cross,feed_cmd_mean_mm_s_same,feed_cmd_mean_mm_s_cross_minus_same,fallback_steps_cross,fallback_steps_same,fallback_steps_cross_minus_same
legacy_stress,10,1970,64.92566928268776,64.96424286287852,-0.038573580190757184,0.11949772963079286,0.11878337007092585,0.0007143595598670116,1.6977834400851466,1.6919804909973593,0.005802949087787335,0.05975378259344304,0.058847798304409546,0.0009059842890334971,1.3068691585001642,1.3053679213602887,0.0015012371398754887,0.3900218592639325,0.38991883381663067,0.00010302544730184104,0.1776575763633165,0.1817612364158679,-0.004103660052551389,0.4555067162097022,0.46615146705466853,-0.010644750844966355,0.08520607933878364,0.08514523092070388,6.0848418079767486e-05,0.16058245290214304,0.1645911179331139,-0.004008665030970859,0.17897265891094472,0.1810050587572995,-0.002032399846354782,1.538900271446396,1.5455228975763045,-0.006622626129908493,0.9487,0.9491,-0.00040000000000006697,1.1633836632994,1.1558236490094438,0.0075600142899561185,40.19982883725927,40.18762575796027,0.012203079298998887,0.0,0.0,0.0,1.0,1.0,0.0,6.846468448638916,6.860346794128418,-0.013878345489501953,9.358009338378906,9.483927726745605,-0.12591838836669922,8.700051344931126,8.644897490739822,0.05515385419130325,0.0,0.0,0.0
legacy_stress,11,2067,59.252270305365464,59.164560797105004,0.08770950826045976,0.13700198540689035,0.13879247870367722,-0.001790493296786877,2.1541279760191827,2.1301876542187075,0.02394032180047523,0.0863800790148473,0.08730015189891267,-0.0009200728840653705,1.7259686135409456,1.7308514847146519,-0.004882871173706338,0.44855183370999974,0.4323174882149305,0.016234345495069247,0.13356600933477836,0.12674015028876978,0.0068258590460085755,0.29777162703816346,0.2931645231658077,0.0046071038723557445,0.08353256605611648,0.07933522078677066,0.004197345269345815,0.11164609093811785,0.10349390489139641,0.008152186046721438,0.16947021660134376,0.15495133669743694,0.014518879903906823,1.4309947258641105,1.405825552164774,0.025169173699336467,0.9982,0.9983,-9.999999999998899e-05,1.5305008042145265,1.5435657893218462,-0.013064985107319682,42.09630945290266,42.050815909061626,0.0454935438410331,0.0,0.0,0.0,1.0,1.0,0.0,7.070713520050049,7.014730453491211,0.05598306655883789,8.919755935668945,8.816747665405273,0.10300827026367188,7.658056914806366,7.879638113081455,-0.22158119827508926,0.0,0.0,0.0
legacy_stress,12,2164,63.33769720911815,63.07154362091027,0.26615358820787804,0.14227135336239136,0.14370614880237487,-0.0014347954399835106,2.320207709885794,2.32986294635282,-0.00965523646702593,0.07287518906458083,0.07368261604632165,-0.0008074269817408136,1.6804660965877687,1.689652954533336,-0.009186857945567395,0.47876851432022305,0.46069900849596324,0.018069505824259813,0.14250079478195077,0.14241080134634412,8.999343560664452e-05,0.2976402802600329,0.3091189664403021,-0.011478686180269204,0.08746135426237976,0.08381712657771306,0.0036442276846666982,0.12046770107716755,0.12073676189722536,-0.00026906082005781484,0.17600353277970604,0.16228990471172106,0.013713628067984984,1.4172010614865131,1.3980375043622537,0.019163557124259434,0.9877,0.9869,0.0008000000000000229,1.513818415675587,1.5228055233133215,-0.008987107637734582,41.04415132322215,41.05939693482063,-0.01524561159848048,0.0,0.0,0.0,1.0,1.0,0.0,7.170587539672852,7.106626510620117,0.06396102905273438,8.95805549621582,8.95805549621582,0.0,7.399337366223335,7.6584345661103725,-0.2590971998870373,0.0,0.0,0.0
legacy_stress,13,2261,65.60204210113424,65.75918857315294,-0.15714647201869525,0.12014389072089378,0.12473596948822446,-0.0045920787673306845,1.6040155260388254,1.6075963111908425,-0.0035807851520170964,0.047031819737787584,0.04718324979678188,-0.00015143005899429657,1.0720342914117005,1.0620783550344144,0.00995593637728609,0.31396850704285595,0.3202094474871529,-0.006240940444296961,0.15295796562750982,0.15994943991038482,-0.006991474282874999,0.48717614090712424,0.4995150554288444,-0.012338914521720146,0.08659748412856,0.0918997104924053,-0.005302226363845308,0.13963815137327362,0.14626947094455842,-0.006631319571284794,0.1786992968829927,0.19324482707240498,-0.014545530189412292,1.6937074045551752,1.746006919041645,-0.052299514486469745,0.9643,0.9621,0.0022000000000000908,0.9656055087847185,0.9596174054183364,0.005988103366382114,41.5819280845185,41.557184665342625,0.02474341917587708,0.0,0.0,0.0,1.0,1.0,0.0,6.389039993286133,6.40653657913208,-0.017496585845947266,8.608943939208984,8.089498519897461,0.5194454193115234,10.411633178591728,10.343662463128567,0.06797071546316147,0.0,0.0,0.0
legacy_stress,14,2358,62.59638132675534,62.76572264185704,-0.16934131510169692,0.15981813131146455,0.15819272703530127,0.0016254042761632836,2.0730285812660783,2.0437933179724292,0.029235263293649005,0.07027623790502636,0.07066075626687268,-0.00038451836184631716,1.5373930499009987,1.5504651807459475,-0.013072130844948848,0.4333227823079727,0.4385836164450664,-0.005260834137093662,0.1505797319515687,0.14786424562287492,0.0027154863286937836,0.34750015023338454,0.3371403766091095,0.010359773624275037,0.10286216346943804,0.10006513103207992,0.002797032437358113,0.12738319652879906,0.12484372460127163,0.0025394719275274313,0.21867157561305534,0.2026625225073549,0.016009053105700444,1.603348750904126,1.543799006911786,0.05954974399234003,0.9908,0.9919,-0.0010999999999999899,1.4862633634161158,1.4922210168197831,-0.0059576534036673845,40.93631616242755,40.91251638252567,0.023799779901878537,0.0,0.0,0.0,1.0,1.0,0.0,6.943150043487549,6.966336250305176,-0.023186206817626953,8.707601547241211,8.521517753601074,0.18608379364013672,8.217813447117805,8.127502165734768,0.09031128138303757,0.0,0.0,0.0
legacy_stress,15,2455,59.756055699814105,59.99113414143976,-0.23507844162565306,0.1448883183344447,0.14570953800071382,-0.0008212196662691074,1.7948419691222357,1.7832404397735226,0.011601529348713058,0.07471810210345034,0.0736287328519206,0.0010893692515297343,1.3681325891962448,1.3564651985287444,0.011667390667500444,0.47907559081230955,0.48714195931862553,-0.00806636850631598,0.13951114080717472,0.1401962406873809,-0.0006850998802061803,0.2912090356568216,0.287793399861256,0.003415635795565586,0.09340062911289483,0.09372682892086255,-0.00032619980796771975,0.11325801282425352,0.11294997354249504,0.0003080392817584737,0.19181512842299492,0.18164395090401875,0.010171177518976171,1.4616432401201056,1.4256093509564347,0.036033889163670896,0.998,0.9981,-9.999999999998899e-05,1.2177685209748714,1.2235308023383074,-0.005762281363435928,42.082952002803395,42.03390337212178,0.04904863068161802,0.0,0.0,0.0,1.0,1.0,0.0,7.141026973724365,7.171830654144287,-0.030803680419921875,9.359817504882812,9.485715866088867,-0.1258983612060547,7.378789130598307,7.2574978694319725,0.12129126116633415,0.0,0.0,0.0
new_car_mild,0,1000,85.16339130031234,85.08684223679751,0.07654906351483248,0.03487401548928843,0.034127131184837824,0.0007468843044506068,0.3580886137243928,0.3622292094096795,-0.004140595685286685,0.021394507237828257,0.021353588635217982,4.091860261027508e-05,0.25449778600874295,0.25974371877150215,-0.005245932762759198,0.1541980403616645,0.15422685722030777,-2.8816858643254673e-05,0.0444623164399384,0.04498527741894226,-0.00052296097900386,0.288345534973428,0.29168251386126826,-0.0033369788878402362,0.02364119176680775,0.024005440411382393,-0.00036424864457464123,0.03369040464666652,0.034027530704744305,-0.00033712605807778573,0.05167506619229767,0.05084914801964924,0.0008259181726484321,1.3742102239449476,1.3675106041187786,0.006699619826169068,0.8892,0.8877,0.0014999999999999458,0.25457087726291605,0.2561752128300019,-0.001604335567085835,42.38905081700451,42.38444360638945,0.00460721061505609,0.031163763732118262,0.031224916197781033,-6.115246566277058e-05,0.9868110713089425,0.9867912022387388,1.9869070203681893e-05,5.0822834968566895,5.083043098449707,-0.0007596015930175781,7.546372413635254,7.676384925842285,-0.13001251220703125,15.76969400048256,15.76782763004303,0.001866370439529419,0.0,0.0,0.0
new_car_mild,1,1097,87.76820665771953,87.78137355437258,-0.013166896653046933,0.02906483236320562,0.029238027883648567,-0.00017319552044294667,0.2438107905380468,0.253058906128513,-0.009248115590466205,0.014230077688304454,0.014650672786920785,-0.0004205950986163314,0.1529370734309498,0.15565064221168956,-0.00271356878073975,0.15268314586265042,0.15266466385473795,1.8482007912462572e-05,0.04177942854535759,0.04206256535502794,-0.00028313680967034793,0.2736348423351273,0.27552260158284514,-0.001887759247717835,0.023780747468468057,0.023992967595920078,-0.00021222012745202024,0.032418667933781155,0.03294479769481285,-0.0005261297610316962,0.0464089336975374,0.04632841381434927,8.051988318813486e-05,1.3399097478538595,1.3391704114754635,0.0007393363783960716,0.9003,0.9005,-0.00019999999999997797,0.03280062193680902,0.03237584067049715,0.0004247812663118744,43.42440095111239,43.40456549804109,0.019835453071301856,0.04586481900485769,0.04582224813912856,4.2570865729132934e-05,0.9822166471916652,0.9822187314034873,-2.0842118220176786e-06,5.081954002380371,5.082205295562744,-0.0002512931823730469,7.543718338012695,7.675423622131348,-0.13170528411865234,15.772003680467606,15.771882608532906,0.00012107193470001221,0.0,0.0,0.0
new_car_mild,2,1194,86.30793330965736,86.26935695421679,0.03857635544056848,0.031152677463495388,0.03151403038155121,-0.0003613529180558246,0.32258575873382367,0.3236313792542962,-0.0010456205204725233,0.021518207896867952,0.021362204857630445,0.00015600303923750738,0.23535693169127436,0.2334806849334993,0.001876246757775063,0.15358495652941964,0.15359529787062567,-1.0341341206032695e-05,0.04577780606252553,0.045896942496501565,-0.00011913643397603452,0.2980617835038854,0.2988173670209674,-0.0007555835170819925,0.025504824208033943,0.025542873107544793,-3.804889951085008e-05,0.03500063354436198,0.034892677881106594,0.00010795566325538797,0.05220405212801932,0.05125084274735539,0.0009532093806639275,1.3809088378084553,1.3731693014981428,0.007739536310312545,0.8836,0.8856,-0.0020000000000000018,0.12167478911513491,0.12301297699489944,-0.0013381878797645297,40.637290628456384,40.648112375410584,-0.010821746954199796,0.024554961309600245,0.024611463391532404,-5.6502081932158915e-05,0.9820248423849068,0.9820015785780223,2.326380688455476e-05,5.081015586853027,5.081179141998291,-0.00016355514526367188,7.544981956481934,7.677150726318359,-0.13216876983642578,15.778383240103722,15.778349712491035,3.3527612686157227e-05,0.0,0.0,0.0
new_car_mild,3,1291,87.99626319537438,87.98830628315032,0.00795691222405992,0.03948688543337504,0.038620684455481814,0.0008662009778932223,0.3859434466245092,0.3803174288236357,0.005626017800873517,0.026306850433770235,0.026119171575746485,0.00018767885802374942,0.26577946785137596,0.2622071520601292,0.003572315791246783,0.15372761956147168,0.1538016266823663,-7.40071208946147e-05,0.045195155624281357,0.04578490614790462,-0.0005897505236232628,0.2939950267440978,0.2976880487906697,-0.0036930220465719032,0.02485734445605962,0.024937695499144975,-8.035104308535407e-05,0.03407668551446234,0.03431837534179301,-0.00024168982733066557,0.042617330126131836,0.04148309851403387,0.001134231612097969,1.3072127184293278,1.2982305548691406,0.008982163560187217,0.8926,0.8919,0.0006999999999999229,0.0,0.0,0.0,41.69389480929287,41.684887845744335,0.009006963548536362,0.04940783077707691,0.04933863209854272,6.919867853418665e-05,0.9699290122846387,0.9700292778356777,-0.000100265551039036,5.0814032554626465,5.081650257110596,-0.00024700164794921875,7.5441999435424805,7.675653457641602,-0.1314535140991211,15.767360106110573,15.767306089401245,5.4016709327697754e-05,0.0,0.0,0.0
