policy_label,observation_dim,direction_mode,surface_profile,env,profile_seed,outcome,passes,quality_ok,safety_ok,control_steps,contact_steps,sensor_fault_steps,force_action_mean,feed_action_mean,gu_before,gu_final,ra_before_um,ra_final_um,rz_before_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_min_um,temperature_peak_c
gate_e4_actor5,14,cross_xy,factory_prepolish,5,16097,success,1,True,True,2670,2573,0,-0.2705853894352913,0.4776585796352629,74.85952010913368,76.86186088343348,0.11176658861806318,0.08593317665562075,0.8473074415311046,0.6983196775699568,0.0,0.0,43.17983569126194,26.154676698170224
gate_e4_actor5,14,cross_xy,factory_prepolish,6,16194,success,1,True,True,2673,2576,0,-0.268536390741577,0.4753822939609081,75.74178081665688,77.18876710078797,0.10321074472494707,0.08069803602791031,0.7390765054524198,0.6608875855455836,0.0,0.0,41.365427778289906,26.150632765898134
gate_e4_actor5,14,cross_xy,factory_prepolish,7,16291,success,1,True,True,3070,2973,0,0.016741011653350308,0.15469988791047556,72.24914833934439,75.44390271685414,0.10961042851394004,0.0906183152781663,0.8987706766043588,0.8173692229772285,0.582308871305789,0.41150068928667644,42.566855767659185,28.872467749630243
gate_e4_actor5,14,cross_xy,factory_prepolish,4,16000,success,1,True,True,3112,3015,0,0.04570986314228997,0.12562872244614945,67.72878389698309,71.33804777896526,0.1040551129290546,0.08459517797348697,0.9048802114792109,0.8529792125250255,0.5617850700516337,0.4570761404344944,43.881731705577636,28.910572148243073
gate_e4_actor5,14,cross_xy,factory_prepolish_deep_defect,10,16194,success,1,True,True,3174,3077,0,0.07810385998458177,0.08402925376001588,71.58309623668956,74.54229457306715,0.10526588344485086,0.11081297925732693,0.9664468052207009,1.0305329994202679,0.6629940111711601,0.53315381591146,41.2944491610744,28.9578143359829
gate_e4_actor5,14,cross_xy,factory_prepolish_deep_defect,9,16097,success,1,True,True,3204,3107,0,0.09553628164191222,0.06424940595131241,71.77894927172073,74.99519441580462,0.11344130925202098,0.10007400912436158,1.073093204518477,1.0078281245724277,0.6954128583193282,0.5644493873010334,43.17981735993539,29.21347216839913
gate_e4_actor5,14,cross_xy,factory_prepolish_deep_stress,14,16194,success,1,True,True,3215,3118,0,0.09689048986134596,0.05794974291352425,71.43898622151173,74.21070156909596,0.10668714098931587,0.11595857974708429,1.3348031278250174,1.4237987569179542,1.0525038108584157,0.9037951028494594,41.29280932015598,29.08411897301206
gate_e4_actor5,14,cross_xy,factory_prepolish_deep_stress,13,16097,success,1,True,True,3239,3142,0,0.10850712439829127,0.04266238761200291,71.55009105229918,74.42886553633373,0.11508680584913535,0.1039793012321164,1.3298023764589402,1.2752830199884573,1.1303221284091998,0.9418981181735261,43.17978185088999,29.30277202105466
gate_e4_actor5,14,cross_xy,factory_prepolish_deep_defect,11,16291,success,1,True,True,3445,3348,0,0.22424940138579452,-0.07990822841795851,68.06763592572776,73.54688891874633,0.1117828313959264,0.09532313470028937,1.0718952176950203,0.9653786568868412,0.7527637397734463,0.6212438952554526,42.56087756776416,29.215962718545217
gate_e4_actor5,14,cross_xy,factory_prepolish_deep_defect,8,16000,fail_max_passes,1,False,True,3460,3363,0,0.2349271389144349,-0.08827308897424295,65.04026316602891,69.53808208063103,0.10688309323438955,0.08751725697670168,1.1642681919819258,1.0623997270646974,0.7212166613079085,0.6353908814795994,43.88165756480147,28.967219628574973
gate_e4_actor5,14,cross_xy,factory_prepolish_deep_stress,15,16291,success,1,True,True,3478,3381,0,0.23460761904973557,-0.09764881614786308,68.3728018549591,73.03467458549704,0.11450287031745372,0.10025506294968697,1.303533173794589,1.19046848506152,1.1238018571368316,0.9831855761199145,42.57609749162827,29.349821820104516
gate_e4_actor5,14,cross_xy,factory_prepolish_deep_stress,12,16000,fail_max_passes,1,False,True,3479,3382,0,0.24057842348200317,-0.09882654322696233,64.83250399708541,69.11221549976729,0.10873527787293137,0.0905242984830952,1.3792402899288256,1.3234770525011963,1.1384294693735824,1.0563423113635677,43.88170838497389,29.075598788768517
gate_e4_actor5,14,cross_xy,legacy_stress,0,16000,fail_max_passes,1,False,True,4703,4605,0,0.6716850283499248,-0.5935862665002254,61.713877719544286,68.10381216199661,0.09708206772234819,0.08899057214195413,1.7668669275848798,1.62317252004143,1.8609992180599577,1.5286557679589503,40.06854095355405,29.817797010362156
gate_e4_actor5,14,cross_xy,legacy_stress,1,16097,fail_max_passes,1,False,True,4893,4796,0,0.7084674780357354,-0.6478601576859007,59.65579201423398,65.61392348664181,0.13306107705901118,0.158183213547586,2.172742129686005,2.065031511922804,1.8456096384360343,1.5561915399865767,43.567633090023264,29.761498597719154
gate_e4_actor5,14,cross_xy,legacy_stress,3,16291,fail_max_passes,1,False,True,5167,5069,0,0.7837223184565545,-0.7195267286133623,52.42198654667949,63.91512104858791,0.12161333577800242,0.1390448322341922,1.737678294559768,1.6604618545296832,1.2927785794109785,1.1586164225830493,41.936631860167466,30.029081321340005
gate_e4_actor5,14,cross_xy,legacy_stress,2,16194,fail_max_passes,1,False,True,5500,5402,0,0.8376628400168635,-0.797329769633033,51.85339906310874,59.69593709160224,0.1342971943723196,0.12393402611477379,2.0497921868464117,1.941293257383373,1.620805536255461,1.344328016553522,41.71218749746822,29.744754107152772
