mode,split,n,mse,mae,force_mae,feed_mae
normal_curvature20,train,13440,0.0005249233799986541,0.008707727305591106,0.014207418076694012,0.0032080344390124083
normal_curvature20,validation,2880,0.00047095579793676734,0.00848099123686552,0.013680269941687584,0.0032817109022289515
normal_curvature20,test,2880,0.0007811296381987631,0.009255511686205864,0.01525165792554617,0.0032593647483736277
