all_finite,candidate_id,clearcoat_after_um,complete,contact_control_steps,control_steps,created_utc,curvature_radius_m,direction_mode,fallback_steps,first_contact_control_step,force_hard_violated,force_sensor_filtered_max_n,force_sensor_filtered_steady_mean_n,force_sensor_filtered_steady_std_n,force_sensor_raw_max_n,force_tracking_abs_error_steady_mean_n,force_tracking_abs_error_steady_p95_n,force_used_max_n,force_used_mean_n,freeform_seed,gap_tracking_abs_error_steady_mean_m,gap_tracking_abs_error_steady_p95_m,gate,gu_after,gu_before,mesh_triangle_count,mesh_vertex_count,no_contact_removal_errors,normal_aligned_pad,outcome,physics_seed,post_first_contact_rate,quality_ok,ra_after_um,ra_before_um,raw_hard_force_control_steps,roi_center_edge_delta_um,roi_center_removal_mean_um,roi_coverage_fraction,roi_edge_removal_mean_um,roi_removal_cv,roi_removal_max_min_um,roi_removal_mean_um,rz_after_um,rz_before_um,safety_ok,scratch_after_um,scratch_before_um,sensor_fault_control_steps,sensor_matrix_net_abs_delta_mean_n,steady_contact_control_steps,steady_start_control_step,surface_kind,surface_seed,temperature_peak_c,thermal_hard_violated,trace_all_finite,trace_row_count,training_performed,unstable_hard_violated,vertical_pad,vertical_tracking_compensation_m,zero_action,checks_passed,checks_total,f4_candidate_pass
True,cylinder_r0p60_cross,43.21377225634533,True,3207,3307,2026-08-31T15:48:32.845792+00:00,0.6,cross_xy,0,96,False,9.090270042419434,5.741467137043789,0.7528423856138212,9.55787181854248,0.3591275545661104,1.2403164863586422,9.568685531616211,5.564321517944336,0,0.002666815131484466,0.003700508736073971,F4,75.49818246602163,72.75308062734142,3200,1681,0,False,success,20260901,0.9987542821550919,True,0.08259200572712067,0.1097307693050428,0,0.05841720025802247,0.24872322534533442,0.9607,0.19030602508731195,0.2921429803036532,0.3867236894197616,0.20992118584764421,0.731784324685819,0.8456373003843545,True,0.34765002290347047,0.4290214107790902,0,0.0,3167,136,cylinder,31000,26.771901131072052,False,True,3307,False,False,True,0.0005,True,20,20,True
True,flat_cross,43.21470052653353,True,3207,3307,2026-08-31T15:42:42.974584+00:00,100000000.0,cross_xy,0,99,False,7.751195907592773,5.779652106637717,0.08063244902305133,7.595695495605469,0.022810808446153616,0.0648928642272949,7.90669584274292,5.60422420501709,0,0.002684600308485743,0.003843997791409492,F4,75.49527828939708,72.75308062734142,0,0,0,False,success,20260901,0.9996882793017456,True,0.08232469998804763,0.1097307693050428,0,0.0588959998416021,0.25070577934984795,0.9601,0.19180977950824585,0.2950490571719441,0.38780379278228994,0.21163535660017324,0.7307258839093166,0.8456373003843545,True,0.34715992612138524,0.4290214107790902,0,0.0,3167,139,flat,31000,26.801009678758497,False,True,3307,False,False,True,0.0005,True,20,20,True
True,freeform_s0_cross,43.21485751729304,True,3207,3307,2026-08-31T15:45:44.441131+00:00,0.6,cross_xy,0,99,False,9.343507766723633,5.758028940777881,0.6144937523454248,10.586599349975586,0.32107136902709016,1.128217554092407,10.864482879638672,5.588847637176514,0,0.0026878036524526625,0.0038571399636566635,F4,75.49158921078023,72.75308062734142,3200,1681,0,False,success,20260901,0.9996882793017456,True,0.0822201413230722,0.1097307693050428,0,0.05793282968494659,0.24946638834628912,0.9604,0.19153355866134253,0.2943976410030535,0.38446222987848955,0.21106091199604438,0.7302184667271201,0.8456373003843545,True,0.34751886151966593,0.4290214107790902,0,0.0,3167,139,freeform,31000,26.813693066128476,False,True,3307,False,False,True,0.0005,True,20,20,True
True,sphere_r0p60_cross,43.21421798192929,True,3218,3307,2026-08-31T15:51:19.861659+00:00,0.6,cross_xy,0,88,False,11.03386402130127,5.754526047735863,0.6980274122529369,13.538667678833008,0.3423566337536535,1.3112799644470188,11.03386402130127,5.598148345947266,0,0.002647113398926818,0.0036176972091197966,F4,75.503270458425,72.75308062734142,3200,1681,0,False,success,20260901,0.9996893445169307,True,0.08228630621832987,0.1097307693050428,0,0.058049831414536956,0.24991208209277038,0.9627,0.19186225067823343,0.290452755904429,0.387939449530299,0.21140714603156066,0.7313947688626188,0.8456373003843545,True,0.34770543202850074,0.4290214107790902,0,0.0,3178,128,sphere,31000,26.753259626860427,False,True,3307,False,False,True,0.0005,True,20,20,True
