shield_mode,surface_kind,direction_mode,surface_profile,env,profile_seed,outcome,quality_ok,safety_ok,force_hard_violated,thermal_hard_violated,unstable_hard_violated,control_steps,contact_steps,sensor_fault_steps,raw_force_max_n,normal_alignment_error_max_deg,parent_force_action_mean,executed_force_action_mean,parent_feed_action_mean,shield_step_fraction,geometry_risk_mean,geometry_risk_max,force_command_jump_max_n,feed_command_jump_max_mm_s,flat_action_exact_parity,parent_upper_bound_contract,predictive_force_cap_mean,predictive_force_cap_min,force_action_cap_mean,force_action_cap_min,gu_before,gu_final,ra_before_um,ra_final_um,rz_before_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_min_um,temperature_peak_c,before_gu_pass_area_pct,before_tile_gu_pass_area_pct_mean,before_tile_gu_pass_area_pct_min,before_tile_gu_pass_area_pct_p10,before_ra_pass_area_pct,before_tile_ra_pass_area_pct_mean,before_tile_ra_pass_area_pct_min,before_tile_ra_pass_area_pct_p10,before_rz_pass_area_pct,before_tile_rz_pass_area_pct_mean,before_tile_rz_pass_area_pct_min,before_tile_rz_pass_area_pct_p10,before_scratch_pass_area_pct,before_tile_scratch_pass_area_pct_mean,before_tile_scratch_pass_area_pct_min,before_tile_scratch_pass_area_pct_p10,before_all4_pass_area_pct,before_tile_all4_pass_area_pct_mean,before_tile_all4_pass_area_pct_min,before_tile_all4_pass_area_pct_p10,before_clearcoat_pass_area_pct,before_tile_clearcoat_pass_area_pct_mean,before_tile_clearcoat_pass_area_pct_min,before_tile_clearcoat_pass_area_pct_p10,before_temperature_pass_area_pct,before_tile_temperature_pass_area_pct_mean,before_tile_temperature_pass_area_pct_min,before_tile_temperature_pass_area_pct_p10,final_gu_pass_area_pct,final_tile_gu_pass_area_pct_mean,final_tile_gu_pass_area_pct_min,final_tile_gu_pass_area_pct_p10,final_ra_pass_area_pct,final_tile_ra_pass_area_pct_mean,final_tile_ra_pass_area_pct_min,final_tile_ra_pass_area_pct_p10,final_rz_pass_area_pct,final_tile_rz_pass_area_pct_mean,final_tile_rz_pass_area_pct_min,final_tile_rz_pass_area_pct_p10,final_scratch_pass_area_pct,final_tile_scratch_pass_area_pct_mean,final_tile_scratch_pass_area_pct_min,final_tile_scratch_pass_area_pct_p10,final_all4_pass_area_pct,final_tile_all4_pass_area_pct_mean,final_tile_all4_pass_area_pct_min,final_tile_all4_pass_area_pct_p10,final_clearcoat_pass_area_pct,final_tile_clearcoat_pass_area_pct_mean,final_tile_clearcoat_pass_area_pct_min,final_tile_clearcoat_pass_area_pct_p10,final_temperature_pass_area_pct,final_tile_temperature_pass_area_pct_mean,final_tile_temperature_pass_area_pct_min,final_tile_temperature_pass_area_pct_p10
curvature_safety_v2,cylinder,same_xx,legacy_stress,0,40000,fail_force_overload,False,False,True,False,False,543,443,0,9.500350952148438,48.495338439941406,0.6553051551567257,0.12464095853804225,-0.6583418790148108,1.0,0.55383168928736,1.0,1.2132447291963802,1.25,True,True,0.9972375690607734,-0.5,0.13404586195687523,-1.0,53.71319128558401,54.006802226595056,0.11174944583640958,0.1089501325168418,1.8912524029635944,1.885263517479065,1.8578515036350947,1.8525061433361365,41.31052028182847,27.59723285761777,79.64,79.64,37.5,58.35,95.11,95.11,71.0,83.4,100.0,100.0,100.0,100.0,99.51,99.51,96.25,98.2,79.64,79.64,37.5,58.35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,79.66,79.66,37.5,58.35,95.17999999999999,95.18,71.0,83.4,100.0,100.0,100.0,100.0,99.53,99.53,96.25,98.2,79.66,79.66,37.5,58.35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
curvature_safety_v2,cylinder,same_xx,factory_prepolish,1,40000,success,True,True,False,False,False,4812,4712,0,11.642902374267578,48.495338439941406,0.5113212187261207,0.2909891218863813,-0.24687892479507728,1.0,0.5483687699976966,1.0,1.3268070913746426,2.9483358403522537,True,True,0.9981554452785084,-0.5,0.3109068686757884,-1.0,70.73515978216898,74.98597669964786,0.12224960127767467,0.09187771682723275,1.1633130685504443,0.9995450626962504,0.5910620976386651,0.45996337038376633,41.66943073857391,27.87313495747709,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.9,98.75,100.0,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.31,97.31,66.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.31,97.31,66.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
curvature_safety_v2,cylinder,same_xx,factory_prepolish_deep_defect,2,40000,success,True,True,False,False,False,5266,5166,0,13.95544719696045,48.49592208862305,0.6558036304362319,0.29769791402299406,-0.48802649783323554,1.0,0.5475278680977079,1.0,1.373822570874772,2.948315926214063,True,True,0.9980951634211274,-0.5,0.314260853401047,-1.0,65.23049475872075,71.80355254981457,0.12742705911151617,0.10797858313465102,1.4045567538449721,1.2521920874865988,0.8675357318664196,0.6929586805212307,41.670033952953574,28.24984186653928,93.65,93.65,59.25,67.45,99.24,99.24,89.25,99.7,100.0,100.0,100.0,100.0,99.81,99.81,98.5,98.95,93.65,93.65,59.25,67.45,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.93,93.93,61.5,68.0,99.7,99.7,95.5,99.85,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,93.93,93.93,61.5,68.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
curvature_safety_v2,cylinder,same_xx,factory_prepolish_deep_stress,3,40000,success,True,True,False,False,False,5271,5171,0,13.95544719696045,48.49592208862305,0.6548520244602867,0.2967285188370381,-0.49065956801495525,1.0,0.5475178481146645,1.0,1.373822570874772,2.948320794113652,True,True,0.997950685061578,-0.5,0.3142264197652558,-1.0,65.04439703884593,70.98832918701758,0.13072709766768353,0.11272641430105285,1.7768171317622778,1.7524728580598978,1.3045163529444608,1.128602730763712,41.66958932284735,28.249433659109467,93.60000000000001,93.6,58.5,67.3,97.94,97.94,72.75,97.85,100.0,100.0,100.0,100.0,99.81,99.81,98.25,99.05,93.60000000000001,93.6,58.5,67.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.83,93.83,60.25,68.0,98.69,98.69,81.25,99.15,100.0,100.0,100.0,100.0,99.97,99.97,99.25,100.0,93.83,93.83,60.25,68.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
