checkpoint,env,sequence,outcome,disposition,passes,best_observed_pass,best_observed_gu,gu_before,gu_final,ra_final_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_min_um,temperature_peak_c,thermal_damage_peak,quality_ok,safety_ok
finish_rule,54,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,2,68.9,51.15,68.9,0.2099,1.489,1.65,0.499,42.23,35.9,0.008118,False,True
finish_rule,55,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,66.68,49.86,66.68,0.1863,1.69,1.706,0.771,38.02,35.9,0.008117,False,True
finish_rule,56,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,2,66.27,52.94,66.27,0.1547,1.424,1.702,0.644,37.32,35.9,0.008118,False,True
finish_rule,57,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,68.83,49.64,68.83,0.1761,1.656,1.745,0.807,43.0,35.9,0.008118,False,True
finish_rule,58,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,1,65.64,53.96,65.39,0.1411,1.534,1.747,0.699,37.04,35.9,0.008118,False,True
finish_rule,59,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,67.75,51.28,67.75,0.1719,1.542,1.712,0.739,39.21,35.9,0.008118,False,True
finish_rule,60,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,2,64.46,50.63,64.46,0.2146,1.797,1.846,0.733,38.11,35.9,0.009815,False,True
finish_rule,61,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,67.24,51.95,67.24,0.1468,1.396,1.819,0.614,37.39,35.9,0.008118,False,True
finish_rule,62,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,68.61,54.59,68.61,0.1519,1.334,1.69,0.789,38.56,35.9,0.008118,False,True
finish_rule,63,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,66.37,51.97,66.37,0.1496,1.533,1.907,0.718,37.29,35.9,0.008118,False,True
finish_rule,64,0,success,success,2,2,70.28,55.5,70.28,0.1459,1.496,1.664,0.636,40.17,35.9,0.008118,True,True
finish_rule,65,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,66.64,56.75,66.64,0.1524,1.491,1.526,0.718,37.36,35.9,0.008118,False,True
finish_rule,66,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,2,67.49,51.05,67.49,0.1935,1.556,1.614,0.501,38.88,35.9,0.008118,False,True
finish_rule,67,0,fail_quality_regression,best_safe_result_current_process_limit,2,1,67.1,61.56,66.96,0.1498,1.45,1.656,0.678,37.57,35.9,0.008118,False,True
finish_rule,69,0,success,success,2,2,70.04,54.93,70.04,0.1791,1.528,1.642,0.573,45.13,35.9,0.008118,True,True
finish_rule,70,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,68.69,59.19,68.69,0.1597,1.427,1.48,0.589,38.95,35.9,0.008117,False,True
finish_rule,71,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,69.95,51.88,69.95,0.1397,1.489,1.914,0.76,41.36,35.9,0.008117,False,True
finish_rule,72,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,2,66.37,42.81,66.37,0.197,1.641,1.755,0.675,40.52,35.9,0.008909,False,True
finish_rule,73,0,success,success,2,2,70.01,56.17,70.01,0.138,1.26,1.339,0.49,39.39,35.9,0.008118,True,True
finish_rule,74,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,68.91,57.23,68.91,0.1748,1.735,1.897,0.904,41.9,35.9,0.008118,False,True
finish_rule,75,0,fail_quality_regression,best_safe_result_current_process_limit,2,1,68.02,60.43,68.02,0.1302,1.595,1.906,0.962,38.47,35.9,0.008118,False,True
finish_rule,76,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,2,67.67,49.01,67.67,0.1814,1.53,1.424,0.509,39.65,35.9,0.008118,False,True
finish_rule,77,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,68.13,51.93,68.13,0.1858,1.658,1.803,0.763,39.77,35.9,0.008117,False,True
finish_rule,78,0,fail_quality_regression,best_safe_result_current_process_limit,2,1,67.4,58.14,66.73,0.141,1.483,1.449,0.547,37.31,35.9,0.008117,False,True
finish_rule,79,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,2,64.39,48.64,64.39,0.2078,1.743,1.751,0.731,37.45,35.9,0.008117,False,True
finish_rule,80,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,68.39,54.54,68.39,0.1681,1.439,1.828,0.602,39.88,35.9,0.008118,False,True
finish_rule,82,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,2,67.47,46.68,67.47,0.1576,1.456,1.611,0.569,40.47,35.9,0.008119,False,True
finish_rule,83,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,68.31,46.49,68.31,0.1699,1.629,1.864,0.806,40.85,35.9,0.008119,False,True
finish_rule,84,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,69.15,52.63,69.15,0.1456,1.434,1.739,0.713,38.93,35.9,0.008118,False,True
finish_rule,85,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,69.28,57.56,69.28,0.1328,1.514,1.744,0.813,38.79,35.9,0.008118,False,True
finish_rule,86,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,67.03,56.54,67.03,0.1535,1.488,1.675,0.785,37.53,35.9,0.008119,False,True
finish_rule,89,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,1,65.21,57.65,65.05,0.1594,1.496,1.437,0.735,37.21,35.9,0.008118,False,True
finish_rule,90,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,69.15,54.65,69.15,0.1558,1.824,1.937,0.938,44.73,35.9,0.008118,False,True
finish_rule,91,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,2,62.53,51.01,62.53,0.1965,1.649,1.893,0.718,37.08,35.9,0.008118,False,True
finish_rule,92,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,69.98,48.27,69.98,0.1613,1.366,1.509,0.548,44.83,35.9,0.008119,False,True
finish_rule,93,0,success,success,2,2,70.43,62.51,70.43,0.1267,1.19,1.613,0.664,40.06,35.9,0.008119,True,True
finish_rule,95,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,69.25,51.1,69.25,0.1551,1.413,1.496,0.617,39.63,35.9,0.008118,False,True
finish_rule,96,0,fail_finish_not_eligible,best_safe_result_current_process_limit,2,2,67.99,55.15,67.99,0.1675,1.448,1.598,0.724,37.57,35.9,0.008119,False,True
finish_rule,97,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,69.55,66.48,69.55,0.1581,1.674,1.858,1.027,39.97,35.9,0.008118,False,True
finish_rule,98,0,fail_quality_regression,best_safe_result_current_process_limit,2,1,69.53,61.88,68.33,0.1204,0.896,0.995,0.256,37.48,35.9,0.008118,False,True
finish_rule,99,0,fail_quality_regression,best_safe_result_current_process_limit,2,2,69.89,60.02,69.89,0.1468,1.881,1.914,0.927,41.69,35.9,0.008118,False,True
finish_rule,2,0,fail_max_passes,best_safe_result_current_process_limit,3,2,69.01,51.5,68.13,0.1226,1.201,1.457,0.394,38.47,35.9,0.008119,False,True
finish_rule,5,0,fail_max_passes,best_safe_result_current_process_limit,3,2,68.36,50.47,68.11,0.1752,1.4,1.505,0.327,39.53,35.9,0.008118,False,True
finish_rule,16,0,success,success,3,3,70.15,47.72,70.15,0.1839,1.438,1.764,0.487,46.45,35.9,0.008119,True,True
finish_rule,19,0,fail_max_passes,best_safe_result_current_process_limit,3,3,69.07,51.81,69.07,0.1807,1.489,1.601,0.346,42.17,35.9,0.008118,False,True
finish_rule,27,0,fail_max_passes,best_safe_result_current_process_limit,3,2,69.04,53.1,68.02,0.1373,1.26,1.491,0.612,37.39,35.9,0.008118,False,True
finish_rule,35,0,fail_max_passes,best_safe_result_current_process_limit,3,2,68.73,47.67,68.55,0.1551,1.359,1.568,0.478,39.73,35.9,0.008118,False,True
finish_rule,40,0,fail_max_passes,best_safe_result_current_process_limit,3,2,68.06,51.08,67.51,0.1662,1.42,1.725,0.517,38.38,35.9,0.008118,False,True
finish_rule,42,0,success,success,3,3,70.01,58.2,70.01,0.171,1.858,1.942,0.584,46.46,35.9,0.008118,True,True
finish_rule,68,0,fail_max_passes,best_safe_result_current_process_limit,3,3,69.24,47.79,69.24,0.1956,1.555,1.836,0.56,45.32,35.9,0.008118,False,True
finish_rule,87,0,fail_max_passes,best_safe_result_current_process_limit,3,2,69.24,54.17,68.03,0.1402,1.121,1.396,0.195,37.74,35.9,0.008118,False,True
finish_rule,88,0,fail_max_passes,best_safe_result_current_process_limit,3,2,68.16,51.84,68.14,0.1683,1.383,1.664,0.446,40.84,35.9,0.008118,False,True
