checkpoint,env,sequence,pass,tile_x,tile_y,gu_current,gu_optimistic_ceiling,ceiling_margin_to_target,clearcoat_min_um,limiting_term_current,disposition
finish_rule,32,0,1,0,0,75.391,77.008,7.008,48.908,q_uniformity,target_met
finish_rule,32,0,1,0,1,72.956,76.804,6.804,48.691,q_scratch,target_met
finish_rule,32,0,1,0,2,71.538,76.702,6.702,48.584,q_scratch,target_met
finish_rule,32,0,1,0,3,74.564,76.561,6.561,48.436,q_clearcoat,target_met
finish_rule,32,0,1,0,4,74.971,76.594,6.594,48.471,q_uniformity,target_met
finish_rule,32,0,1,1,0,74.635,76.75,6.75,48.634,q_uniformity,target_met
finish_rule,32,0,1,1,1,75.875,76.71,6.71,48.592,q_clearcoat,target_met
finish_rule,32,0,1,1,2,75.797,76.617,6.617,48.495,q_clearcoat,target_met
finish_rule,32,0,1,1,3,74.12,76.444,6.444,48.315,q_clearcoat,target_met
finish_rule,32,0,1,1,4,69.138,76.467,6.467,48.339,q_scratch,plausible_rework_candidate
finish_rule,32,0,1,2,0,74.596,76.721,6.721,48.603,q_uniformity,target_met
finish_rule,32,0,1,2,1,73.387,76.669,6.669,48.549,q_scratch,target_met
finish_rule,32,0,1,2,2,72.846,76.4,6.4,48.269,q_uniformity,target_met
finish_rule,32,0,1,2,3,69.748,76.433,6.433,48.304,q_scratch,plausible_rework_candidate
finish_rule,32,0,1,2,4,69.71,76.474,6.474,48.328,q_scratch,plausible_rework_candidate
finish_rule,32,0,1,3,0,75.153,76.772,6.772,48.658,q_uniformity,target_met
finish_rule,32,0,1,3,1,75.43,76.548,6.548,48.422,q_clearcoat,target_met
finish_rule,32,0,1,3,2,69.068,76.51,6.51,48.383,q_scratch,plausible_rework_candidate
finish_rule,32,0,1,3,3,66.654,76.066,6.066,47.897,q_scratch,plausible_rework_candidate
finish_rule,32,0,1,3,4,74.97,76.146,6.146,47.668,q_clearcoat,target_met
finish_rule,32,0,1,4,0,75.052,76.827,6.827,48.627,q_uniformity,target_met
finish_rule,32,0,1,4,1,75.667,76.572,6.572,48.443,q_clearcoat,target_met
finish_rule,32,0,1,4,2,75.062,76.516,6.516,48.378,q_uniformity,target_met
finish_rule,32,0,1,4,3,75.023,76.16,6.16,47.68,q_clearcoat,target_met
finish_rule,32,0,1,4,4,74.865,76.48,6.48,47.505,q_uniformity,target_met
finish_rule,36,0,1,0,0,74.249,76.806,6.806,48.693,q_uniformity,target_met
finish_rule,36,0,1,0,1,74.318,76.064,6.064,47.448,q_clearcoat,target_met
finish_rule,36,0,1,0,2,74.164,75.636,5.636,45.668,q_clearcoat,target_met
finish_rule,36,0,1,0,3,74.139,75.576,5.576,44.415,q_clearcoat,target_met
finish_rule,36,0,1,0,4,60.417,76.153,6.153,44.166,q_ra,plausible_rework_candidate
finish_rule,36,0,1,1,0,76.114,76.926,6.926,48.821,q_clearcoat,target_met
finish_rule,36,0,1,1,1,75.02,76.02,6.02,47.427,q_clearcoat,target_met
finish_rule,36,0,1,1,2,74.592,75.539,5.539,45.671,q_clearcoat,target_met
finish_rule,36,0,1,1,3,74.731,75.367,5.367,44.407,q_clearcoat,target_met
finish_rule,36,0,1,1,4,60.299,75.878,5.878,44.162,q_scratch,plausible_rework_candidate
finish_rule,36,0,1,2,0,75.153,76.828,6.828,48.717,q_uniformity,target_met
finish_rule,36,0,1,2,1,74.93,75.891,5.891,47.329,q_clearcoat,target_met
finish_rule,36,0,1,2,2,55.014,75.513,5.513,45.781,q_scratch,plausible_rework_candidate
finish_rule,36,0,1,2,3,66.153,75.404,5.404,44.667,q_scratch,plausible_rework_candidate
finish_rule,36,0,1,2,4,72.3,75.907,5.907,44.489,q_scratch,target_met
finish_rule,36,0,1,3,0,75.397,76.72,6.72,48.602,q_uniformity,target_met
finish_rule,36,0,1,3,1,62.611,76.074,6.074,47.526,q_scratch,plausible_rework_candidate
finish_rule,36,0,1,3,2,63.19,75.527,5.527,45.921,q_scratch,plausible_rework_candidate
finish_rule,36,0,1,3,3,71.577,75.656,5.656,45.102,q_scratch,target_met
finish_rule,36,0,1,3,4,72.13,75.932,5.932,44.875,q_scratch,target_met
finish_rule,36,0,1,4,0,74.615,76.731,6.731,48.614,q_uniformity,target_met
finish_rule,36,0,1,4,1,74.867,76.107,6.107,47.567,q_clearcoat,target_met
finish_rule,36,0,1,4,2,72.693,75.771,5.771,46.214,q_clearcoat,target_met
finish_rule,36,0,1,4,3,71.802,75.743,5.743,45.318,q_scratch,target_met
finish_rule,36,0,1,4,4,70.136,75.98,5.98,45.085,q_scratch,target_met
finish_rule,43,0,1,0,0,75.1,76.674,6.674,45.586,q_uniformity,target_met
finish_rule,43,0,1,0,1,74.818,76.196,6.196,45.583,q_clearcoat,target_met
finish_rule,43,0,1,0,2,74.704,76.108,6.108,46.014,q_clearcoat,target_met
finish_rule,43,0,1,0,3,69.031,76.022,6.022,46.31,q_scratch,plausible_rework_candidate
finish_rule,43,0,1,0,4,69.682,76.085,6.085,46.531,q_scratch,plausible_rework_candidate
finish_rule,43,0,1,1,0,74.542,75.982,5.982,44.593,q_clearcoat,target_met
finish_rule,43,0,1,1,1,74.592,75.859,5.859,44.805,q_clearcoat,target_met
finish_rule,43,0,1,1,2,73.141,75.497,5.497,44.91,q_clearcoat,target_met
finish_rule,43,0,1,1,3,72.938,75.565,5.565,45.232,q_clearcoat,target_met
finish_rule,43,0,1,1,4,71.436,75.52,5.52,45.305,q_scratch,target_met
finish_rule,43,0,1,2,0,73.606,75.66,5.66,43.61,q_clearcoat,target_met
finish_rule,43,0,1,2,1,74.604,75.468,5.468,43.651,q_clearcoat,target_met
finish_rule,43,0,1,2,2,74.378,74.965,4.965,43.499,q_clearcoat,target_met
finish_rule,43,0,1,2,3,62.65,74.853,4.853,43.516,q_scratch,plausible_rework_candidate
finish_rule,43,0,1,2,4,68.517,74.791,4.791,43.488,q_scratch,plausible_rework_candidate
finish_rule,43,0,1,3,0,73.023,75.379,5.379,42.628,q_clearcoat,target_met
finish_rule,43,0,1,3,1,74.049,74.928,4.928,42.384,q_clearcoat,target_met
finish_rule,43,0,1,3,2,61.104,74.7,4.7,42.229,q_scratch,plausible_rework_candidate
finish_rule,43,0,1,3,3,61.828,74.459,4.459,42.004,q_scratch,plausible_rework_candidate
finish_rule,43,0,1,3,4,73.445,74.248,4.248,41.839,q_clearcoat,target_met
finish_rule,43,0,1,4,0,71.543,75.714,5.714,42.294,q_scratch,target_met
finish_rule,43,0,1,4,1,74.665,75.495,5.495,42.097,q_clearcoat,target_met
finish_rule,43,0,1,4,2,73.922,75.305,5.305,41.823,q_clearcoat,target_met
finish_rule,43,0,1,4,3,73.12,74.851,4.851,41.362,q_clearcoat,target_met
finish_rule,43,0,1,4,4,73.556,75.223,5.223,41.413,q_clearcoat,target_met
finish_rule,81,0,1,0,0,75.041,76.925,6.925,48.819,q_uniformity,target_met
finish_rule,81,0,1,0,1,64.686,76.778,6.778,48.664,q_scratch,plausible_rework_candidate
finish_rule,81,0,1,0,2,58.697,76.658,6.658,48.538,q_scratch,plausible_rework_candidate
finish_rule,81,0,1,0,3,64.593,76.527,6.527,48.401,q_scratch,plausible_rework_candidate
finish_rule,81,0,1,0,4,61.871,76.53,6.53,48.404,q_scratch,plausible_rework_candidate
finish_rule,81,0,1,1,0,74.387,76.69,6.69,48.571,q_uniformity,target_met
finish_rule,81,0,1,1,1,65.027,76.587,6.587,48.463,q_scratch,plausible_rework_candidate
finish_rule,81,0,1,1,2,68.987,76.588,6.588,48.465,q_scratch,plausible_rework_candidate
finish_rule,81,0,1,1,3,71.711,76.463,6.463,48.335,q_scratch,target_met
finish_rule,81,0,1,1,4,75.389,76.485,6.485,48.357,q_clearcoat,target_met
finish_rule,81,0,1,2,0,73.921,76.709,6.709,48.591,q_uniformity,target_met
finish_rule,81,0,1,2,1,72.659,76.599,6.599,48.475,q_scratch,target_met
finish_rule,81,0,1,2,2,70.212,76.556,6.556,48.431,q_scratch,target_met
finish_rule,81,0,1,2,3,71.5,76.406,6.406,48.275,q_scratch,target_met
finish_rule,81,0,1,2,4,71.734,76.486,6.486,48.358,q_scratch,target_met
finish_rule,81,0,1,3,0,73.071,76.701,6.701,48.583,q_scratch,target_met
finish_rule,81,0,1,3,1,74.03,76.569,6.569,48.445,q_scratch,target_met
finish_rule,81,0,1,3,2,68.962,76.547,6.547,48.422,q_scratch,plausible_rework_candidate
finish_rule,81,0,1,3,3,67.912,76.346,6.346,48.221,q_scratch,plausible_rework_candidate
finish_rule,81,0,1,3,4,75.039,76.418,6.418,48.377,q_clearcoat,target_met
finish_rule,81,0,1,4,0,75.291,76.74,6.74,48.624,q_uniformity,target_met
finish_rule,81,0,1,4,1,67.122,76.706,6.706,48.588,q_scratch,plausible_rework_candidate
finish_rule,81,0,1,4,2,59.659,76.675,6.675,48.555,q_scratch,plausible_rework_candidate
finish_rule,81,0,1,4,3,74.485,76.422,6.422,48.3,q_uniformity,target_met
finish_rule,81,0,1,4,4,75.034,76.483,6.483,48.423,q_uniformity,target_met
finish_rule,94,0,1,0,0,65.653,76.352,6.352,45.548,q_scratch,plausible_rework_candidate
finish_rule,94,0,1,0,1,63.625,76.215,6.215,45.56,q_scratch,plausible_rework_candidate
finish_rule,94,0,1,0,2,63.655,76.012,6.012,45.4,q_scratch,plausible_rework_candidate
finish_rule,94,0,1,0,3,60.858,75.871,5.871,45.058,q_scratch,plausible_rework_candidate
finish_rule,94,0,1,0,4,74.548,76.123,6.123,44.995,q_clearcoat,target_met
finish_rule,94,0,1,1,0,74.017,75.652,5.652,44.196,q_clearcoat,target_met
finish_rule,94,0,1,1,1,73.01,75.36,5.36,44.168,q_clearcoat,target_met
finish_rule,94,0,1,1,2,74.277,75.387,5.387,44.296,q_clearcoat,target_met
finish_rule,94,0,1,1,3,74.365,75.237,5.237,44.066,q_clearcoat,target_met
finish_rule,94,0,1,1,4,70.356,75.52,5.52,44.078,q_scratch,target_met
finish_rule,94,0,1,2,0,73.894,74.942,4.942,42.455,q_clearcoat,target_met
finish_rule,94,0,1,2,1,71.559,74.428,4.428,42.408,q_clearcoat,target_met
finish_rule,94,0,1,2,2,73.475,74.852,4.852,42.908,q_clearcoat,target_met
finish_rule,94,0,1,2,3,69.958,74.548,4.548,42.729,q_clearcoat,plausible_rework_candidate
finish_rule,94,0,1,2,4,68.501,74.748,4.748,42.749,q_uniformity,plausible_rework_candidate
finish_rule,94,0,1,3,0,73.225,74.283,4.283,40.861,q_clearcoat,target_met
finish_rule,94,0,1,3,1,73.104,74.505,4.505,41.298,q_clearcoat,target_met
finish_rule,94,0,1,3,2,73.441,74.126,4.126,41.441,q_clearcoat,target_met
finish_rule,94,0,1,3,3,73.455,74.376,4.376,41.688,q_clearcoat,target_met
finish_rule,94,0,1,3,4,67.884,74.389,4.389,41.688,q_uniformity,plausible_rework_candidate
finish_rule,94,0,1,4,0,74.109,75.2,5.2,40.489,q_clearcoat,target_met
finish_rule,94,0,1,4,1,73.194,74.646,4.646,40.623,q_clearcoat,target_met
finish_rule,94,0,1,4,2,68.847,74.696,4.696,41.05,q_scratch,plausible_rework_candidate
finish_rule,94,0,1,4,3,67.951,75.12,5.12,41.428,q_scratch,plausible_rework_candidate
finish_rule,94,0,1,4,4,64.61,75.184,5.184,41.466,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,0,0,44.872,75.018,5.018,38.966,q_ra,plausible_rework_candidate
finish_rule,0,0,1,0,1,54.157,73.836,3.836,38.604,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,0,2,57.33,73.386,3.386,38.473,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,0,3,58.839,73.436,3.436,38.488,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,0,4,71.617,73.439,3.439,38.489,q_clearcoat,target_met
finish_rule,0,0,1,1,0,50.929,73.906,3.906,38.625,q_ra,plausible_rework_candidate
finish_rule,0,0,1,1,1,52.317,73.35,3.35,38.463,q_ra,plausible_rework_candidate
finish_rule,0,0,1,1,2,59.292,72.799,2.799,38.308,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,1,3,51.418,72.834,2.834,38.318,q_ra,plausible_rework_candidate
finish_rule,0,0,1,1,4,63.768,72.773,2.773,38.301,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,2,0,54.455,73.731,3.731,38.573,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,2,1,49.462,73.367,3.367,38.468,q_ra,plausible_rework_candidate
finish_rule,0,0,1,2,2,68.194,73.229,3.229,38.428,q_clearcoat,plausible_rework_candidate
finish_rule,0,0,1,2,3,67.715,72.808,2.808,38.31,q_clearcoat,plausible_rework_candidate
finish_rule,0,0,1,2,4,52.901,72.842,2.842,38.32,q_ra,plausible_rework_candidate
finish_rule,0,0,1,3,0,66.099,73.596,3.596,38.534,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,3,1,61.199,73.301,3.301,38.449,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,3,2,63.429,72.658,2.658,38.269,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,3,3,67.133,72.886,2.886,38.334,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,3,4,60.87,72.885,2.885,38.354,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,4,0,72.423,73.943,3.943,38.636,q_clearcoat,target_met
finish_rule,0,0,1,4,1,72.371,73.593,3.593,38.533,q_clearcoat,target_met
finish_rule,0,0,1,4,2,67.656,73.552,3.552,38.521,q_scratch,plausible_rework_candidate
finish_rule,0,0,1,4,3,53.545,73.114,3.114,38.398,q_ra,plausible_rework_candidate
finish_rule,0,0,1,4,4,63.967,73.106,3.106,38.411,q_scratch,plausible_rework_candidate
finish_rule,0,0,2,0,0,50.927,72.084,2.084,38.114,q_ra,plausible_rework_candidate
finish_rule,0,0,2,0,1,60.1,69.826,-0.174,37.558,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,0,2,62.194,68.951,-1.049,37.364,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,0,3,61.964,68.951,-1.049,37.364,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,0,4,66.469,68.947,-1.053,37.364,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,1,0,56.906,70.087,0.087,37.619,q_clearcoat,plausible_rework_candidate
finish_rule,0,0,2,1,1,59.252,69.078,-0.922,37.392,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,1,2,61.82,67.879,-2.121,37.142,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,1,3,58.379,67.933,-2.067,37.153,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,1,4,63.003,67.787,-2.213,37.124,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,2,0,61.742,69.749,-0.251,37.541,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,2,1,56.087,69.094,-0.906,37.395,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,2,2,66.545,68.735,-1.265,37.318,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,2,3,65.693,67.872,-2.128,37.141,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,2,4,60.482,67.925,-2.075,37.151,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,3,0,66.411,69.517,-0.483,37.489,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,3,1,62.357,69.065,-0.935,37.389,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,3,2,62.931,67.722,-2.278,37.111,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,3,3,66.105,68.169,-1.831,37.202,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,3,4,62.687,68.125,-1.875,37.206,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,4,0,68.057,69.936,-0.064,37.584,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,4,1,68.105,69.379,-0.621,37.458,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,4,2,67.251,69.345,-0.655,37.451,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,4,3,61.428,68.426,-1.574,37.255,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,0,0,2,4,4,63.624,68.448,-1.552,37.27,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,1,0,1,0,0,60.477,75.711,5.711,41.019,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,0,1,70.056,74.682,4.682,40.27,q_scratch,target_met
finish_rule,1,0,1,0,2,67.08,73.46,3.46,39.265,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,0,3,59.731,73.166,3.166,38.566,q_ra,plausible_rework_candidate
finish_rule,1,0,1,0,4,67.417,73.482,3.482,38.501,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,1,0,65.311,75.068,5.068,41.094,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,1,1,64.491,73.922,3.922,40.215,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,1,2,72.169,72.912,2.912,39.221,q_clearcoat,target_met
finish_rule,1,0,1,1,3,63.798,72.222,2.222,38.357,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,1,4,64.016,72.922,2.922,38.342,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,2,0,73.22,74.582,4.582,41.529,q_clearcoat,target_met
finish_rule,1,0,1,2,1,64.609,73.699,3.699,40.589,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,2,2,63.922,72.874,2.874,39.452,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,2,3,54.833,71.63,1.63,38.277,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,2,4,57.542,72.791,2.791,38.306,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,3,0,68.246,74.754,4.754,42.401,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,3,1,67.39,73.617,3.617,41.078,q_scratch,plausible_rework_candidate
finish_rule,1,0,1,3,2,67.015,72.996,2.996,39.751,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,1,3,3,65.616,71.584,1.584,38.316,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,1,3,4,71.586,72.834,2.834,38.34,q_clearcoat,target_met
finish_rule,1,0,1,4,0,73.496,75.436,5.436,43.38,q_clearcoat,target_met
finish_rule,1,0,1,4,1,73.777,74.548,4.548,41.941,q_clearcoat,target_met
finish_rule,1,0,1,4,2,71.489,72.953,2.953,39.891,q_clearcoat,target_met
finish_rule,1,0,1,4,3,70.845,71.887,1.887,38.414,q_clearcoat,target_met
finish_rule,1,0,1,4,4,71.178,73.031,3.031,38.39,q_clearcoat,target_met
finish_rule,1,0,2,0,0,64.118,74.009,4.009,40.251,q_scratch,plausible_rework_candidate
finish_rule,1,0,2,0,1,69.954,72.462,2.462,39.389,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,2,0,2,66.505,70.639,0.639,38.356,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,2,0,3,64.416,69.528,-0.472,37.604,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,1,0,2,0,4,65.975,69.65,-0.35,37.519,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,1,0,2,1,0,67.739,73.313,3.313,40.283,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,2,1,1,66.035,71.665,1.665,39.318,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,2,1,2,69.176,70.037,0.037,38.295,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,2,1,3,63.455,68.401,-1.599,37.396,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,1,0,2,1,4,64.008,68.865,-1.135,37.346,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,1,0,2,2,0,71.253,72.826,2.826,40.652,q_clearcoat,target_met
finish_rule,1,0,2,2,1,66.262,71.607,1.607,39.689,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,2,2,2,64.993,70.184,0.184,38.533,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,2,2,3,59.181,67.591,-2.409,37.281,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,1,0,2,2,4,62.356,68.733,-1.267,37.318,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,1,0,2,3,0,69.457,73.206,3.206,41.522,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,2,3,1,68.247,71.689,1.689,40.17,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,2,3,2,67.333,70.506,0.506,38.839,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,2,3,3,65.087,67.655,-2.345,37.331,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,1,0,2,3,4,67.541,68.865,-1.135,37.362,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,1,0,2,4,0,71.858,74.088,4.088,42.519,q_clearcoat,target_met
finish_rule,1,0,2,4,1,72.227,72.961,2.961,41.093,q_clearcoat,target_met
finish_rule,1,0,2,4,2,68.812,70.383,0.383,38.924,q_clearcoat,plausible_rework_candidate
finish_rule,1,0,2,4,3,67.012,68.052,-1.948,37.426,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,1,0,2,4,4,66.757,69.022,-0.978,37.392,q_clearcoat,current_clearcoat_or_thermal_limit
finish_rule,3,0,1,0,0,70.941,76.604,6.604,44.101,q_scratch,target_met
finish_rule,3,0,1,0,1,67.152,75.976,5.976,44.424,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,0,2,52.635,75.792,5.792,45.337,q_ra,plausible_rework_candidate
finish_rule,3,0,1,0,3,54.862,76.037,6.037,46.403,q_ra,plausible_rework_candidate
finish_rule,3,0,1,0,4,68.951,76.402,6.402,47.178,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,1,0,69.19,75.792,5.792,44.419,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,1,1,70.955,75.426,5.426,44.778,q_scratch,target_met
finish_rule,3,0,1,1,2,71.321,75.483,5.483,45.733,q_scratch,target_met
finish_rule,3,0,1,1,3,57.408,75.574,5.574,46.591,q_ra,plausible_rework_candidate
finish_rule,3,0,1,1,4,53.183,76.027,6.027,47.437,q_ra,plausible_rework_candidate
finish_rule,3,0,1,2,0,74.127,75.867,5.867,45.675,q_clearcoat,target_met
finish_rule,3,0,1,2,1,65.114,75.503,5.503,45.863,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,2,2,53.962,75.466,5.466,46.585,q_ra,plausible_rework_candidate
finish_rule,3,0,1,2,3,62.52,75.948,5.948,47.67,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,2,4,66.07,76.413,6.413,48.28,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,3,0,56.737,76.28,6.28,46.956,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,3,1,57.419,75.937,5.937,47.022,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,3,2,68.693,75.967,5.967,47.658,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,3,3,60.312,76.373,6.373,48.25,q_ra,plausible_rework_candidate
finish_rule,3,0,1,3,4,66.522,76.351,6.351,48.307,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,4,0,65.759,76.661,6.661,47.739,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,4,1,74.711,76.31,6.31,47.725,q_clearcoat,target_met
finish_rule,3,0,1,4,2,63.683,76.362,6.362,48.204,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,4,3,58.952,76.43,6.43,48.309,q_scratch,plausible_rework_candidate
finish_rule,3,0,1,4,4,63.942,76.494,6.494,48.434,q_scratch,plausible_rework_candidate
finish_rule,3,0,2,0,0,70.892,75.542,5.542,43.375,q_uniformity,target_met
finish_rule,3,0,2,0,1,69.757,74.672,4.672,43.496,q_clearcoat,plausible_rework_candidate
finish_rule,3,0,2,0,2,62.82,74.323,4.323,44.192,q_uniformity,plausible_rework_candidate
finish_rule,3,0,2,0,3,65.776,74.536,4.536,45.119,q_uniformity,plausible_rework_candidate
finish_rule,3,0,2,0,4,69.945,75.022,5.022,45.922,q_clearcoat,plausible_rework_candidate
finish_rule,3,0,2,1,0,69.374,74.458,4.458,43.467,q_clearcoat,plausible_rework_candidate
finish_rule,3,0,2,1,1,71.424,73.965,3.965,43.693,q_clearcoat,target_met
finish_rule,3,0,2,1,2,71.52,74.082,4.082,44.59,q_clearcoat,target_met
finish_rule,3,0,2,1,3,66.968,74.138,4.138,45.329,q_uniformity,plausible_rework_candidate
finish_rule,3,0,2,1,4,64.421,74.647,4.647,46.145,q_uniformity,plausible_rework_candidate
finish_rule,3,0,2,2,0,72.061,74.439,4.439,44.526,q_clearcoat,target_met
finish_rule,3,0,2,2,1,67.832,74.108,4.108,44.711,q_scratch,plausible_rework_candidate
finish_rule,3,0,2,2,2,66.081,74.072,4.072,45.357,q_uniformity,plausible_rework_candidate
finish_rule,3,0,2,2,3,68.005,74.545,4.545,46.331,q_uniformity,plausible_rework_candidate
finish_rule,3,0,2,2,4,69.15,75.037,5.037,46.914,q_uniformity,plausible_rework_candidate
finish_rule,3,0,2,3,0,66.542,74.993,4.993,45.8,q_scratch,plausible_rework_candidate
finish_rule,3,0,2,3,1,66.186,74.647,4.647,45.85,q_scratch,plausible_rework_candidate
finish_rule,3,0,2,3,2,70.447,74.703,4.703,46.448,q_clearcoat,target_met
finish_rule,3,0,2,3,3,67.82,75.017,5.017,46.926,q_uniformity,plausible_rework_candidate
finish_rule,3,0,2,3,4,69.068,74.897,4.897,46.951,q_uniformity,plausible_rework_candidate
finish_rule,3,0,2,4,0,70.386,75.398,5.398,46.537,q_scratch,target_met
finish_rule,3,0,2,4,1,72.076,75.037,5.037,46.508,q_clearcoat,target_met
finish_rule,3,0,2,4,2,68.797,75.135,5.135,46.987,q_uniformity,plausible_rework_candidate
finish_rule,3,0,2,4,3,67.987,75.085,5.085,46.981,q_uniformity,plausible_rework_candidate
finish_rule,3,0,2,4,4,69.101,75.138,5.138,47.113,q_uniformity,plausible_rework_candidate
finish_rule,4,0,1,0,0,74.016,75.978,5.978,43.559,q_uniformity,target_met
finish_rule,4,0,1,0,1,68.831,74.891,4.891,42.14,q_scratch,plausible_rework_candidate
finish_rule,4,0,1,0,2,68.676,73.604,3.604,40.326,q_clearcoat,plausible_rework_candidate
finish_rule,4,0,1,0,3,68.25,72.3,2.3,38.719,q_clearcoat,plausible_rework_candidate
finish_rule,4,0,1,0,4,61.568,73.666,3.666,38.572,q_scratch,plausible_rework_candidate
finish_rule,4,0,1,1,0,75.029,75.986,5.986,43.552,q_clearcoat,target_met
finish_rule,4,0,1,1,1,73.716,74.798,4.798,42.203,q_clearcoat,target_met
finish_rule,4,0,1,1,2,57.425,73.032,3.032,40.375,q_scratch,plausible_rework_candidate
finish_rule,4,0,1,1,3,52.183,71.745,1.745,39.005,q_ra,plausible_rework_candidate
finish_rule,4,0,1,1,4,63.893,72.198,2.198,38.616,q_scratch,plausible_rework_candidate
finish_rule,4,0,1,2,0,54.88,75.917,5.917,43.615,q_scratch,plausible_rework_candidate
finish_rule,4,0,1,2,1,61.298,74.912,4.912,42.559,q_scratch,plausible_rework_candidate
finish_rule,4,0,1,2,2,65.856,74.241,4.241,41.533,q_scratch,plausible_rework_candidate
finish_rule,4,0,1,2,3,64.633,73.232,3.232,40.415,q_scratch,plausible_rework_candidate
finish_rule,4,0,1,2,4,56.219,73.256,3.256,40.046,q_ra,plausible_rework_candidate
