checkpoint,env,sequence,pass,tile_x,tile_y,gu_current,gu_optimistic_ceiling,gu_if_min_baseline,gu_if_cellwise_worst,gu_ceiling_if_min_baseline,gu_ceiling_if_cellwise_worst,ceiling_margin_to_target,q_clearcoat_current,q_clearcoat_min_baseline,q_clearcoat_cellwise_worst,clearcoat_initial_min_um,clearcoat_initial_mean_um,clearcoat_min_um,limiting_term_current,disposition
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,0,0,68.675,78.0,68.675,68.675,78.0,78.0,8.0,0.89015,0.899185,0.887436,41.074,41.187,39.958,q_scratch,plausible_rework_candidate
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,0,1,76.079,78.0,76.079,76.079,78.0,78.0,8.0,0.882009,0.889251,0.879775,41.265,41.357,40.017,q_uniformity,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,0,2,75.105,78.0,75.105,75.105,78.0,78.0,8.0,0.846659,0.867805,0.860256,41.048,41.324,39.587,q_uniformity,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,0,3,72.636,77.999,72.636,72.636,77.999,77.999,7.999,0.836723,0.872384,0.854987,40.462,40.908,39.127,q_scratch,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,0,4,70.756,77.964,70.756,70.756,77.964,77.964,7.964,0.85369,0.880819,0.855238,40.14,40.462,38.932,q_scratch,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,1,0,64.889,78.0,64.889,64.889,78.0,78.0,8.0,0.87355,0.898263,0.878025,40.691,40.993,39.603,q_scratch,plausible_rework_candidate
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,1,1,65.251,77.996,65.251,65.251,77.996,77.996,7.996,0.855554,0.881579,0.877734,41.103,41.441,39.788,q_scratch,plausible_rework_candidate
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,1,2,72.161,78.0,72.161,72.161,78.0,78.0,8.0,0.845569,0.871633,0.871633,41.486,41.84,40.011,q_scratch,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,1,3,76.074,77.985,76.074,76.074,77.985,77.985,7.985,0.8084,0.861626,0.859391,41.106,41.838,39.57,q_uniformity,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,1,4,59.783,77.764,59.783,59.783,77.764,77.764,7.764,0.79731,0.854028,0.845539,40.866,41.639,39.279,q_scratch,plausible_rework_candidate
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,2,0,75.832,78.0,75.832,75.832,78.0,78.0,8.0,0.841205,0.883187,0.862426,40.0,40.499,38.832,q_uniformity,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,2,1,65.758,78.0,65.758,65.758,78.0,78.0,8.0,0.820437,0.877912,0.862445,40.649,41.396,39.349,q_scratch,plausible_rework_candidate
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,2,2,71.661,78.0,71.661,71.661,78.0,78.0,8.0,0.838159,0.879279,0.865518,41.914,42.498,40.475,q_scratch,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,2,3,72.632,77.952,72.632,72.632,77.952,77.952,7.952,0.835372,0.881733,0.861017,42.477,43.17,41.002,q_scratch,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,2,4,65.885,77.663,65.885,65.885,77.663,77.663,7.663,0.81706,0.871278,0.869829,42.54,43.372,40.926,q_scratch,plausible_rework_candidate
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,3,0,75.208,78.0,75.208,75.208,78.0,78.0,8.0,0.865831,0.869382,0.863399,40.0,40.041,38.694,q_uniformity,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,3,1,76.815,78.0,76.815,76.815,78.0,78.0,8.0,0.788016,0.871555,0.86221,40.036,41.1,38.747,q_uniformity,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,3,2,71.542,78.0,71.542,71.542,78.0,78.0,8.0,0.813143,0.870244,0.867271,42.075,42.923,40.508,q_scratch,target_met
"model_bc_robot_tesla12p7.pt+finish(force=-1.000,feed=8.000)",6,0,1,3,3,71.865,77.584,71.865,71.865,77.584,77.584,7.584,0.832434,0.882667,0.879501,43.472,44.285,41.892,q_scratch,target_met
