checkpoint,env,sequence,pass,decision,base_force_n,force_cmd_mean_n,force_used_mean_n,force_used_max_n,force_action_mean,feed_cmd_mean_mm_s,feed_action_mean,fallback_steps,gu_before,gu_after,ra_before_um,ra_after_um,rz_before_um,rz_after_um,scratch_before_um,scratch_after_um,clearcoat_before_um,clearcoat_after_um,clearcoat_removed_um,clearcoat_budget_um,temperature_peak_c,thermal_damage_peak,shortfall_ratio,removal_per_force_um_n,desired_extra_force_n,max_extra_force_n,next_base_force_n,quality_ok,safety_ok
finish_rule,32,0,1,success,5.7779998779296875,5.777801513671875,5.659215450286865,6.929739952087402,0.0,5.945709068328142,0.0,0,63.60848644907397,73.44859029433134,0.11452442958641071,0.10878930360714552,1.4234138821280087,0.9014957428429464,1.0311235174833815,0.4735347279433031,48.75134409548239,47.50454447691033,1.2467996185720551,12.504544476910333,35.90277408011025,0.008118307720538688,0.0,0.22031315639500082,,,,True,True
finish_rule,36,0,1,success,5.7779998779296875,5.777801513671875,5.659215927124023,6.92963981628418,0.0,5.945709068328142,0.0,0,61.51396877760567,70.82440901902471,0.1263882941401091,0.11107177413687677,2.068072394218118,1.5355539188079375,1.6263320341187917,1.0122584170872773,45.38696831443056,44.16246522426672,1.224503090163843,9.162465224266718,35.90281035846833,0.008118284153765847,0.0,0.21637327607432846,,,,True,True
finish_rule,43,0,1,success,5.7779998779296875,5.777801513671875,5.659206867218018,6.928823947906494,0.0,5.945709068328142,0.0,0,63.13408533233336,71.75982488216773,0.10814429985433101,0.10236575799489868,1.6396451935553995,1.1690983806783133,1.6449862832610924,1.03101569876228,42.64540310134335,41.361664869654106,1.2837382316892416,6.361664869654106,35.90278522346493,0.008118131651768891,0.0,0.22684066191775534,,,,True,True
finish_rule,81,0,1,success,5.7779998779296875,5.777801513671875,5.659209728240967,6.9276838302612305,0.0,5.945709068328142,0.0,0,52.10402729340643,70.04081675547121,0.1595739569722772,0.1346436797339971,1.765396396509424,1.4139328115433958,1.3547486330491514,0.8852512481522388,50.0,48.2211853746572,1.7788146253427968,13.221185374657203,35.902849926154694,0.008117871805722229,0.0,0.31432208926027905,,,,True,True
finish_rule,94,0,1,success,5.7779998779296875,5.777801513671875,5.65921688079834,6.930220127105713,0.0,5.945709068328142,0.0,0,61.968797195655746,70.46278638400504,0.14726296853067247,0.0948411052819858,1.6547217709001227,1.1125793798029804,1.3738245123481219,0.8133819427615774,41.53472591032409,40.48942464922554,1.045301261098551,5.4894246492255405,35.90282514394533,0.008118383859832162,0.0,0.1847077578251589,,,,True,True
finish_rule,0,0,1,continue,5.7779998779296875,5.777801513671875,5.659209728240967,6.9276838302612305,0.0,5.945709068328142,0.0,0,48.02341013137734,60.23826775895649,0.24843911861113557,0.1847416186020857,2.2405000130120296,1.9636401817011941,1.8293398482433674,1.4203657500605082,40.0,38.2689040664544,1.7310959335456033,3.2689040664543967,35.902849926154694,0.008117871805722229,0.139453317729193,0.30589004766990213,1.3676808264093885,4.148235864880836,7.145680826409388,False,True
finish_rule,0,0,2,fail_infeasible,7.145680904388428,6.074046611785889,5.905892848968506,7.303058624267578,-0.4999999701976776,7.999825291335583,0.6908990144729614,0,60.23826775895649,62.42072278826585,0.1847416186020857,0.18186270417012465,1.9636401817011941,1.8182579582527358,1.4203657500605082,0.9947838384035228,38.2689040664544,37.11099539312904,1.157908673325359,2.1109953931290377,35.902849926154694,0.008117871805722229,0.1082753887390593,0.1960598850904641,1.6567701550334974,0.5661300529571528,,False,True
finish_rule,3,0,1,continue,5.7779998779296875,5.777801513671875,5.659211158752441,6.929375648498535,0.0,5.945709068328142,0.0,0,49.702368148844236,63.80480964263643,0.2671390946084944,0.20061070838618406,2.2385700257400636,1.8694791636429613,1.6342579647181317,1.1128567539677283,44.75338184964393,44.10053976770914,0.6528420819347929,9.100539767709137,35.9027862073978,0.00811851081345387,0.08850271939090817,0.11535920177233858,2.3015776296433206,61.551568133438145,8.079577629643321,False,True
finish_rule,3,0,2,fail_quality_regression,8.079577445983887,6.867347240447998,6.67763090133667,8.094849586486816,-0.4999999701976776,7.999825291335583,0.6908990144729614,0,63.80480964263643,68.57748837683988,0.20061070838618406,0.20722307266322668,1.8694791636429613,1.6565132740722082,1.1128567539677283,0.6198437478413954,44.10053976770914,43.374680329176186,0.7258594385329502,8.374680329176186,36.034901257405494,0.014837231425536808,0.036115363316133325,0.10870014369731847,,,,False,True
finish_rule,4,0,1,continue,5.7779998779296875,5.777801513671875,5.65921688079834,6.930220127105713,0.0,5.945709068328142,0.0,0,55.123352586070986,65.60072536885014,0.21899351422999247,0.16908567143640557,2.317362662835538,1.9889017442102812,1.7328878054683368,1.3217642492574295,40.0,38.5724207708994,1.4275792291006013,3.5724207708993987,35.90282514394533,0.008118383859832162,0.06284678044499807,0.2522573810423067,0.7474125853362984,6.233398461532763,6.525412585336298,False,True
