sequences_sha256_original,sequences_sha256_repeat,tiles_sha256_original,tiles_sha256_repeat,sequences_exact_match,tiles_exact_match,overall_exact_match
dfc39f0ee592edfd8f4ce29d103ec5fc08f09ca5113f62f660a0eb9778173e0a,dfc39f0ee592edfd8f4ce29d103ec5fc08f09ca5113f62f660a0eb9778173e0a,72e62d42085c7645f56504525075a172774d386934aff19b0f0d1013a5e633b0,72e62d42085c7645f56504525075a172774d386934aff19b0f0d1013a5e633b0,True,True,True
