quality_pass_delta,all4_area_pct_points_delta,mean_control_steps_delta,mean_control_steps_delta_pct,tile100_delta,tile95_delta,tile90_delta,tile80_delta
4,0.5237500000000068,1421.3125,40.63178394990039,11,27,21,33
