candidate_id,control_step,sim_time_s,force_cmd_n,force_sensor_raw_n,force_sensor_filtered_n,force_model_n,force_used_n,sensor_matrix_n,sensor_fault,force_hard_limit_n,pad_u_m,pad_v_m,pad_gap_m,command_clearance_m,surface_normal_x,surface_normal_y,surface_normal_z,link6_axis_x,link6_axis_y,link6_axis_z,pad_outward_axis_x,pad_outward_axis_y,pad_outward_axis_z,normal_alignment_error_deg,target_quat_x,target_quat_y,target_quat_z,target_quat_w,actual_link6_quat_x,actual_link6_quat_y,actual_link6_quat_z,actual_link6_quat_w,actual_pad_quat_x,actual_pad_quat_y,actual_pad_quat_z,actual_pad_quat_w
gate_f5_normal_sphere_final,1,0.05000000074505806,5.7779998779296875,0.0,0.0,0.4122498631477356,0.0,0.0,False,14.0,-0.263596773147583,0.15029741823673248,0.41199761629104614,0.06149999052286148,-0.7059946060180664,-0.016170969232916832,0.7080325484275818,0.9936326146125793,0.11265789717435837,-0.001471400260925293,-0.9936327934265137,-0.11265790462493896,0.0014715492725372314,45.221885681152344,0.9934215545654297,0.0,0.08754675835371017,-0.07381895184516907,-0.0965874195098877,0.7010039687156677,-0.016973810270428658,0.7063823938369751,-0.5677839517593384,0.507685661315918,0.48368415236473083,0.43119171261787415
gate_f5_normal_sphere_final,2,0.10000000149011612,5.7779998779296875,0.0,0.0,0.4199356734752655,0.0,0.0,False,14.0,-0.15400828421115875,0.15621604025363922,0.27690109610557556,0.06089998036623001,-0.5233471393585205,-0.006306599359959364,0.8520962595939636,0.9849808812141418,0.09158243983983994,-0.14637446403503418,-0.9849807620048523,-0.09158241748809814,0.14637425541877747,50.1492919921875,0.9934689402580261,0.0,0.08700993657112122,-0.07381542772054672,-0.1529776006937027,0.7414749264717102,-0.07220496237277985,0.6493067741394043,-0.5673016905784607,0.5753592252731323,0.4732441306114197,0.3509565591812134
gate_f5_normal_sphere_final,3,0.15000002086162567,5.7779998779296875,0.0,0.0,0.41999948024749756,0.0,0.0,False,14.0,-0.07353729009628296,0.17506888508796692,0.16466128826141357,0.06029997020959854,-0.38922882080078125,0.02511480823159218,0.920798659324646,0.9380594491958618,0.08983336389064789,-0.3346254825592041,-0.9380595684051514,-0.08983325958251953,0.33462560176849365,47.856754302978516,0.9935160875320435,0.0,0.08647318929433823,-0.07381192594766617,-0.18375058472156525,0.7959575653076172,-0.0755758285522461,0.5718176960945129,-0.5342675447463989,0.6162673234939575,0.5093867182731628,0.2744047939777374
gate_f5_normal_sphere_final,4,0.20000006258487701,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,-0.012984395027160645,0.17321084439754486,0.1325415074825287,0.05969996005296707,-0.2883073389530182,0.0220180731266737,0.9572847485542297,0.933273434638977,0.09909357875585556,-0.3452256917953491,-0.9332735538482666,-0.09909355640411377,0.34522581100463867,53.31843185424805,0.9935628771781921,0.0,0.0859365165233612,-0.0738084465265274,-0.19144146144390106,0.7974728941917419,-0.07407142966985703,0.5673627257347107,-0.5365558862686157,0.6162750720977783,0.5115218162536621,0.26581618189811707
gate_f5_normal_sphere_final,5,0.25000008940696716,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.025152385234832764,0.1617019772529602,0.09671300649642944,0.0590999498963356,-0.22474601864814758,0.0028366288170218468,0.974413275718689,0.8280287384986877,0.14123699069023132,-0.5426051616668701,-0.8280287384986877,-0.1412370204925537,0.5426053404808044,44.4045295715332,0.9936094284057617,0.0,0.08539991825819016,-0.07380498945713043,-0.21495334804058075,0.85152667760849,-0.037417538464069366,0.4767570495605469,-0.4891132116317749,0.6285785436630249,0.5756620168685913,0.18512305617332458
gate_f5_normal_sphere_final,6,0.30000004172325134,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.05906781554222107,0.14801141619682312,0.0901673436164856,0.05849993973970413,-0.16822031140327454,-0.01998097263276577,0.985546886920929,0.7297974228858948,0.24728989601135254,-0.6373723745346069,-0.7297974228858948,-0.2472900152206421,0.6373724937438965,40.89869689941406,0.9936556220054626,0.0,0.08486340194940567,-0.07380155473947525,-0.2507426142692566,0.8693758249282837,0.019541390240192413,0.4253610074520111,-0.47807738184928894,0.6009237170219421,0.6285594701766968,0.12347386032342911
gate_f5_normal_sphere_final,7,0.3499999940395355,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.09048104286193848,0.12853872776031494,0.09907898306846619,0.05789992958307266,-0.11586492508649826,-0.05243545398116112,0.991879940032959,0.6499826312065125,0.38987353444099426,-0.6523194313049316,-0.6499826312065125,-0.3898736238479614,0.6523196697235107,42.031558990478516,0.9937015771865845,0.0,0.08432696014642715,-0.07379814982414246,-0.30008289217948914,0.8579685091972351,0.0843968540430069,0.40831026434898376,-0.5009093284606934,0.5469977259635925,0.6663532257080078,0.07652854919433594
gate_f5_normal_sphere_final,8,0.3999999463558197,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.11615556478500366,0.0986868292093277,0.11717227101325989,0.05729991942644119,-0.07307405769824982,-0.10218861699104309,0.9920774698257446,0.584869384765625,0.5360538363456726,-0.6087479591369629,-0.584869384765625,-0.5360536575317383,0.6087477803230286,45.45716857910156,0.9937471747398376,0.0,0.08379059284925461,-0.07379475980997086,-0.3608068525791168,0.8210921883583069,0.14242425560951233,0.4187377989292145,-0.5512208342552185,0.4798906147480011,0.6813093423843384,0.04096372425556183
gate_f5_normal_sphere_final,9,0.4499998986721039,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.1314307451248169,0.057531408965587616,0.10542383790016174,0.05669990926980972,-0.047615423798561096,-0.1707809865474701,0.9841578006744385,0.4498964250087738,0.5637832283973694,-0.692633867263794,-0.44989636540412903,-0.5637832880020142,0.6926339864730835,36.93033981323242,0.9937925338745117,0.0,0.08325430005788803,-0.07379139214754105,-0.4501831531524658,0.8022792935371399,0.14756637811660767,0.36319035291671753,-0.5751413702964783,0.46295201778411865,0.6716427803039551,-0.06151288002729416
gate_f5_normal_sphere_final,10,0.49999985098838806,5.7779998779296875,0.0,0.0,0.42000001668930054,0.0,0.0,False,14.0,0.12160307168960571,0.05548003315925598,0.07357868552207947,0.05609989911317825,-0.0639948770403862,-0.1741999387741089,0.9826286435127258,0.19481979310512543,0.5148651003837585,-0.8348405361175537,-0.1948198676109314,-0.5148650407791138,0.8348407745361328,22.70633316040039,0.9938375353813171,0.0,0.08271808177232742,-0.07378804683685303,-0.5696763396263123,0.7699929475784302,0.15557661652565002,0.24161027371883392,-0.5736659169197083,0.4344581663608551,0.6544768214225769,-0.23197752237319946
