region_id,path_order,x_m,y_m,contact
1,0,0.065,0.051000000000000004,False
1,1,0.065,0.149,False
1,2,0.093,0.149,False
1,3,0.093,0.051000000000000004,False
1,4,0.121,0.051000000000000004,False
1,5,0.121,0.149,False
1,6,0.149,0.149,False
1,7,0.149,0.051000000000000004,False
2,0,0.195,0.181,False
2,1,0.195,0.259,False
2,2,0.223,0.259,False
2,3,0.223,0.181,False
2,4,0.251,0.181,False
2,5,0.251,0.259,False
