candidate_id,kind,curvature_radius_m,freeform_seed,direction_mode,tile_x,tile_y,exposure_norm,metric_status
cylinder_r0p30,cylinder,0.3,0,cross_xy,3,1,1.1244649258337702,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p30,cylinder,0.3,0,cross_xy,3,2,1.1252645366145515,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p30,cylinder,0.3,0,cross_xy,3,3,1.1244649258337702,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p30,cylinder,0.3,0,cross_xy,3,4,0.9736040006445243,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p30,cylinder,0.3,0,cross_xy,4,0,0.8387033947981115,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p30,cylinder,0.3,0,cross_xy,4,1,0.9758855295969268,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p30,cylinder,0.3,0,cross_xy,4,2,0.9764939728258097,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p30,cylinder,0.3,0,cross_xy,4,3,0.9758855295969268,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p30,cylinder,0.3,0,cross_xy,4,4,0.8387033947981116,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,0,0,0.8387011816863545,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,0,1,0.9325924104075207,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,0,2,0.9322246616030213,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,0,3,0.9325924104075207,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,0,4,0.8387011816863548,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,1,0,1.010257736379598,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,1,1,1.117161727269786,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,1,2,1.1167308193510141,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,1,3,1.117161727269786,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,1,4,1.010257736379598,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,2,0,0.9982028640915794,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,2,1,1.103769934873212,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,2,2,1.103291217189304,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,2,3,1.103769934873212,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,2,4,0.9982028640915798,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,3,0,1.010257736379598,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,3,1,1.117161727269786,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,3,2,1.1167308193510141,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,3,3,1.117161727269786,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,3,4,1.0102577363795981,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,4,0,0.8387011816863545,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,4,1,0.9325924104075207,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,4,2,0.9322246616030213,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,4,3,0.9325924104075208,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,same_xx,4,4,0.8387011816863549,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
cylinder_r0p45,cylinder,0.45,0,cross_xy,0,0,0.8352012232898548,PT-DESIGN_ANALYTIC_GEOMETRY_NOT_PHYSX_OR_PHYSICAL_REMOVAL
