region_id,path_order,x_m,y_m,contact
1,0,0.091,0.077,True
1,1,0.091,0.243,True
1,2,0.11900000000000001,0.243,True
1,3,0.11900000000000001,0.077,True
1,4,0.147,0.077,True
1,5,0.147,0.243,True
1,6,0.17500000000000002,0.243,True
1,7,0.17500000000000002,0.077,True
1,8,0.203,0.077,True
1,9,0.203,0.243,True
1,10,0.231,0.243,True
1,11,0.231,0.077,True
