shield_mode,surface_kind,direction_mode,surface_profile,env,profile_seed,tile_i,tile_j,cell_count,local_gu_mean,local_ra_mean_um,local_rz_mean_um,gu_pass_area_pct,ra_pass_area_pct,rz_pass_area_pct,scratch_pass_area_pct,all4_pass_area_pct,clearcoat_pass_area_pct,temperature_pass_area_pct,surface_seed_base
static_cap,flat,same_xx,factory_prepolish,1,41000,2,1,400,77.12186425168227,0.010946237506967762,0.036748998545148674,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,2,2,400,77.33546045093642,0.014102754574351329,0.04792999055494903,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,2,3,400,77.49076976753999,0.02124716608378149,0.07215088259340113,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,2,4,400,77.64361245976133,0.01825533568338179,0.06126248919840729,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,3,0,400,77.36471807886976,0.017031863867901592,0.05764816552722648,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,3,1,400,77.42248524385832,0.01803853403602003,0.06146861242077696,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,3,2,400,77.55662409208401,0.014898156005528207,0.05070257235865684,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,3,3,400,77.59727278843042,0.016062057535902202,0.054450127056698855,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,3,4,400,77.62139407926188,0.01979525992438639,0.06737349636789655,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,4,0,400,77.52149369065819,0.02014767180186472,0.06833468349770415,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,4,1,400,77.48832840151601,0.022586767711698767,0.07573685026307896,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,4,2,400,77.62287151032821,0.020022787176274096,0.06770274123518702,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,4,3,400,77.6326253082538,0.019377284221928918,0.06519913390858732,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish,1,41000,4,4,400,77.65111901030146,0.021017299461481027,0.07134313749095045,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,0,0,400,77.5871299701659,0.026147323697568517,0.08625595959330411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,0,1,400,77.50293269975205,0.017111226464151946,0.05814943413952813,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,0,2,400,77.566351325451,0.019195667198198294,0.06431975570902032,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,0,3,400,77.62151844332625,0.019182424730937456,0.06367889940756412,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,0,4,400,77.702655874537,0.020539270865871165,0.06928214437944866,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,1,0,400,77.31147268064727,0.013615183562609556,0.04668729018781217,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,1,1,400,75.39281164960732,0.01649726312989962,0.056374868051830215,85.75,100.0,100.0,100.0,85.75,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,1,2,400,75.72577160668845,0.016041823683192777,0.05441020535502249,89.25,100.0,100.0,100.0,89.25,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,1,3,400,77.53272531902981,0.018509245390676696,0.06197593130078431,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,1,4,400,77.6272677977982,0.017243764641140392,0.0578962539903842,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,2,0,400,74.11659398898755,0.025052434852122697,0.08422858126148348,83.0,100.0,100.0,100.0,83.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,2,1,400,75.8449741412064,0.015419251812653589,0.0527915966778348,91.25,100.0,100.0,100.0,91.25,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,2,2,400,77.35397445001013,0.0150992430819486,0.051234484583272503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,2,3,400,77.52259287793704,0.021604252317492884,0.0733788862039654,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,2,4,400,77.64206596067852,0.018212767869236517,0.061118183756451075,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,3,0,400,77.2055714770166,0.014542835183121215,0.04921107856326121,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,3,1,400,77.33614835734421,0.016489902022200534,0.05617196856783419,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,3,2,400,77.54542791848334,0.01497496832503348,0.05093900393656784,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,3,3,400,77.60605208075334,0.01620844655760252,0.05493150332978481,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,3,4,400,77.62105758225215,0.019782719140126512,0.06733099822495554,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,4,0,400,77.51595868898448,0.020166121373032385,0.06839355469896354,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,4,1,400,77.47066980157201,0.022413991198842364,0.0750994853240843,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,4,2,400,77.63061554845034,0.02029378561915389,0.06860099841152603,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,4,3,400,77.63543852626518,0.019428089800599558,0.06536867468918325,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_defect,2,41000,4,4,400,77.65073389470439,0.02100905229744357,0.0713154791324039,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,0,0,400,77.59246879791986,0.026282074061667035,0.0867081853422194,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,0,1,400,77.51002150509423,0.017237839558135484,0.058584806084597554,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,0,2,400,77.56952142768657,0.019251460068929537,0.06449946758191874,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,0,3,400,77.62177735414815,0.019184606819754618,0.06368987797785002,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,0,4,400,77.70264728071318,0.02054051144358601,0.0692833182538531,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,1,0,400,77.33829420774937,0.014416839428754935,0.04939293550279018,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,1,1,400,75.33732050236617,0.017752254557363182,0.060532450972862396,84.0,100.0,100.0,100.0,84.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,1,2,400,75.66841907662786,0.01640917027546177,0.05563125284556987,89.0,100.0,100.0,100.0,89.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,1,3,400,77.5340460137218,0.018525704014388005,0.06203392774672628,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,1,4,400,77.62708150392689,0.017239692261313347,0.057879312663732384,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,2,0,400,72.42178223580909,0.03907437869785704,0.13113398190683936,80.0,95.25,100.0,100.0,80.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,2,1,400,75.0330130796888,0.022093738776139803,0.07584477317756576,88.75,99.0,100.0,100.0,88.75,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,2,2,400,77.37422254927185,0.015562969322919618,0.052779860375817125,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,2,3,400,77.52337337933359,0.021604721565274446,0.0733893250149524,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,2,4,400,77.64204675031613,0.018212681572764722,0.06111680947974827,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,3,0,400,77.24301860249217,0.015337406363953532,0.05185454724837542,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,3,1,400,77.36967199723995,0.01731482007682684,0.058938195085696796,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,3,2,400,77.5518982745909,0.015085327054509297,0.05130028457654125,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,3,3,400,77.60631022503969,0.016207724366579218,0.05493659255325465,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,3,4,400,77.62112952616044,0.019788656671842583,0.06735076496834204,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,4,0,400,77.51919326277005,0.020258678233321642,0.06870171083358169,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,4,1,400,77.47677671078796,0.02255219345665685,0.07554830946948153,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,4,2,400,77.63178376402995,0.020322569808909535,0.06869297663676276,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,4,3,400,77.63598624297182,0.01944171899371642,0.06541402193527474,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,factory_prepolish_deep_stress,3,41000,4,4,400,77.65089483088904,0.02101199608099737,0.0713174253330165,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,0,0,400,66.9915132579488,0.08415482546866276,0.28230307474229427,59.5,83.75,100.0,100.0,59.5,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,0,1,400,69.94107667284224,0.0693939886342944,0.23174272135811358,77.75,84.5,100.0,100.0,77.75,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,0,2,400,77.62877771275262,0.012630207643316287,0.042403067681668655,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,0,3,400,76.96223403097409,0.015529218653454887,0.05290722383937733,97.5,99.0,100.0,100.0,97.5,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,0,4,400,61.55352390133236,0.13654228969961824,0.4505739922521215,51.24999999999999,65.75,100.0,100.0,51.24999999999999,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,1,0,400,66.29254451550513,0.07681210745086336,0.25874216337307465,56.25,86.0,100.0,100.0,56.25,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,1,1,400,66.67545414031885,0.07730435036662958,0.2601410008954241,60.0,84.5,100.0,100.0,60.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,1,2,400,71.32427842896723,0.04924625236332914,0.1661261797034631,78.0,90.75,100.0,100.0,78.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,1,3,400,71.8248627476626,0.046411799787465305,0.15811595350565144,80.75,89.25,100.0,100.0,80.75,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,1,4,400,75.77925307680167,0.026017535134850438,0.088481468095367,93.5,97.0,100.0,100.0,93.5,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,2,0,400,77.48977113824198,0.009102777547556838,0.030874596540190043,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,2,1,400,77.62623398755011,0.005926547783408556,0.01999298744238309,99.75,100.0,100.0,100.0,99.75,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,2,2,400,74.58515906329306,0.022109009037067563,0.07663834667485821,87.0,98.5,100.0,100.0,87.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,2,3,400,77.5098868443896,0.011282933720684656,0.037932666186954914,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,2,4,400,77.60189644056412,0.015667431734627445,0.05257999219908916,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,3,0,400,71.7289909828167,0.02817316456823322,0.09406424694051452,65.5,100.0,100.0,100.0,65.5,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,3,1,400,72.60449615479348,0.027142853668738517,0.09090631846899129,66.5,100.0,100.0,100.0,66.5,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,3,2,400,75.86165008537463,0.013047713699260192,0.044938587217879016,90.0,100.0,100.0,100.0,90.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,3,3,400,77.44015080197555,0.01133455517170971,0.03863393990333973,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,3,4,400,77.5628459769203,0.010163972475973474,0.03374045286609546,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,4,0,400,77.49424369092732,0.01027901606948908,0.03503449565126082,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,4,1,400,77.44441132552352,0.011312314570682255,0.03805227320137141,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,4,2,400,77.5971160508388,0.011187447345867544,0.03778995468294767,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,4,3,400,74.64225309874668,0.014930339841786494,0.05061723880908445,81.25,100.0,100.0,100.0,81.25,100.0,100.0,41000
static_cap,flat,same_xx,legacy_stress,0,41000,4,4,400,71.78681557553995,0.021605836767258132,0.07328314468185697,70.0,100.0,100.0,100.0,70.0,100.0,100.0,41000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,0,0,400,77.71750049230758,0.026619958008310157,0.089951298537163,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,0,1,400,77.5785371608772,0.027369320467350654,0.09213508347697745,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,0,2,400,77.55262091817525,0.021838991202708265,0.07336846170880379,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,0,3,400,77.51804304523684,0.027433705735297735,0.09150236314555782,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,0,4,400,77.61102691319522,0.025830364519881452,0.08708488242127421,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,1,0,400,77.53427114323422,0.022559174823410588,0.0768006672152318,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,1,1,400,77.47284985018497,0.02254140519951818,0.07618771598349287,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,1,2,400,77.36511458346868,0.025153248697861872,0.08447904145842369,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,1,3,400,77.5280454215931,0.021575927934897016,0.07316027185741718,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,1,4,400,77.63494357000305,0.020584655543397057,0.07023489388908846,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,2,0,400,76.87621637649126,0.02427126332007977,0.08213545143650013,96.5,100.0,100.0,100.0,96.5,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,2,1,400,77.41793077897745,0.018625131958798873,0.06278911658617707,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,2,2,400,77.52540134542191,0.017095138654220667,0.057605485864056956,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,2,3,400,77.43767046995126,0.02412524670406207,0.08226754522592455,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,2,4,400,77.59613534508254,0.022504771241055755,0.07572085601881601,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,3,0,400,71.12881709664947,0.04120846118636203,0.13877000714374368,66.5,100.0,100.0,100.0,66.5,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,3,1,400,77.5001476769697,0.01523426073817894,0.05116906116834307,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,3,2,400,77.4464900463418,0.021138082602769472,0.07081316875043048,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,3,3,400,77.502183348989,0.020452157618651753,0.06962979485759907,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,3,4,400,77.58360322018464,0.026381784042260846,0.08895334135863178,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,4,0,400,71.57034080713959,0.03712172597818852,0.12313646619328932,69.5,100.0,100.0,100.0,69.5,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,4,1,400,77.5548877613272,0.019015125637086,0.06382510717929875,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,4,2,400,77.64621153512654,0.02248844034888975,0.07620667361045314,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,4,3,400,77.57842159747364,0.024124656087191915,0.08153916974803982,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish,1,40000,4,4,400,77.64744428140992,0.02854021664643388,0.09657935450692572,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,0,0,400,77.70651320559011,0.026422349834073967,0.08929444810180787,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,0,1,400,77.56480210814459,0.02697939320029765,0.09083119496480335,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,0,2,400,77.5556755951961,0.021932357133010793,0.07364582070708638,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,0,3,400,77.5427511457311,0.027967921816854036,0.09324941509631639,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,0,4,400,77.62851995180516,0.026222410738080203,0.08838391208289806,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,1,0,400,77.53070787209032,0.022490232313553394,0.07657371817495208,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,1,1,400,77.44685052700686,0.022090067752100064,0.07466756402028216,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,1,2,400,77.25682267087696,0.023717546302266242,0.07964098438053373,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,1,3,400,77.40676586712082,0.02003628197295999,0.06787493539936094,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,1,4,400,77.57042246017305,0.019836085329744308,0.0676270202941059,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,2,0,400,76.87671753408142,0.024208101198527274,0.08193018538536277,96.5,100.0,100.0,100.0,96.5,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,2,1,400,77.38534491852958,0.017669013855426005,0.05955495017738008,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,2,2,400,76.81495287497162,0.01593844827974624,0.05413331649973227,96.75,100.0,100.0,100.0,96.75,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,2,3,400,68.69338962197018,0.06061621442707292,0.20477064264133218,61.0,95.5,100.0,100.0,61.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,2,4,400,76.5527648997771,0.020439071012151793,0.06904464618141473,95.75,100.0,100.0,100.0,95.75,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,3,0,400,71.1552229396675,0.04117307604290582,0.13866622763335937,66.5,100.0,100.0,100.0,66.5,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,3,1,400,77.49712601986062,0.015167827744786633,0.05091080871810723,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,3,2,400,77.36697112142441,0.019597866007097967,0.06555852226358312,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,3,3,400,76.15633912124329,0.020731872519987978,0.07086088843483235,94.5,99.75,100.0,100.0,94.5,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,3,4,400,69.13342424596026,0.04994994431845878,0.17083133654267735,66.75,97.0,100.0,99.5,66.75,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,4,0,400,71.57852976363468,0.03712719520194543,0.1231594590227512,69.5,100.0,100.0,100.0,69.5,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,4,1,400,77.56438665610014,0.019217808671190228,0.06449638874457984,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,4,2,400,77.62809343714683,0.02269912929998016,0.07682416522985804,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,4,3,400,77.47082386170821,0.023095836127611184,0.07813368497671015,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,4,4,400,77.51394199456304,0.02734002672356116,0.09252975631937725,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_stress,3,40000,0,0,400,77.70670758471869,0.02642142856776364,0.0892929087709503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_stress,3,40000,0,1,400,77.56538462737261,0.026993566531999472,0.09087641869028024,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_stress,3,40000,0,2,400,77.55893232472994,0.022012413910216536,0.07389854838088411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_stress,3,40000,0,3,400,77.54505789071429,0.028018688132489995,0.09341807895870971,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_stress,3,40000,0,4,400,77.62900652229514,0.026241085243968055,0.08844437660328566,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_stress,3,40000,1,0,400,77.53184979340871,0.0225097115687963,0.07663563664773575,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_stress,3,40000,1,1,400,77.45249352845777,0.022221643023587045,0.07510517607363906,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_stress,3,40000,1,2,400,77.29137390725711,0.024474180823301703,0.08207817638336522,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
static_cap,freeform,cross_xy,factory_prepolish_deep_stress,3,40000,1,3,400,77.4480683027088,0.020944147416208564,0.07090877531477835,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
