shield_mode,surface_kind,direction_mode,surface_profile,env,profile_seed,outcome,quality_ok,safety_ok,force_hard_violated,thermal_hard_violated,unstable_hard_violated,control_steps,contact_steps,sensor_fault_steps,raw_force_max_n,normal_alignment_error_max_deg,parent_force_action_mean,executed_force_action_mean,parent_feed_action_mean,executed_feed_action_mean,shield_step_fraction,force_action_cap_mean,force_action_cap_min,gu_before,gu_final,ra_before_um,ra_final_um,rz_before_um,rz_final_um,scratch_before_um,scratch_final_um,clearcoat_min_um,temperature_peak_c,before_gu_pass_area_pct,before_tile_gu_pass_area_pct_mean,before_tile_gu_pass_area_pct_min,before_tile_gu_pass_area_pct_p10,before_ra_pass_area_pct,before_tile_ra_pass_area_pct_mean,before_tile_ra_pass_area_pct_min,before_tile_ra_pass_area_pct_p10,before_rz_pass_area_pct,before_tile_rz_pass_area_pct_mean,before_tile_rz_pass_area_pct_min,before_tile_rz_pass_area_pct_p10,before_scratch_pass_area_pct,before_tile_scratch_pass_area_pct_mean,before_tile_scratch_pass_area_pct_min,before_tile_scratch_pass_area_pct_p10,before_all4_pass_area_pct,before_tile_all4_pass_area_pct_mean,before_tile_all4_pass_area_pct_min,before_tile_all4_pass_area_pct_p10,before_clearcoat_pass_area_pct,before_tile_clearcoat_pass_area_pct_mean,before_tile_clearcoat_pass_area_pct_min,before_tile_clearcoat_pass_area_pct_p10,before_temperature_pass_area_pct,before_tile_temperature_pass_area_pct_mean,before_tile_temperature_pass_area_pct_min,before_tile_temperature_pass_area_pct_p10,final_gu_pass_area_pct,final_tile_gu_pass_area_pct_mean,final_tile_gu_pass_area_pct_min,final_tile_gu_pass_area_pct_p10,final_ra_pass_area_pct,final_tile_ra_pass_area_pct_mean,final_tile_ra_pass_area_pct_min,final_tile_ra_pass_area_pct_p10,final_rz_pass_area_pct,final_tile_rz_pass_area_pct_mean,final_tile_rz_pass_area_pct_min,final_tile_rz_pass_area_pct_p10,final_scratch_pass_area_pct,final_tile_scratch_pass_area_pct_mean,final_tile_scratch_pass_area_pct_min,final_tile_scratch_pass_area_pct_p10,final_all4_pass_area_pct,final_tile_all4_pass_area_pct_mean,final_tile_all4_pass_area_pct_min,final_tile_all4_pass_area_pct_p10,final_clearcoat_pass_area_pct,final_tile_clearcoat_pass_area_pct_mean,final_tile_clearcoat_pass_area_pct_min,final_tile_clearcoat_pass_area_pct_p10,final_temperature_pass_area_pct,final_tile_temperature_pass_area_pct_mean,final_tile_temperature_pass_area_pct_min,final_tile_temperature_pass_area_pct_p10,surface_seed_base
control,cylinder,cross_xy,factory_prepolish,1,40000,success,True,True,False,False,False,3503,3403,0,11.866196632385254,48.528404235839844,0.5476493437461025,0.5476493437461025,-0.11135378967659017,-0.11135378967659017,0.0,1.0,1.0,70.73515978216898,74.97547468370576,0.12224960127767467,0.099985394842379,1.1633130685504443,1.0352680071701776,0.5910620976386651,0.44739073150300235,41.79404040480721,28.732504765069756,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.9,98.75,100.0,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.33000000000001,97.33,67.25,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.33000000000001,97.33,67.25,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,cylinder,cross_xy,factory_prepolish_deep_defect,2,40000,success,True,True,False,False,False,4219,4119,0,11.127102851867676,48.52824401855469,0.7010515270183849,0.7010515270183849,-0.43206919112153797,-0.43206919112153797,0.0,1.0,1.0,65.23049475872075,71.8805418209467,0.12742705911151617,0.1261850265547299,1.4045567538449721,1.3808288287028496,0.8675357318664196,0.6917916953739044,41.799341485202625,29.720050135641976,93.65,93.65,59.25,67.45,99.24,99.24,89.25,99.7,100.0,100.0,100.0,100.0,99.81,99.81,98.5,98.95,93.65,93.65,59.25,67.45,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.94,93.94,61.5,68.0,99.78,99.78,96.0,99.85,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,93.94,93.94,61.5,68.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,cylinder,cross_xy,factory_prepolish_deep_stress,3,40000,success,True,True,False,False,False,4232,4132,0,9.605216026306152,48.52824401855469,0.7027051073370505,0.7027051073370505,-0.4368377236714534,-0.4368377236714534,0.0,1.0,1.0,65.04439703884593,71.00982678022235,0.13072709766768353,0.13138871538469463,1.7768171317622778,1.632391797423759,1.3045163529444608,1.1243314413913317,41.79955472447519,29.724648654618168,93.60000000000001,93.6,58.5,67.3,97.94,97.94,72.75,97.85,100.0,100.0,100.0,100.0,99.81,99.81,98.25,99.05,93.60000000000001,93.6,58.5,67.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.77,93.77,60.0,68.0,98.71,98.71,81.5,99.15,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,93.77,93.77,60.0,68.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,cylinder,cross_xy,legacy_stress,0,40000,fail_max_passes,False,True,False,False,False,5132,5032,0,10.469294548034668,48.528404235839844,0.837081445218445,0.837081445218445,-0.7113329116218751,-0.7113329116218751,0.0,1.0,1.0,53.71319128558401,62.65670580277005,0.11174944583640958,0.12899457954582566,1.8912524029635944,1.819073584092556,1.8578515036350947,1.62477790597901,41.15500107521274,29.607950226953673,79.64,79.64,37.5,58.35,95.11,95.11,71.0,83.4,100.0,100.0,100.0,100.0,99.51,99.51,96.25,98.2,79.64,79.64,37.5,58.35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.31,81.31,45.5,61.65,97.42,97.42,75.5,90.9,100.0,100.0,100.0,100.0,99.92999999999999,99.93,98.5,100.0,81.31,81.31,45.5,61.65,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,cylinder,same_xx,factory_prepolish,1,40000,success,True,True,False,False,False,3473,3373,0,12.179244041442871,48.528404235839844,0.535392121345088,0.535392121345088,-0.09510947078178947,-0.09510947078178947,0.0,1.0,1.0,70.73515978216898,74.93047627826603,0.12224960127767467,0.10094362978452605,1.1633130685504443,1.0393291207266233,0.5910620976386651,0.4448481366972006,41.79309965600738,28.77298890264543,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.9,98.75,100.0,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.32,97.32,67.0,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.32,97.32,67.0,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,cylinder,same_xx,factory_prepolish_deep_defect,2,40000,success,True,True,False,False,False,4253,4153,0,10.578573226928711,48.52824401855469,0.7057614132968673,0.7057614132968673,-0.4446691871311296,-0.4446691871311296,0.0,1.0,1.0,65.23049475872075,71.85555594610017,0.12742705911151617,0.1336339299945099,1.4045567538449721,1.3888314024650859,0.8675357318664196,0.6870811432788889,41.798542894946934,29.341898419272937,93.65,93.65,59.25,67.45,99.24,99.24,89.25,99.7,100.0,100.0,100.0,100.0,99.81,99.81,98.5,98.95,93.65,93.65,59.25,67.45,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.94,93.94,61.5,68.0,99.79,99.79,96.25,99.85,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,93.94,93.94,61.5,68.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,cylinder,same_xx,factory_prepolish_deep_stress,3,40000,success,True,True,False,False,False,4261,4161,0,11.472517967224121,48.52824401855469,0.7060699804138058,0.7060699804138058,-0.4475822743326531,-0.4475822743326531,0.0,1.0,1.0,65.04439703884593,70.99551911436538,0.13072709766768353,0.13840017038548386,1.7768171317622778,1.8975209330132108,1.3045163529444608,1.1177227401797345,41.798434318182466,29.348849910249136,93.60000000000001,93.6,58.5,67.3,97.94,97.94,72.75,97.85,100.0,100.0,100.0,100.0,99.81,99.81,98.25,99.05,93.60000000000001,93.6,58.5,67.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.83,93.83,60.25,68.0,98.72999999999999,98.73,82.0,99.15,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,93.83,93.83,60.25,68.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,cylinder,same_xx,legacy_stress,0,40000,fail_max_passes,False,True,False,False,False,4994,4894,0,10.666433334350586,48.528404235839844,0.8164094979555895,0.8164094979555895,-0.6755600318411111,-0.6755600318411111,0.0,1.0,1.0,53.71319128558401,61.84490219771349,0.11174944583640958,0.13083959716872703,1.8912524029635944,1.8316901709493334,1.8578515036350947,1.6266977933611688,41.155193170977036,29.470723143072547,79.64,79.64,37.5,58.35,95.11,95.11,71.0,83.4,100.0,100.0,100.0,100.0,99.51,99.51,96.25,98.2,79.64,79.64,37.5,58.35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.44,81.44,46.5,61.7,97.43,97.43,75.5,90.9,100.0,100.0,100.0,100.0,99.9,99.9,98.25,99.85,81.44,81.44,46.5,61.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,cylinder,same_xx,factory_prepolish,1,41000,success,True,True,False,False,False,3438,3338,0,12.64782428741455,48.528404235839844,0.513403055412503,0.513403055412503,-0.07602520623699983,-0.07602520623699983,0.0,1.0,1.0,72.64944658942865,75.74865722573753,0.10204508373711749,0.09627500385485054,0.8052971899065311,0.8552731641035687,0.38106102838155587,0.25784031008590846,41.05785113949881,29.196886947839857,98.65,98.65,80.25,98.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.97,99.97,99.25,100.0,98.65,98.65,80.25,98.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.9,98.9,83.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.9,98.9,83.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,cylinder,same_xx,factory_prepolish_deep_defect,2,41000,success,True,True,False,False,False,3717,3617,0,10.172855377197266,48.52824401855469,0.5715899421666334,0.5715899421666334,-0.21997073313678853,-0.21997073313678853,0.0,1.0,1.0,70.56096003979579,74.72663646374953,0.10317968719405735,0.10513014410281513,0.9463934815775794,1.0439448842668537,0.6843423906818914,0.4939637087966521,41.057827143798384,29.325173417670815,97.37,97.37,79.25,87.3,99.89,99.89,97.75,100.0,100.0,100.0,100.0,100.0,99.97,99.97,99.25,100.0,97.37,97.37,79.25,87.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.98,97.98,83.0,89.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.98,97.98,83.0,89.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,cylinder,same_xx,factory_prepolish_deep_stress,3,41000,success,True,True,False,False,False,3723,3623,0,13.528372764587402,48.52824401855469,0.5748491482531515,0.5748491482531515,-0.2230270236256284,-0.2230270236256284,0.0,1.0,1.0,70.28287104118675,74.37524466713754,0.10403775627132578,0.10720768156997829,1.1192464705336993,1.2215980597515346,1.1114349883086923,0.8885140176470722,41.05741299619865,29.330896527296577,97.37,97.37,79.25,87.3,99.48,99.48,90.0,100.0,100.0,100.0,100.0,100.0,99.97,99.97,99.25,100.0,97.37,97.37,79.25,87.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.67,97.67,80.0,88.65,99.77000000000001,99.77,95.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.67,97.67,80.0,88.65,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,cylinder,same_xx,legacy_stress,0,41000,fail_max_passes,False,True,False,False,False,5368,5268,0,10.770506858825684,48.528404235839844,0.8750822887507486,0.8750822887507486,-0.7676951193796184,-0.7676951193796184,0.0,1.0,1.0,55.23308562024551,63.471588613128404,0.11432725748677881,0.11950797053246175,2.140732310668287,2.037956938289545,1.7479251101515358,1.598591327964646,41.88890621576029,29.588914345692494,83.24000000000001,83.24,48.5,57.95,93.62,93.62,63.24999999999999,78.8,100.0,100.0,100.0,100.0,99.44,99.44,96.5,97.95,83.24000000000001,83.24,48.5,57.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.59,84.59,51.24999999999999,59.7,95.16,95.16,65.75,84.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.59,84.59,51.24999999999999,59.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,flat,cross_xy,factory_prepolish,1,40000,success,True,True,False,False,False,3504,3405,0,8.804856300354004,89.16697692871094,0.55220392982148,0.55220392982148,-0.11234346470268247,-0.11234346470268247,0.0,1.0,1.0,70.73515978216898,74.98190967651755,0.12224960127767467,0.10036901959441512,1.1633130685504443,1.0359125033698342,0.5910620976386651,0.4452456018928552,41.79601597761188,28.745542802673004,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.9,98.75,100.0,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.33000000000001,97.33,67.25,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.33000000000001,97.33,67.25,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,flat,cross_xy,factory_prepolish_deep_defect,2,40000,success,True,True,False,False,False,4228,4129,0,9.138163566589355,89.1669921875,0.7062943886803391,0.7062943886803391,-0.43560758675030076,-0.43560758675030076,0.0,1.0,1.0,65.23049475872075,71.89265764952644,0.12742705911151617,0.12685344971677862,1.4045567538449721,1.3837799110097335,0.8675357318664196,0.6913811444679077,41.79982313607496,29.736306692282266,93.65,93.65,59.25,67.45,99.24,99.24,89.25,99.7,100.0,100.0,100.0,100.0,99.81,99.81,98.5,98.95,93.65,93.65,59.25,67.45,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.95,93.95,61.5,68.15,99.78,99.78,96.0,99.85,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,93.95,93.95,61.5,68.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,flat,cross_xy,factory_prepolish_deep_stress,3,40000,success,True,True,False,False,False,4240,4141,0,8.958297729492188,89.1669921875,0.7081461424640608,0.7081461424640608,-0.4399322734978753,-0.4399322734978753,0.0,1.0,1.0,65.04439703884593,71.01951157296473,0.13072709766768353,0.13189003174145933,1.7768171317622778,1.6353123942177454,1.3045163529444608,1.1241068296297871,41.800346374727,29.742750322493883,93.60000000000001,93.6,58.5,67.3,97.94,97.94,72.75,97.85,100.0,100.0,100.0,100.0,99.81,99.81,98.25,99.05,93.60000000000001,93.6,58.5,67.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.78,93.78,60.0,68.15,98.71,98.71,81.5,99.15,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,93.78,93.78,60.0,68.15,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,flat,cross_xy,legacy_stress,0,40000,fail_max_passes,False,True,False,False,False,5140,5041,0,9.350665092468262,89.16697692871094,0.8372998251655802,0.8372998251655802,-0.7133143297871322,-0.7133143297871322,0.0,1.0,1.0,53.71319128558401,62.664956775736364,0.11174944583640958,0.12996622787315956,1.8912524029635944,1.8222857285550103,1.8578515036350947,1.6240698210403952,41.160224727866094,29.64438290672169,79.64,79.64,37.5,58.35,95.11,95.11,71.0,83.4,100.0,100.0,100.0,100.0,99.51,99.51,96.25,98.2,79.64,79.64,37.5,58.35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.32000000000001,81.32,45.5,61.65,97.42,97.42,75.5,90.9,100.0,100.0,100.0,100.0,99.92999999999999,99.93,98.5,100.0,81.32000000000001,81.32,45.5,61.65,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,flat,same_xx,factory_prepolish,1,40000,success,True,True,False,False,False,3476,3377,0,8.811162948608398,89.16697692871094,0.5427161919743989,0.5427161919743989,-0.09668955394314437,-0.09668955394314437,0.0,1.0,1.0,70.73515978216898,74.93861215221233,0.12224960127767467,0.10109534721241227,1.1633130685504443,1.0403732322317887,0.5910620976386651,0.4440013972871667,41.794226828426886,28.817651742730735,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.9,98.75,100.0,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.32,97.32,67.0,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.32,97.32,67.0,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,flat,same_xx,factory_prepolish_deep_defect,2,40000,success,True,True,False,False,False,4259,4160,0,9.244370460510254,89.1669921875,0.7126046555577296,0.7126046555577296,-0.4470769458741866,-0.4470769458741866,0.0,1.0,1.0,65.23049475872075,71.86044158435911,0.12742705911151617,0.13393869315513016,1.4045567538449721,1.3903430057202844,0.8675357318664196,0.687110731670127,41.79844356346357,29.354648416449614,93.65,93.65,59.25,67.45,99.24,99.24,89.25,99.7,100.0,100.0,100.0,100.0,99.81,99.81,98.5,98.95,93.65,93.65,59.25,67.45,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.94,93.94,61.5,68.0,99.79,99.79,96.25,99.85,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,93.94,93.94,61.5,68.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,flat,same_xx,factory_prepolish_deep_stress,3,40000,success,True,True,False,False,False,4267,4168,0,8.858400344848633,89.1669921875,0.7133344089905272,0.7133344089905272,-0.44998028547790503,-0.44998028547790503,0.0,1.0,1.0,65.04439703884593,71.00043433778956,0.13072709766768353,0.13862356710571574,1.7768171317622778,1.8993900212157988,1.3045163529444608,1.1178336940735418,41.79901790987689,29.355406243309012,93.60000000000001,93.6,58.5,67.3,97.94,97.94,72.75,97.85,100.0,100.0,100.0,100.0,99.81,99.81,98.25,99.05,93.60000000000001,93.6,58.5,67.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.83,93.83,60.25,68.0,98.72999999999999,98.73,82.0,99.15,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,93.83,93.83,60.25,68.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,flat,same_xx,legacy_stress,0,40000,fail_max_passes,False,True,False,False,False,5004,4905,0,8.277496337890625,89.16697692871094,0.8206208347589325,0.8206208347589325,-0.678166481188322,-0.678166481188322,0.0,1.0,1.0,53.71319128558401,62.26902276108824,0.11174944583640958,0.1318849691619602,1.8912524029635944,1.8338294252149197,1.8578515036350947,1.6251141929068984,41.159599981417074,29.478346702592013,79.64,79.64,37.5,58.35,95.11,95.11,71.0,83.4,100.0,100.0,100.0,100.0,99.51,99.51,96.25,98.2,79.64,79.64,37.5,58.35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.47,81.47,46.75,61.550000000000004,97.43,97.43,75.5,90.9,100.0,100.0,100.0,100.0,99.9,99.9,98.0,100.0,81.47,81.47,46.75,61.550000000000004,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,flat,same_xx,factory_prepolish,1,41000,success,True,True,False,False,False,3441,3342,0,7.835250377655029,89.16697692871094,0.5156248936024179,0.5156248936024179,-0.07770466137503129,-0.07770466137503129,0.0,1.0,1.0,72.64944658942865,75.7502488444285,0.10204508373711749,0.097162197365566,0.8052971899065311,0.8596434432333742,0.38106102838155587,0.25632997217093867,41.06011833218558,29.261361027015575,98.65,98.65,80.25,98.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.97,99.97,99.25,100.0,98.65,98.65,80.25,98.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.92,98.92,83.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.92,98.92,83.75,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,flat,same_xx,factory_prepolish_deep_defect,2,41000,success,True,True,False,False,False,3691,3592,0,8.981278419494629,89.1669921875,0.5594022270605933,0.5594022270605933,-0.20795590156273963,-0.20795590156273963,0.0,1.0,1.0,70.56096003979579,74.72781365004022,0.10317968719405735,0.10382208116337827,0.9463934815775794,1.0387604262984627,0.6843423906818914,0.4929017232855585,41.05980255999255,29.34706545707646,97.37,97.37,79.25,87.3,99.89,99.89,97.75,100.0,100.0,100.0,100.0,100.0,99.97,99.97,99.25,100.0,97.37,97.37,79.25,87.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.97,97.97,83.0,90.05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.97,97.97,83.0,90.05,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,flat,same_xx,factory_prepolish_deep_stress,3,41000,success,True,True,False,False,False,3693,3594,0,9.180768966674805,89.1669921875,0.5594295589094429,0.5594295589094429,-0.2085029322461339,-0.2085029322461339,0.0,1.0,1.0,70.28287104118675,74.38164235379648,0.10403775627132578,0.10516505349995874,1.1192464705336993,1.2141863069441954,1.1114349883086923,0.8875826305576087,41.060311943419016,29.349136039215608,97.37,97.37,79.25,87.3,99.48,99.48,90.0,100.0,100.0,100.0,100.0,100.0,99.97,99.97,99.25,100.0,97.37,97.37,79.25,87.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.67,97.67,80.0,88.85,99.77000000000001,99.77,95.25,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.67,97.67,80.0,88.85,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,flat,same_xx,legacy_stress,0,41000,fail_max_passes,False,True,False,False,False,5379,5280,0,9.283011436462402,89.16697692871094,0.8768433763002026,0.8768433763002026,-0.7704671969466558,-0.7704671969466558,0.0,1.0,1.0,55.23308562024551,63.486920252838814,0.11432725748677881,0.12016418287137517,2.140732310668287,2.037889593224117,1.7479251101515358,1.5981983508968316,41.88872078897005,29.586614951220085,83.24000000000001,83.24,48.5,57.95,93.62,93.62,63.24999999999999,78.8,100.0,100.0,100.0,100.0,99.44,99.44,96.5,97.95,83.24000000000001,83.24,48.5,57.95,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.58,84.58,51.24999999999999,59.7,95.16,95.16,65.75,84.5,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,84.58,84.58,51.24999999999999,59.7,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41000
control,freeform,cross_xy,factory_prepolish_deep_defect,2,40000,fail_force_overload,False,False,True,False,False,2357,2257,0,11.246880531311035,88.2453384399414,0.8080162016779981,0.8080162016779981,-0.5578056900648619,-0.5578056900648619,0.0,1.0,1.0,65.23049475872075,69.98329938944272,0.12742705911151617,0.11379303510328823,1.4045567538449721,1.3485873786783404,0.8675357318664196,0.7500591300653192,41.877639882325134,29.23303775127748,93.65,93.65,59.25,67.45,99.24,99.24,89.25,99.7,100.0,100.0,100.0,100.0,99.81,99.81,98.5,98.95,93.65,93.65,59.25,67.45,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.78999999999999,93.79,60.5,67.45,99.42999999999999,99.43,92.25,99.7,100.0,100.0,100.0,100.0,99.95,99.95,99.25,99.85,93.78999999999999,93.79,60.5,67.45,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,freeform,cross_xy,factory_prepolish,1,40000,success,True,True,False,False,False,3504,3404,0,13.385598182678223,88.24533081054688,0.5480388637619373,0.5480388637619373,-0.11188820359343875,-0.11188820359343875,0.0,1.0,1.0,70.73515978216898,74.98200586307112,0.12224960127767467,0.09901758159353712,1.1633130685504443,1.0356237118926477,0.5910620976386651,0.44827792689751633,41.79178526213043,28.75188596956268,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.9,98.75,100.0,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.32,97.32,67.0,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.32,97.32,67.0,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,freeform,cross_xy,factory_prepolish_deep_stress,3,40000,success,True,True,False,False,False,4233,4133,0,12.56185245513916,88.2453384399414,0.7025111542991324,0.7025111542991324,-0.4373270004517765,-0.4373270004517765,0.0,1.0,1.0,65.04439703884593,71.01480757901763,0.13072709766768353,0.13089377946427827,1.7768171317622778,1.6315660830600578,1.3045163529444608,1.123687972393633,41.79764672979615,29.76216258536622,93.60000000000001,93.6,58.5,67.3,97.94,97.94,72.75,97.85,100.0,100.0,100.0,100.0,99.81,99.81,98.25,99.05,93.60000000000001,93.6,58.5,67.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.77,93.77,60.0,68.0,98.71,98.71,81.5,99.15,100.0,100.0,100.0,100.0,99.98,99.98,99.5,100.0,93.77,93.77,60.0,68.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,freeform,cross_xy,legacy_stress,0,40000,fail_max_passes,False,True,False,False,False,5129,5029,0,12.20850658416748,88.24533081054688,0.8360358194768905,0.8360358194768905,-0.7104637894229621,-0.7104637894229621,0.0,1.0,1.0,53.71319128558401,62.683708441474295,0.11174944583640958,0.1292917335100909,1.8912524029635944,1.8223231332473748,1.8578515036350947,1.6248958698371179,41.156856978725195,29.66571310736024,79.64,79.64,37.5,58.35,95.11,95.11,71.0,83.4,100.0,100.0,100.0,100.0,99.51,99.51,96.25,98.2,79.64,79.64,37.5,58.35,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,81.28999999999999,81.29,45.5,61.65,97.41,97.41,75.5,90.9,100.0,100.0,100.0,100.0,99.92999999999999,99.93,98.5,100.0,81.28999999999999,81.29,45.5,61.65,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
control,freeform,same_xx,factory_prepolish,1,40000,success,True,True,False,False,False,3488,3388,0,11.885306358337402,88.24533081054688,0.5435273876678575,0.5435273876678575,-0.10374220197063384,-0.10374220197063384,0.0,1.0,1.0,70.73515978216898,74.94477169409568,0.12224960127767467,0.10022316388378659,1.1633130685504443,1.0401091873789452,0.5910620976386651,0.44562256883341855,41.791233850150164,28.76680242300749,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.9,99.9,98.75,100.0,97.26,97.26,65.75,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.32,97.32,67.0,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.32,97.32,67.0,97.9,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,40000
