policy_label,direction_mode,surface_profile,profile_seed,policy_outcome,champion_outcome,policy_safety_ok,champion_safety_ok,delta_gu,delta_ra_um,delta_rz_um,delta_scratch_um,delta_clearcoat_um
bc_spatial120,same_xx,factory_prepolish_deep_stress,10194,success,success,True,True,0.12733115257788086,-0.00693626028912632,-0.037808904596784654,-0.009690935564616754,-0.026528525173389994
bc_base14,same_xx,factory_prepolish_deep_stress,10291,success,success,True,True,-0.0012323211244620325,-0.00046825955366271155,0.0003539415806326218,0.0008468943003103746,-0.005381426584271765
bc_global20,same_xx,factory_prepolish_deep_stress,10291,success,success,True,True,-0.006464923563683556,-0.000306626744157254,0.0020956963731073586,0.0005204791708064427,-0.005415171408813535
bc_spatial120,same_xx,factory_prepolish_deep_stress,10291,fail_max_passes,success,True,True,-0.7151203003410842,-0.009237410325332318,-0.025835073752690896,0.05339672555202446,0.019508810462312454
bc_base14,same_xx,factory_prepolish_deep_stress,10388,success,success,True,True,0.009723202157076116,-4.826375133490379e-05,-0.0006528108884062966,0.00014692016975881295,-0.00022356066915563133
bc_global20,same_xx,factory_prepolish_deep_stress,10388,success,success,True,True,0.024791301536254196,-0.00024699634363496703,-0.0018073987347608789,0.0004722674874815258,-0.0003120118428014962
bc_spatial120,same_xx,factory_prepolish_deep_stress,10388,success,success,True,True,-0.381201047021932,-0.0029253303400403607,-0.020386701214721636,0.02603389826167879,0.04539319042544321
bc_base14,same_xx,factory_prepolish_deep_stress,10485,success,success,True,True,0.024531447790778316,-0.0002127798181352364,-0.0008991542157623655,8.808896126788479e-05,-0.003177355278012328
bc_global20,same_xx,factory_prepolish_deep_stress,10485,success,success,True,True,0.023787230830208728,-0.00011780457104035302,-0.00037542281033564606,0.0005638773495372229,-0.002438513409863674
bc_spatial120,same_xx,factory_prepolish_deep_stress,10485,success,success,True,True,0.38421829740426006,0.0023195467127443,0.009947641092003412,0.003070800304400212,-0.05089999200766471
