policy_label,direction_mode,surface_profile,profile_seed,policy_outcome,champion_outcome,policy_safety_ok,champion_safety_ok,delta_gu,delta_ra_um,delta_rz_um,delta_scratch_um,delta_clearcoat_um
bc_base14,same_xx,factory_prepolish_deep_stress,10582,success,success,True,True,-0.06575708659228496,0.00043216865292941553,0.0030356757502600917,0.00351956866000247,-0.00016711359238996693
bc_global20,same_xx,factory_prepolish_deep_stress,10582,success,success,True,True,-0.041514834605990814,0.0002429543642245846,0.0013441420985638164,0.0019307048381338454,8.789053764957089e-05
bc_spatial120,same_xx,factory_prepolish_deep_stress,10582,success,success,True,True,-0.2547890342272012,0.0013172087905754665,0.0034748625250740073,0.03660143604260435,0.007232510966233008
bc_base14,same_xx,factory_prepolish_deep_stress,10679,success,success,True,True,-0.0017866560008314991,-0.00016659807165733675,-0.00020198704619800445,0.0006210356006629558,1.049474729342137e-05
bc_global20,same_xx,factory_prepolish_deep_stress,10679,success,success,True,True,0.004235963920407926,-0.0007806998350981115,-0.0020894694550981363,0.002297216337924346,-0.0004834937437294684
bc_spatial120,same_xx,factory_prepolish_deep_stress,10679,success,success,True,True,-0.5258134077303538,0.005463646106414588,0.030870000060209568,0.008445185096767616,0.030812118995427795
bc_base14,same_xx,legacy_stress,10000,fail_max_passes,fail_max_passes,True,True,-0.0906832222965761,-0.0026394819569379446,-0.014719940346197724,0.0003670516872888996,0.00016933674127983522
bc_global20,same_xx,legacy_stress,10000,fail_max_passes,fail_max_passes,True,True,-0.4173678070643092,-0.005984204385907355,-0.05948316512860208,0.0017365666017501447,0.0019045663926675616
bc_spatial120,same_xx,legacy_stress,10000,fail_max_passes,fail_max_passes,True,True,-3.7201029182241427,-0.05497284314896732,-0.18723665906113185,0.13922158196747092,0.02256072836509304
bc_base14,same_xx,legacy_stress,10097,fail_max_passes,fail_max_passes,True,True,0.01264617584012484,0.00013143533131110274,0.0003741022806762473,-0.001096385792120902,-0.002458992052318365
bc_global20,same_xx,legacy_stress,10097,fail_max_passes,fail_max_passes,True,True,-0.029804237226841224,-0.0003952102095557408,-0.004756775437516403,0.0020906506529430047,-0.0017095111848703937
bc_spatial120,same_xx,legacy_stress,10097,fail_max_passes,fail_max_passes,True,True,-3.4869157356622438,-0.033688828456319,-0.13408095874093018,0.18806322582232426,0.18815636529818391
bc_base14,same_xx,legacy_stress,10194,fail_max_passes,fail_max_passes,True,True,0.01861864759135301,0.00021417338101666072,0.0012441091148605032,-0.0007056305994563861,-0.001496722012831242
bc_global20,same_xx,legacy_stress,10194,fail_max_passes,fail_max_passes,True,True,-0.01281900118226531,0.0009018408131219735,0.005314854271856184,-0.00030634779099347753,0.005197710087919916
bc_spatial120,same_xx,legacy_stress,10194,fail_max_passes,fail_max_passes,True,True,-0.02030898344649046,-0.01394610488949577,-0.04606016208596442,-0.0011201460415364295,-0.058489449071018385
bc_base14,same_xx,legacy_stress,10291,fail_max_passes,fail_max_passes,True,True,0.06763355305383811,-0.0007593473596067546,-0.0021246288236360655,-6.407310093670127e-05,0.0013776159406262423
bc_global20,same_xx,legacy_stress,10291,fail_max_passes,fail_max_passes,True,True,-0.19970639985665173,0.0011241444875445261,-0.004238736948337429,0.0010154561290711683,0.024433705453084542
bc_spatial120,same_xx,legacy_stress,10291,fail_max_passes,fail_max_passes,True,True,-3.085420558603772,-0.026227916718039465,-0.1389973581802142,0.0804183134071228,0.34757964217084236
bc_base14,same_xx,legacy_stress,10388,fail_max_passes,fail_max_passes,True,True,-0.00464781852787155,-0.00013266121454570678,0.0005426740385749973,1.741689012424441e-05,0.00022618668547380594
bc_global20,same_xx,legacy_stress,10388,fail_max_passes,fail_max_passes,True,True,-0.8138520536705158,-0.02388640303548692,-0.06113769470003105,0.023105276510477113,0.002464999751360608
bc_spatial120,same_xx,legacy_stress,10388,fail_max_passes,fail_max_passes,True,True,-2.653006708204117,-0.03805728757647739,-0.09897085622625879,0.07969025751177328,0.034146129981408535
bc_base14,same_xx,legacy_stress,10485,fail_max_passes,fail_max_passes,True,True,-0.09193518873237139,0.0008591644601978476,0.006431550130970631,-0.0004228299171145089,-0.002453656995420772
bc_global20,same_xx,legacy_stress,10485,fail_max_passes,fail_max_passes,True,True,-0.6634428437476174,-0.008427083542747266,0.004658128987248045,0.01582936029110371,0.03645447968995086
bc_spatial120,same_xx,legacy_stress,10485,fail_max_passes,fail_max_passes,True,True,-5.728903823634738,-0.010842250342632809,-0.0214302454380233,0.2163683010741797,0.28775459535527403
bc_base14,same_xx,legacy_stress,10582,fail_max_passes,fail_max_passes,True,True,-0.46818166207219036,0.005107627942212145,0.01890338272886738,-0.00045066546373528915,0.011949091443774762
bc_global20,same_xx,legacy_stress,10582,fail_max_passes,fail_max_passes,True,True,-0.9157198479523885,0.007130574810088219,0.03087955294988065,-0.0006637304006980038,0.018073656112896685
bc_spatial120,same_xx,legacy_stress,10582,fail_max_passes,fail_max_passes,True,True,-8.509175888039046,-0.03986910268680367,-0.031835525502636575,0.14608291993120437,0.557313455818786
bc_base14,same_xx,legacy_stress,10679,fail_max_passes,fail_max_passes,True,True,-0.06608116107466344,0.00010197198145363295,0.00033039106788379513,-0.00022942936218672827,0.0002298965839671041
bc_global20,same_xx,legacy_stress,10679,fail_max_passes,fail_max_passes,True,True,-0.964245184073178,0.021722348409722772,0.014368698941099378,0.002515179742728524,0.1125877778366231
bc_spatial120,same_xx,legacy_stress,10679,fail_max_passes,fail_max_passes,True,True,-5.135468278781218,-0.006294446677306928,-0.07045979201381303,0.20910528921279314,0.27464500306412276
