quality_pass_delta,all4_area_pct_points_delta,mean_control_steps_delta,mean_control_steps_delta_pct,tile100_delta,tile95_delta,tile90_delta,tile80_delta
0,0.2440625000000125,542.703125,15.514530494831915,8,13,13,21
