rail,segment,waypoint,path_file,geometry_risk,path_step_m,command_allowed,hold_reason,entry_progress,reset_before,control_force_n,control_feed_mm_s,curvature_force_n,curvature_feed_mm_s,softstart_force_n,softstart_feed_mm_s,deterministic_force_n,deterministic_feed_mm_s,projected_combined_force_n,projected_combined_feed_mm_s,nominal_dt_s,zero_residual_force_n,zero_residual_feed_mm_s,worst_up_force_n,worst_up_feed_mm_s,worst_down_force_n,worst_down_feed_mm_s,signed_k1_norm,signed_k2_norm,pad_curvature_ratio_norm,footprint_normal_spread_norm,fit_confidence,boundary_risk,hole_risk,contact_gap_norm,normal_force_norm,force_rate_norm
C,14,15,path_C14.npy,0.020256263424832804,0.061720732673388214,True,,1.0,False,8.0,12.7,7.939231209725501,12.57137272725231,8.0,12.7,7.939231209725501,12.57137272725231,7.939231209725501,12.57137272725231,4.909625544678154,7.939231209725501,12.57137272725231,8.0,12.7,6.748346528266676,10.057098181801848,0.014560645446181297,-0.059593115001916885,0.04097026586532593,0.08459090441465378,0.9858386516571045,0.0,0.0,0.0,0.0,0.0
C,14,16,path_C14.npy,0.033580678435473146,0.029154920628323647,True,,1.0,False,8.0,12.7,7.8992579646935805,12.486762691934745,8.0,12.7,7.8992579646935805,12.486762691934745,7.8992579646935805,12.486762691934745,2.3348662377603238,7.8992579646935805,12.486762691934745,8.0,12.7,6.714369269989543,9.989410153547796,0.005698345601558685,-0.07920242100954056,0.05445166304707527,0.10990237444639206,0.9868050217628479,0.0034640063531696796,0.0,0.0,0.0,0.0
C,14,17,path_C14.npy,0.0020407653386226533,0.03931280693130801,True,,1.0,False,8.0,12.7,7.993877703984132,12.687041140099746,8.0,12.7,7.993877703984132,12.687041140099746,7.993877703984132,12.687041140099746,3.098658426120539,7.993877703984132,12.687041140099746,8.0,12.7,6.794796048386512,10.149632912079797,0.013783922418951988,-0.01834816485643387,0.012614362873136997,0.026313522830605507,0.9858086109161377,0.0,0.0,0.0,0.0,0.0
C,14,18,path_C14.npy,0.003199574816758525,0.04647091137429332,True,,1.0,False,8.0,12.7,7.990401275549725,12.679682699913583,8.0,12.7,7.990401275549725,12.679682699913583,7.990401275549725,12.679682699913583,3.6649900848552024,7.990401275549725,12.679682699913583,8.0,12.7,6.791841084217266,10.143746159930867,0.01463304553180933,-0.023325033485889435,0.016035960987210274,0.033023227006196976,0.9858070015907288,0.0,0.0,0.0,0.0,0.0
C,14,19,path_C14.npy,0.003575202416524908,0.03233898683852687,True,,1.0,False,8.0,12.7,7.989274392750425,12.677297464655066,8.0,12.7,7.989274392750425,12.677297464655066,7.989274392750425,12.677297464655066,2.5509369744371444,7.989274392750425,12.677297464655066,8.0,12.7,6.790883233837861,10.141837971724053,0.0057681710459291935,-0.025279123336076736,0.0173793975263834,0.03493061289191246,0.9850578308105469,0.0,0.0,0.0,0.0,0.0
C,14,20,path_C14.npy,0.0007462519061618335,0.03299469130760562,True,,1.0,False,8.0,12.7,7.997761244281515,12.695261300395872,8.0,12.7,7.997761244281515,12.695261300395872,7.997761244281515,12.695261300395872,2.598976935321273,7.997761244281515,12.695261300395872,8.0,12.7,6.798097057639287,10.156209040316698,0.010325505398213863,-0.001961390022188425,0.007098785135895014,0.01390430610626936,0.9841441512107849,0.014433547854423523,0.0,0.0,0.0,0.0
C,14,21,path_C14.npy,0.01573807591393908,0.025169422259947283,True,,1.0,False,8.0,12.7,7.952785772258183,12.600063217946486,8.0,12.7,7.952785772258183,12.600063217946486,7.952785772258183,12.600063217946486,1.9975631728655174,7.952785772258183,12.600063217946486,8.0,12.7,6.759867906419456,10.08005057435719,0.055079951882362366,0.007918167859315872,0.0378674678504467,0.0742926076054573,0.9865548610687256,0.0,0.0,0.0,0.0,0.0
C,14,22,path_C14.npy,0.2191647080891437,0.025017996158882443,True,,1.0,False,8.0,12.7,7.342505875732569,11.308304103633937,8.0,12.7,7.342505875732569,11.308304103633937,7.342505875732569,11.308304103633937,2.212356152576661,7.342505875732569,11.308304103633937,7.915834647616051,12.632792544000598,6.241129994372684,9.04664328290715,0.2200530767440796,0.0030640126205980778,0.15128648281097412,0.3025057315826416,0.9649304151535034,0.012472307309508324,0.0,0.0,0.0,0.0
C,14,23,path_C14.npy,0.014691163787634272,0.03238303698146829,True,,1.0,False,8.0,12.7,7.955926508637098,12.606711109948522,8.0,12.7,7.955926508637098,12.606711109948522,7.955926508637098,12.606711109948522,2.5687141316273507,7.955926508637098,12.606711109948522,8.0,12.7,6.762537532341533,10.085368887958818,0.016844511032104492,-0.011896750889718533,0.011580601334571838,0.023895489051938057,0.9282857179641724,0.0,0.0,0.0,0.0,0.0
C,14,24,path_C14.npy,0.3469739741476746,0.03983102527492753,True,,1.0,False,8.0,12.7,6.959078077556976,10.496715264162265,8.0,12.7,6.959078077556976,10.496715264162265,6.959078077556976,10.496715264162265,3.7946180564617245,6.959078077556976,10.496715264162265,7.413523987615283,11.524909502181163,5.915216365923429,8.397372211329813,-0.029039762914180756,-0.295423686504364,0.20310378074645996,0.39650455117225647,0.946672797203064,0.051521074026823044,0.0,0.0,0.0,0.0
C,14,25,path_C14.npy,0.05136409496462414,0.04534240415764196,True,,1.0,False,8.0,12.7,7.845907715106128,12.373837996974636,8.0,12.7,7.845907715106128,12.373837996974636,7.845907715106128,12.373837996974636,3.664376741373859,7.845907715106128,12.373837996974636,8.0,12.7,6.669021557840209,9.89907039757971,-0.05149715393781662,-0.09991119056940079,0.06868894398212433,0.1372814029455185,0.9574267268180847,0.0,0.0,0.0,0.0,0.0
C,14,26,path_C14.npy,0.04497586231292572,0.06075392213343104,True,,1.0,False,8.0,12.7,7.865072413061223,12.414403274312921,8.0,12.7,7.865072413061223,12.414403274312921,7.865072413061223,12.414403274312921,4.893825405135591,7.865072413061223,12.414403274312921,8.0,12.7,6.685311551102039,9.931522619450337,-0.008259005844593048,-0.0956616923213005,0.06576741486787796,0.12802712619304657,0.9771122336387634,0.0,0.0,0.0,0.0,0.0
C,14,27,path_C14.npy,0.07255977936452221,0.030881238856865334,True,,1.0,False,8.0,12.7,7.782320661906433,12.239245401035284,8.0,12.7,7.782320661906433,12.239245401035284,7.782320661906433,12.239245401035284,2.5231325825245055,7.782320661906433,12.239245401035284,8.0,12.7,6.614972562620468,9.791396320828227,-0.0007090665167197585,-0.11925026774406433,0.08198455721139908,0.16484150290489197,0.9721986651420593,0.0034883429761976004,0.0,0.0,0.0,0.0
C,14,28,path_C14.npy,0.1205794894517394,0.05250245004787285,True,,1.0,False,8.0,12.7,7.6382615316447815,11.934320241981455,8.0,12.7,7.6382615316447815,11.934320241981455,7.6382615316447815,11.934320241981455,4.399282823263327,7.6382615316447815,11.934320241981455,8.0,12.7,6.492522301898064,9.547456193585164,-0.027871103957295418,-0.15620465576648712,0.10739070177078247,0.21675381064414978,0.9721003174781799,0.000673687260132283,0.0,0.0,0.0,0.0
C,14,29,path_C14.npy,0.15093993319268997,0.03236092317776848,True,,1.0,False,8.0,12.7,7.54718020042193,11.741531424226418,8.0,12.7,7.54718020042193,11.741531424226418,7.54718020042193,11.741531424226418,2.756107530487707,7.54718020042193,11.741531424226418,8.0,12.7,6.41510317035864,9.393225139381133,-0.02622411958873272,-0.1782209873199463,0.12252692878246307,0.2452496588230133,0.9679856300354004,0.01583428494632244,0.0,0.0,0.0,0.0
C,14,30,path_C14.npy,0.035487792175136784,0.027852114914219604,True,,1.0,False,8.0,12.7,7.893536623474589,12.474652519687881,8.0,12.7,7.893536623474589,12.474652519687881,7.893536623474589,12.474652519687881,2.2326966518917093,7.893536623474589,12.474652519687881,8.0,12.7,6.709506129953401,9.979722015750305,-0.007084535900503397,-0.08066312223672867,0.05545589700341225,0.11311067640781403,0.96413254737854,0.0,0.0,0.0,0.0,0.0
C,14,31,path_C14.npy,0.004844513806096057,0.050175066969325485,True,,1.0,False,8.0,12.7,7.985466458581712,12.669237337331289,8.0,12.7,7.985466458581712,12.669237337331289,7.985466458581712,12.669237337331289,3.9603857464631416,7.985466458581712,12.669237337331289,8.0,12.7,6.787646489794455,10.135389869865032,0.009779253974556923,-0.01351276133209467,0.009290022775530815,0.019288472831249237,0.9592578411102295,0.0,0.0,0.0,0.0,0.0
C,14,32,path_C14.npy,0.02824608443347989,0.10553279098114371,True,,0.0,True,8.0,12.7,7.91526174669956,12.520637363847403,2.8,6.35,2.770341611344846,6.35,2.770341611344846,6.35,16.619337162384838,2.770341611344846,6.35,3.039550642172968,7.27559560457711,2.354790369643119,6.35,-0.013408035971224308,-0.07194094359874725,0.04945940151810646,0.10045479238033295,0.9561558365821838,0.022583946585655212,0.0,0.0,0.0,0.0
C,14,33,path_C14.npy,0.009446914779756229,0.08743226953009839,True,,0.0,True,8.0,12.7,7.9716592556607315,12.640012091148547,2.8,6.35,2.790080739481256,6.35,2.790080739481256,6.35,13.768861343322582,2.790080739481256,6.35,3.0664530479319296,7.293501813672282,2.3715686285590674,6.35,-0.0051517849788069725,-0.04141220450401306,0.02847089059650898,0.05721759423613548,0.9614582657814026,0.030977066606283188,0.0,0.0,0.0,0.0
C,14,34,path_C14.npy,0.05723542015456469,0.06915195371764495,True,,1.0,False,8.0,12.7,7.828293739536306,12.336555082018513,8.0,12.7,7.828293739536306,12.336555082018513,7.828293739536306,12.336555082018513,5.605450894345641,7.828293739536306,12.336555082018513,8.0,12.7,6.65404967860586,9.869244065614811,0.002342158928513527,-0.10588470101356506,0.07279573380947113,0.14534606039524078,0.9617544412612915,0.036199647933244705,0.0,0.0,0.0,0.0
C,14,35,path_C14.npy,0.033343667741847716,0.026047074156197187,True,,1.0,False,8.0,12.7,7.899968996774457,12.488267709839267,8.0,12.7,7.899968996774457,12.488267709839267,7.899968996774457,12.488267709839267,2.085723557613615,7.899968996774457,12.488267709839267,8.0,12.7,6.714973647258288,9.990614167871414,-0.001052244333550334,-0.07909628748893738,0.0543786957859993,0.10949791967868805,0.9626721739768982,0.034992851316928864,0.0,0.0,0.0,0.0
C,14,36,path_C14.npy,0.008802019594684192,0.056310648095851124,True,,1.0,False,8.0,12.7,7.973593941215947,12.644107175573755,8.0,12.7,7.973593941215947,12.644107175573755,7.973593941215947,12.644107175573755,4.453509236669049,7.973593941215947,12.644107175573755,8.0,12.7,6.777554850033555,10.115285740459004,-0.005697169806808233,-0.03893481194972992,0.026767682284116745,0.05519134923815727,0.9662031531333923,0.0041530379094183445,0.0,0.0,0.0,0.0
C,14,37,path_C14.npy,0.003363400466395329,0.06165226505354577,True,,1.0,False,8.0,12.7,7.989909798600814,12.678642407038389,8.0,12.7,7.989909798600814,12.678642407038389,7.989909798600814,12.678642407038389,4.862686640591763,7.989909798600814,12.678642407038389,8.0,12.7,6.7914233288106916,10.142913925630712,-0.014308881014585495,-0.02446434088051319,0.01681923307478428,0.0336463637650013,0.9661321640014648,0.02877506986260414,0.0,0.0,0.0,0.0
C,14,38,path_C14.npy,0.061755417369438514,0.029907842619935145,True,,1.0,False,8.0,12.7,7.814733747891684,12.307853099704065,8.0,12.7,7.814733747891684,12.307853099704065,7.814733747891684,12.307853099704065,2.4299804667520983,7.814733747891684,12.307853099704065,8.0,12.7,6.642523685707932,9.846282479763252,-0.0009735060157254338,-0.1095610186457634,0.0753232017159462,0.1513095647096634,0.9696608185768127,0.0027585113421082497,0.0,0.0,0.0,0.0
C,14,39,path_C14.npy,0.5952271730037431,0.033131546504353425,True,,1.0,False,8.0,12.7,6.214318480988771,8.92030745142623,8.0,12.7,6.214318480988771,8.92030745142623,6.214318480988771,8.92030745142623,3.7141709167273333,6.214318480988771,8.92030745142623,6.465857206929262,9.461912161144667,5.2821707088404555,7.136245961140984,-0.04206115007400513,-0.4066753685474396,0.27958932518959045,0.5638315677642822,0.9425820708274841,0.05569152906537056,0.0,0.0,0.0,0.0
C,14,40,path_C14.npy,0.33031462776054227,0.026516964668530315,True,,1.0,False,8.0,12.7,7.009056116718373,10.602502113720556,8.0,12.7,7.009056116718373,10.602502113720556,7.009056116718373,10.602502113720556,2.5010100808388493,7.009056116718373,10.602502113720556,7.478442352175552,11.667553199925045,5.957697699210617,8.482001690976444,-0.026085171848535538,-0.2738295793533325,0.1882578432559967,0.38484010100364685,0.9238779544830322,0.01376382540911436,0.0,0.0,0.0,0.0
C,14,41,path_C14.npy,0.061327948121442544,0.06271573769475794,True,,1.0,False,8.0,12.7,7.816016155635673,12.31056752942884,8.0,12.7,7.816016155635673,12.31056752942884,7.816016155635673,12.31056752942884,5.094463561069284,7.816016155635673,12.31056752942884,8.0,12.7,6.643613732290322,9.848454023543072,0.11115755885839462,0.0019092849688604474,0.07642082124948502,0.1507539302110672,0.9511675834655762,0.04382767900824547,0.0,0.0,0.0,0.0
C,14,42,path_C14.npy,0.06312768006592578,0.07162859014998078,True,,1.0,False,8.0,12.7,7.810616959802223,12.299139231581371,8.0,12.7,7.810616959802223,12.299139231581371,7.810616959802223,12.299139231581371,5.823870175081439,7.810616959802223,12.299139231581371,8.0,12.7,6.63902441583189,9.839311385265097,0.11099445074796677,-0.029793061316013336,0.07630868256092072,0.15308207273483276,0.9628033638000488,0.024401210248470306,0.0,0.0,0.0,0.0
C,14,43,path_C14.npy,0.0015344533986607612,0.025900778739614428,True,,1.0,False,8.0,12.7,7.995396639804018,12.690256220918503,8.0,12.7,7.995396639804018,12.690256220918503,7.995396639804018,12.690256220918503,2.040997304445266,7.995396639804018,12.690256220918503,8.0,12.7,6.796087143833415,10.152204976734803,0.008190260268747807,-0.01313580758869648,0.009030868299305439,0.018667567521333694,0.9815349578857422,0.022789809852838516,0.0,0.0,0.0,0.0
C,14,44,path_C14.npy,0.006631793693995442,0.0259009639367949,True,,1.0,False,8.0,12.7,7.980104618918014,12.657888110043128,8.0,12.7,7.980104618918014,12.657888110043128,7.980104618918014,12.657888110043128,2.0462310704298563,7.980104618918014,12.657888110043128,8.0,12.7,6.783088926080311,10.126310488034502,0.034550443291664124,-0.01116991601884365,0.02375343069434166,0.047784268856048584,0.9804201126098633,0.02648996002972126,0.0,0.0,0.0,0.0
C,14,45,path_C14.npy,0.010133441149747593,0.02592508326680997,True,,1.0,False,8.0,12.7,7.969599676550757,12.635652648699102,8.0,12.7,7.969599676550757,12.635652648699102,7.969599676550757,12.635652648699102,2.051740736120906,7.969599676550757,12.635652648699102,8.0,12.7,6.774159725068143,10.108522118959282,0.0058011142536997795,-0.026411667466163635,0.018158020451664925,0.03651241585612297,0.9810989499092102,0.05930306762456894,0.0,0.0,0.0,0.0
C,14,46,path_C14.npy,0.002952327881669836,0.02591312360650513,True,,1.0,False,8.0,12.7,7.99114301635499,12.681252717951395,8.0,12.7,7.99114301635499,12.681252717951395,7.99114301635499,12.681252717951395,2.043419856290924,7.99114301635499,12.681252717951395,8.0,12.7,6.792471563901742,10.145002174361116,0.006057659164071083,-0.016623327508568764,0.011428536847233772,0.02284342050552368,0.9817882776260376,0.03170742839574814,0.0,0.0,0.0,0.0
C,14,47,path_C14.npy,0.010590928845707673,0.02580096947878141,True,,1.0,False,8.0,12.7,7.968227213462877,12.632747601829756,8.0,12.7,7.968227213462877,12.632747601829756,7.968227213462877,12.632747601829756,2.0423877917931597,7.968227213462877,12.632747601829756,8.0,12.7,6.772993131443446,10.106198081463805,0.014055926352739334,-0.01496184803545475,0.010286270640790462,0.02213418111205101,0.9834216833114624,0.06065542250871658,0.0,0.0,0.0,0.0
C,14,48,path_C14.npy,0.011980581245972252,0.02920361927459802,True,,1.0,False,8.0,12.7,7.964058256262083,12.623923309088076,8.0,12.7,7.964058256262083,12.623923309088076,7.964058256262083,12.623923309088076,2.3133552509443778,7.964058256262083,12.623923309088076,8.0,12.7,6.769449517822771,10.099138647270461,0.016444554552435875,-0.02876674383878708,0.01977713592350483,0.040440209209918976,0.9854135513305664,0.06460075080394745,0.0,0.0,0.0,0.0
C,14,49,path_C14.npy,0.005228101387933121,0.03962460170565988,True,,1.0,False,8.0,12.7,7.984315695836201,12.666801556186623,8.0,12.7,7.984315695836201,12.666801556186623,7.984315695836201,12.666801556186623,3.1282247163891768,7.984315695836201,12.666801556186623,8.0,12.7,6.7866683414607705,10.1334412449493,0.0015970318345353007,-0.03082924149930477,0.021195104345679283,0.04234772175550461,0.9850385785102844,0.0,0.0,0.0,0.0,0.0
C,14,50,path_C14.npy,0.004605864060513214,0.044993434827745205,True,,1.0,False,8.0,12.7,7.98618240781846,12.67075276321574,8.0,12.7,7.98618240781846,12.67075276321574,7.98618240781846,12.67075276321574,3.550967781359047,7.98618240781846,12.67075276321574,8.0,12.7,6.788255046645691,10.136602210572592,0.028153112158179283,-0.0010406792862340808,0.01935526356101036,0.039711955934762955,0.9887763857841492,0.0,0.0,0.0,0.0,0.0
C,14,51,path_C14.npy,0.002132719633539797,0.02520019664792302,True,,1.0,False,8.0,12.7,7.99360184109938,12.686457230327022,8.0,12.7,7.99360184109938,12.686457230327022,7.99360184109938,12.686457230327022,1.986385654434861,7.99360184109938,12.686457230327022,8.0,12.7,6.794561564934473,10.149165784261617,0.009605206549167633,-0.01955738663673401,0.013445703312754631,0.02690522000193596,0.9892691373825073,0.009141604416072369,0.0,0.0,0.0,0.0
C,14,52,path_C14.npy,0.006230289017835172,0.025331602647326854,True,,1.0,False,8.0,12.7,7.981309132946494,12.660437664736746,8.0,12.7,7.981309132946494,12.660437664736746,7.981309132946494,12.660437664736746,2.0008473101908035,7.981309132946494,12.660437664736746,8.0,12.7,6.78411276300452,10.128350131789396,0.0033117407001554966,-0.032886579632759094,0.022609522566199303,0.04629141092300415,0.991300642490387,0.02111060358583927,0.0,0.0,0.0,0.0
C,14,53,path_C14.npy,0.010023786109373009,0.025368875227971058,True,,1.0,False,8.0,12.7,7.969928641671881,12.636348958205481,8.0,12.7,7.969928641671881,12.636348958205481,7.969928641671881,12.636348958205481,2.007611162993219,7.969928641671881,12.636348958205481,8.0,12.7,6.774439345421099,10.109079166564385,0.04246633127331734,0.008680034428834915,0.029195604845881462,0.05897460877895355,0.9912208318710327,0.04334399104118347,0.0,0.0,0.0,0.0
C,14,54,path_C14.npy,0.013997522912057256,0.02534186180584365,True,,1.0,False,8.0,12.7,7.9580074312638285,12.611115729508436,8.0,12.7,7.9580074312638285,12.611115729508436,7.9580074312638285,12.611115729508436,2.0094861033228693,7.9580074312638285,12.611115729508436,8.0,12.7,6.764306316574254,10.088892583606748,0.05111435055732727,0.007492751814424992,0.03514111787080765,0.06995780766010284,0.9930760264396667,0.017163313925266266,0.0,0.0,0.0,0.0
C,14,55,path_C14.npy,0.16759566116424682,0.025200207587212715,True,,1.0,False,8.0,12.7,7.49721301650726,11.635767551607032,8.0,12.7,7.49721301650726,11.635767551607032,7.49721301650726,11.635767551607032,2.1657537825024944,7.49721301650726,11.635767551607032,8.0,12.7,6.372631064031171,9.308614041285626,0.19660720229148865,0.010709471069276333,0.1351674497127533,0.25995466113090515,0.9712924361228943,0.0030311134178191423,0.0,0.0,0.0,0.0
C,14,56,path_C14.npy,0.015967923518575997,0.02530098435317276,True,,1.0,False,8.0,12.7,7.952096229444272,12.598603685657041,8.0,12.7,7.952096229444272,12.598603685657041,7.952096229444272,12.598603685657041,2.0082371812343633,7.952096229444272,12.598603685657041,8.0,12.7,6.759281795027631,10.078882948525633,0.05204593390226364,0.003267221385613084,0.03578157722949982,0.07484772056341171,0.9417754411697388,0.0,0.0,0.0,0.0,0.0
C,14,57,path_C14.npy,0.4094120577752975,0.0680576770369871,True,,1.0,False,8.0,12.7,6.771763826674108,10.10023343312686,8.0,12.7,6.771763826674108,10.10023343312686,6.771763826674108,10.10023343312686,6.738228129834185,6.771763826674108,10.10023343312686,7.171696033036822,10.99499484501579,5.755999252672992,8.080186746501488,-0.03387211263179779,-0.31292924284935,0.21513885259628296,0.4393099844455719,0.9415918588638306,0.02753077819943428,0.0,0.0,0.0,0.0
C,14,58,path_C14.npy,0.4409180261106849,0.025890928335239597,True,,1.0,False,8.0,12.7,6.677245921667945,9.90017053419715,8.0,12.7,6.677245921667945,9.90017053419715,6.677245921667945,9.90017053419715,2.615200237794612,6.677245921667945,9.90017053419715,7.050558704670994,10.730421566812117,5.6756590334177535,7.92013642735772,-0.012788575142621994,-0.34003308415412903,0.23377275466918945,0.46053004264831543,0.9593594670295715,0.009488696232438087,0.0,0.0,0.0,0.0
C,14,59,path_C14.npy,0.06917306079408708,0.04763509288511373,True,,1.0,False,8.0,12.7,7.792480817617739,12.260751063957546,8.0,12.7,7.792480817617739,12.260751063957546,7.792480817617739,12.260751063957546,3.885169239358,7.792480817617739,12.260751063957546,8.0,12.7,6.623608694975078,9.808600851166037,-0.004815335385501385,-0.11490705609321594,0.07899860292673111,0.1606994867324829,0.9943992495536804,0.0,0.0,0.0,0.0,0.0
C,14,60,path_C14.npy,0.004527280537383555,0.06061029911259526,True,,1.0,False,8.0,12.7,7.986418158387849,12.671251768587613,8.0,12.7,7.986418158387849,12.671251768587613,7.986418158387849,12.671251768587613,4.783292149781909,7.986418158387849,12.671251768587613,8.0,12.7,6.788455434629672,10.13700141487009,-0.002449027029797435,-0.01167040690779686,0.008023404516279697,0.016623780131340027,0.9945349097251892,0.03936707600951195,0.0,0.0,0.0,0.0
C,14,61,path_C14.npy,0.011906858403723327,0.06559420718705834,True,,1.0,False,8.0,12.7,7.96427942478883,12.624391449136356,8.0,12.7,7.96427942478883,12.624391449136356,7.96427942478883,12.624391449136356,5.195831217000618,7.96427942478883,12.624391449136356,8.0,12.7,6.769637511070506,10.099513159309085,-0.001067542820237577,-0.03242438659071922,0.022291766479611397,0.045695677399635315,0.9953093528747559,0.06439711898565292,0.0,0.0,0.0,0.0
C,14,62,path_C14.npy,0.04988514700542456,0.02767437269126726,True,,1.0,False,8.0,12.7,7.850344558983727,12.383229316515553,8.0,12.7,7.850344558983727,12.383229316515553,7.850344558983727,12.383229316515553,2.2348267954916943,7.850344558983727,12.383229316515553,8.0,12.7,6.672792875136167,9.906583453212443,0.0007040494820103049,-0.09770634025335312,0.06717310845851898,0.13518671691417694,0.9950548410415649,0.0,0.0,0.0,0.0,0.0
C,14,63,path_C14.npy,0.04331328827644027,0.02674525917130773,True,,1.0,False,8.0,12.7,7.87006013517068,12.424960619444603,8.0,12.7,7.87006013517068,12.424960619444603,7.87006013517068,12.424960619444603,2.152542771801819,7.87006013517068,12.424960619444603,8.0,12.7,6.689551114895078,9.939968495555682,0.0014045557472854853,-0.08853482455015182,0.06086768954992294,0.12552407383918762,0.9950242042541504,0.008316576480865479,0.0,0.0,0.0,0.0
C,14,64,path_C14.npy,0.006060196627672523,0.026020369037091817,True,,1.0,False,8.0,12.7,7.981819410116983,12.661517751414278,8.0,12.7,7.981819410116983,12.661517751414278,7.981819410116983,12.661517751414278,2.0550750350751095,7.981819410116983,12.661517751414278,8.0,12.7,6.784546498599435,10.129214201131422,0.005522372666746378,-0.03330586850643158,0.022897783666849136,0.04564499482512474,0.9957127571105957,0.0,0.0,0.0,0.0,0.0
C,14,65,path_C14.npy,0.041707983048232256,0.11758044756891371,True,,0.0,True,8.0,12.7,7.8748760508553035,12.435154307643725,2.8,6.35,2.7562066177993563,6.35,2.7562066177993563,6.35,18.516605916364366,2.7562066177993563,6.35,3.0203316976900316,7.262773146146558,2.3427756251294527,6.35,-0.0626760721206665,-0.08972004055976868,0.061682529747486115,0.12306598573923111,0.9930099844932556,0.004829122684895992,0.0,0.0,0.0,0.0
C,14,66,path_C14.npy,0.0633563294881855,0.028172658659543343,True,,0.7043164664885836,False,8.0,12.7,7.8099310115354434,12.29768730775002,6.904964389075067,11.36279305204359,6.740911939473157,11.002840621787922,6.740911939473157,11.002840621787922,2.560489570643748,6.740911939473157,11.002840621787922,7.372295189631662,12.548701775695111,5.729775148552183,8.802272497430337,-0.03104056976735592,-0.11670579016208649,0.08023522794246674,0.1533757895231247,0.9872536659240723,0.004248082172125578,0.0,0.0,0.0,0.0
C,14,67,path_C14.npy,0.05578707820869388,0.0672996856690747,True,,1.0,False,8.0,12.7,7.832638765373918,12.345752053374794,8.0,12.7,7.832638765373918,12.345752053374794,7.832638765373918,12.345752053374794,5.4512422878829705,7.832638765373918,12.345752053374794,8.0,12.7,6.6577429505678305,9.876601642699836,-0.03947485238313675,-0.1021772176027298,0.07024683803319931,0.14339189231395721,0.9940515160560608,0.0007476790342479944,0.0,0.0,0.0,0.0
C,14,68,path_C14.npy,0.030983075404937728,0.025835442127328148,True,,1.0,False,8.0,12.7,7.907050773785187,12.503257471178644,8.0,12.7,7.907050773785187,12.503257471178644,7.907050773785187,12.503257471178644,2.0662968979789165,7.907050773785187,12.503257471178644,8.0,12.7,6.720993157717409,10.002605976942915,-0.041813090443611145,-0.07431307435035706,0.05109023675322533,0.10539541393518448,0.9931583404541016,0.05665288120508194,0.0,0.0,0.0,0.0
C,14,69,path_C14.npy,0.012105076337676938,0.025776137009643377,True,,1.0,False,8.0,12.7,7.963684770986969,12.62313276525575,8.0,12.7,7.963684770986969,12.62313276525575,7.963684770986969,12.62313276525575,2.041976226423785,7.963684770986969,12.62313276525575,8.0,12.7,6.769132055338924,10.098506212204601,-0.011830967850983143,-0.04624614492058754,0.031794223934412,0.06494328379631042,0.9936037659645081,0.04227025806903839,0.0,0.0,0.0,0.0
C,14,70,path_C14.npy,0.02474202163712229,0.02659963658666943,True,,1.0,False,8.0,12.7,7.925773935088633,12.542888162604273,8.0,12.7,7.925773935088633,12.542888162604273,7.925773935088633,12.542888162604273,2.120694710965721,7.925773935088633,12.542888162604273,8.0,12.7,6.736907844825338,10.034310530083419,-0.0018243646482005715,-0.06941785663366318,0.04772477596998215,0.09379468113183975,0.9922935366630554,0.04641801491379738,0.0,0.0,0.0,0.0
C,14,71,path_C14.npy,0.10126389109043145,0.03803865738072593,True,,1.0,False,8.0,12.7,7.696208326728706,12.05697429157576,8.0,12.7,7.696208326728706,12.05697429157576,7.696208326728706,12.05697429157576,3.1549090560227575,7.696208326728706,12.05697429157576,8.0,12.7,6.5417770777194,9.645579433260608,-0.033498767763376236,-0.1451423466205597,0.09978535771369934,0.19713443517684937,0.9840074181556702,0.009900168515741825,0.0,0.0,0.0,0.0
C,14,72,path_C14.npy,0.41115916630901006,0.029850979839717386,True,,1.0,False,8.0,12.7,6.76652250107297,10.089139293937786,8.0,12.7,6.76652250107297,10.089139293937786,6.76652250107297,10.089139293937786,2.958724126016756,6.76652250107297,10.089139293937786,7.164962976145035,10.980273872897813,5.751544125912025,8.071311435150228,-0.13261806964874268,-0.33025920391082764,0.2270532101392746,0.44049179553985596,0.9441937804222107,0.03536386415362358,0.0,0.0,0.0,0.0
C,14,73,path_C14.npy,0.3250316781580486,0.05011776176675368,True,,1.0,False,8.0,12.7,7.024904965525854,10.63604884369639,8.0,12.7,7.024904965525854,10.63604884369639,7.024904965525854,10.63604884369639,4.712065777740078,7.024904965525854,10.63604884369639,7.499063797093872,11.712898249555206,5.971169220696976,8.508839074957113,-0.07894789427518845,-0.2747226655483246,0.1888718456029892,0.38111403584480286,0.9290596842765808,0.004001273307949305,0.0,0.0,0.0,0.0
C,14,74,path_C14.npy,0.11012373697504303,0.027700342591636205,True,,1.0,False,8.0,12.7,7.669628789074871,12.000714270208476,8.0,12.7,7.669628789074871,12.000714270208476,7.669628789074871,12.000714270208476,2.308224491303966,7.669628789074871,12.000714270208476,8.0,12.7,6.51918447071364,9.600571416166781,0.1038580983877182,-0.14403636753559113,0.09902500361204147,0.2063048779964447,0.9427293539047241,0.0659661591053009,0.0,0.0,0.0,0.0
