rail,segment,waypoint,path_file,geometry_risk,path_step_m,command_allowed,hold_reason,entry_progress,reset_before,control_force_n,control_feed_mm_s,curvature_force_n,curvature_feed_mm_s,softstart_force_n,softstart_feed_mm_s,deterministic_force_n,deterministic_feed_mm_s,projected_combined_force_n,projected_combined_feed_mm_s,nominal_dt_s,zero_residual_force_n,zero_residual_feed_mm_s,worst_up_force_n,worst_up_feed_mm_s,worst_down_force_n,worst_down_feed_mm_s,signed_k1_norm,signed_k2_norm,pad_curvature_ratio_norm,footprint_normal_spread_norm,fit_confidence,boundary_risk,hole_risk,contact_gap_norm,normal_force_norm,force_rate_norm
C,3,2,path_C3.npy,1.0,0.02533890359059185,False,footprint_normal_spread|pad_curvature,0.0,True,8.0,12.7,5.0,6.35,2.8,6.35,0.0,0.0,2.0,6.35,3.990378518203441,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04724813997745514,1.0,1.0,0.7007032632827759,0.04493322968482971,0.0,0.0,0.0,0.0
C,3,3,path_C3.npy,0.9169394120476498,0.051107882773785016,True,,0.0,True,8.0,12.7,5.249181763857051,6.877434733497423,2.8,6.35,2.0,6.35,2.0,6.35,8.048485476186617,2.0,6.35,2.01661211759047,6.429115210024613,2.0,6.35,-0.07538774609565735,-0.6105290651321411,0.4197387099266052,0.8228123784065247,0.8523350954055786,0.2575949728488922,0.0,0.0,0.0,0.0
C,3,4,path_C3.npy,0.12362024539555122,0.02597422510799034,True,,0.6493556276997584,False,8.0,12.7,7.629139263813347,11.91501144173825,6.530324304986147,10.905299872435005,6.227594195075552,10.231241949263762,6.227594195075552,10.231241949263762,2.538716730265522,6.227594195075552,10.231241949263762,6.773367942321192,11.576209945582939,5.29345506581422,8.184993559411009,0.07805151492357254,-0.15346746146678925,0.10550888627767563,0.21972428262233734,0.9142538905143738,0.10112597048282623,0.0,0.0,0.0,0.0
C,3,5,path_C3.npy,0.27375252274522593,0.028499990701675415,True,,1.0,False,8.0,12.7,7.178742431764322,10.961671480567814,8.0,12.7,7.178742431764322,10.961671480567814,7.178742431764322,10.961671480567814,2.5999676009446615,7.178742431764322,10.961671480567814,7.700096789857386,12.15580441945651,6.101931066999674,8.769337184454251,0.245759055018425,-0.002577181439846754,0.1689593493938446,0.3441179394721985,0.9533231854438782,0.09998039901256561,0.0,0.0,0.0,0.0
C,3,6,path_C3.npy,0.7172930622435206,0.027815645992187634,True,,1.0,False,8.0,12.7,5.848120813269438,8.145189054753644,8.0,12.7,5.848120813269438,8.145189054753644,5.848120813269438,8.145189054753644,3.4149785603753475,5.848120813269438,8.145189054753644,6.013451245944371,8.490594273021193,4.970902691279022,6.5161512438029145,0.46312808990478516,-0.02946186438202858,0.3184005618095398,0.6492992639541626,0.8948277831077576,0.08770130574703217,0.0,0.0,0.0,0.0
C,3,7,path_C3.npy,0.17353319349320706,0.028595463619938994,True,,1.0,False,8.0,12.7,7.4794004195203785,11.598064221318134,8.0,12.7,7.4794004195203785,11.598064221318134,7.4794004195203785,11.598064221318134,2.4655376168187044,7.4794004195203785,11.598064221318134,8.0,12.7,6.357490356592322,9.278451377054507,0.1600532829761505,-0.0014324401272460818,0.11003663390874863,0.21862885355949402,0.9158312678337097,0.2650662660598755,0.0,0.0,0.0,0.0
C,3,8,path_C3.npy,0.25789024494529245,0.027300000190734863,True,,1.0,False,8.0,12.7,7.226329265164122,11.062396944597392,8.0,12.7,7.226329265164122,11.062396944597392,7.226329265164122,11.062396944597392,2.4678196169834172,7.226329265164122,11.062396944597392,7.762602209255684,12.29382384762836,6.142379875389504,8.849917555677914,0.25609493255615234,0.02641216479241848,0.17606526613235474,0.33230578899383545,0.8853277564048767,0.17491421103477478,0.0,0.0,0.0,0.0
C,3,9,path_C3.npy,1.0,0.05120450596733149,False,footprint_normal_spread,0.0,True,8.0,12.7,5.0,6.35,2.8,6.35,0.0,0.0,2.0,6.35,8.063701727138818,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009015251998789608,-0.8997747898101807,0.6185951828956604,1.0,0.9571719765663147,0.13806989789009094,0.0,0.0,0.0,0.0
C,3,10,path_C3.npy,0.05095971469275696,0.05002782243644465,True,,0.0,True,8.0,12.7,7.847120855921729,12.376405811700993,2.8,6.35,2.7464922995726053,6.35,2.7464922995726053,6.35,7.878397234085772,2.7464922995726053,6.35,3.0071454831306585,7.253960871755148,2.3345184546367146,6.35,0.06538698077201843,0.004999843426048756,0.04495355114340782,0.08378755301237106,0.9109769463539124,0.13671135902404785,0.0,0.0,0.0,0.0
C,3,11,path_C3.npy,0.6383632751008488,0.03967241793125064,True,,0.991810448281266,False,8.0,12.7,6.084910174697454,8.64639320310961,7.998959439721074,12.698729315813233,6.084118710218876,8.645528097982387,6.084118710218876,8.645528097982387,4.588779017502588,6.084118710218876,8.645528097982387,6.304142786644996,9.114509167939078,5.171500903686044,6.916422478385909,-0.0013293706579133868,-0.5067116618156433,0.3483642637729645,0.5933259725570679,0.9587090611457825,0.24699284136295319,0.0,0.0,0.0,0.0
C,3,12,path_C3.npy,0.9571386028391332,0.028579891831018587,True,,1.0,False,8.0,12.7,5.1285841914826005,6.622169871971503,8.0,12.7,5.1285841914826005,6.622169871971503,5.1285841914826005,6.622169871971503,4.315789595187475,5.1285841914826005,6.622169871971503,5.1505660198730085,6.664745189913898,4.3592965627602105,6.35,0.006113985553383827,-0.7466894388198853,0.5133489966392517,0.8751636743545532,0.945398211479187,0.15347634255886078,0.0,0.0,0.0,0.0
C,3,13,path_C3.npy,0.9421106239374346,0.02710000053048134,True,,1.0,False,8.0,12.7,5.173668128187696,6.71759753799729,8.0,12.7,5.173668128187696,6.71759753799729,5.173668128187696,6.71759753799729,4.034180430904563,5.173668128187696,6.71759753799729,5.203618170177252,6.775929167514403,4.397617908959542,6.35,0.008774402551352978,-0.7257237434387207,0.49893510341644287,0.8537787199020386,0.9450553059577942,0.14617134630680084,0.0,0.0,0.0,0.0
C,3,14,path_C3.npy,1.0,0.028067235358903226,False,footprint_normal_spread,0.0,True,8.0,12.7,5.0,6.35,2.8,6.35,0.0,0.0,2.0,6.35,4.420037064394209,0.0,0.0,0.0,0.0,0.0,0.0,0.0069101727567613125,-0.9524391293525696,0.6548019051551819,1.0,0.9610303044319153,0.16627514362335205,0.0,0.0,0.0,0.0
C,3,15,path_C3.npy,0.43904593517218954,0.03870544395633964,True,,0.0,True,8.0,12.7,6.682862194483431,9.912058311656596,2.8,6.35,2.339001768069201,6.35,2.339001768069201,6.35,6.095345504935376,2.339001768069201,6.35,2.4702090230129863,6.884308746748489,2.0,6.35,-0.0013185207499191165,-0.3643726408481598,0.250506192445755,0.45927390456199646,0.94712895154953,0.11219269782304764,0.0,0.0,0.0,0.0
C,3,16,path_C3.npy,0.9036956684357671,0.034792260356062164,True,,0.8698065089015541,False,8.0,12.7,5.288912994692699,6.961532505432879,7.758525591972863,12.405122597889937,5.1292708528801425,6.799894818826044,5.1292708528801425,6.799894818826044,5.116588018352439,5.1292708528801425,6.799894818826044,5.178667952969995,6.898123717611164,4.359880224948121,6.35,0.0024416311644017696,-0.6887889504432678,0.47354239225387573,0.8081417083740234,0.9469838738441467,0.15110550820827484,0.0,0.0,0.0,0.0
C,3,17,path_C3.npy,0.6439140298190104,0.029322521185541673,True,,1.0,False,8.0,12.7,6.068257910542969,8.611145910649284,8.0,12.7,6.068257910542969,8.611145910649284,6.068257910542969,8.611145910649284,3.4051822474961106,6.068257910542969,8.611145910649284,6.284340061081385,9.071092147543826,5.1580192239615235,6.888916728519428,-0.005640609655529261,-0.510390043258667,0.35089313983917236,0.5971658229827881,0.9593957662582397,0.24593974649906158,0.0,0.0,0.0,0.0
C,3,18,path_C3.npy,0.6442650879171232,0.028439589022366582,True,,1.0,False,8.0,12.7,6.06720473624863,8.608916691726268,8.0,12.7,6.06720473624863,8.608916691726268,6.06720473624863,8.608916691726268,3.3035038020171443,6.06720473624863,8.608916691726268,6.283036390592453,9.068290525095277,5.157124025811336,6.887133353381015,-0.00017239544831681997,-0.4849536418914795,0.33340564370155334,0.5974090695381165,0.9425682425498962,0.1361638754606247,0.0,0.0,0.0,0.0
C,3,19,path_C3.npy,1.0,0.05880833349422368,False,footprint_normal_spread|pad_curvature,0.0,True,8.0,12.7,5.0,6.35,2.8,6.35,0.0,0.0,2.0,6.35,9.261154880980108,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.11701072752475739,1.0,1.0,0.6987547278404236,0.181749626994133,0.0,0.0,0.0,0.0
C,3,20,path_C3.npy,1.0,0.03237407502463278,False,footprint_normal_spread|pad_curvature,0.0,True,8.0,12.7,5.0,6.35,2.8,6.35,0.0,0.0,2.0,6.35,5.098279531438233,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.10988932847976685,1.0,1.0,0.6916319727897644,0.21027922630310059,0.0,0.0,0.0,0.0
C,3,21,path_C3.npy,1.0,0.028559062571540412,False,footprint_normal_spread|pad_curvature,0.0,True,8.0,12.7,5.0,6.35,2.8,6.35,0.0,0.0,2.0,6.35,4.497490168746522,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.17911142110824585,1.0,1.0,0.6828057765960693,0.16350334882736206,0.0,0.0,0.0,0.0
C,3,22,path_C3.npy,1.0,0.029533358564765067,False,footprint_normal_spread,0.0,True,8.0,12.7,5.0,6.35,2.8,6.35,0.0,0.0,2.0,6.35,4.650922608624421,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.35507068037986755,0.7217850089073181,1.0,0.6876501441001892,0.24019774794578552,0.0,0.0,0.0,0.0
C,4,0,path_C4.npy,1.0,0.0,False,footprint_normal_spread,0.0,True,8.0,12.7,5.0,6.35,2.8,6.35,0.0,0.0,2.0,6.35,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.5361843109130859,-1.0,0.7546951770782471,1.0,0.8380926251411438,0.6942852139472961,0.0,0.0,0.0,0.0
